timestamp,imu_id,accel_x,accel_y,accel_z,roll,pitch,yaw
0.0,0,0.057,0.71,-0.733,136.30361335406212,-3.4017901358946747,-84.45497261695942
0.0,1,-0.945,-0.085,0.298,-14.479682349990656,72.52804917087782,-49.448533937334254
0.0,2,-0.945,-0.085,0.298,-14.479682349990656,72.52804917087782,-49.448533937334254
0.0,3,0.034,0.982,0.205,76.84431143592123,-1.9713962261543478,-44.97265203350757
0.0,4,0.034,0.982,0.205,76.84431143592123,-1.9713962261543478,-44.97265203350757
0.0,5,0.034,0.982,0.205,76.84431143592123,-1.9713962261543478,-44.97265203350757
0.038,0,0.06,0.707,-0.732,136.19944702513718,-3.4683022251159232,-84.47970612526035
0.038,1,-0.945,-0.083,0.292,-14.479682349990656,72.52804917087782,-49.448533937334254
0.038,2,-0.945,-0.083,0.292,-14.479682349990656,72.52804917087782,-49.448533937334254
0.038,3,0.028,0.982,0.219,76.83768547633886,-1.9258653503444683,-44.977790942876375
0.038,4,0.028,0.982,0.219,76.83768547633886,-1.9258653503444683,-44.977790942876375
0.038,5,0.028,0.982,0.219,76.83768547633886,-1.9258653503444683,-44.977790942876375
0.078,0,0.067,0.711,-0.733,136.09519286463166,-3.5345570613287736,-84.50418762064388
0.078,1,-0.947,-0.086,0.294,-14.698594044313332,72.40638961687601,-49.786429899186
0.078,2,-0.947,-0.086,0.294,-14.698594044313332,72.40638961687601,-49.786429899186
0.078,3,0.034,0.978,0.206,76.84097906640277,-1.9486336034551746,-45.07522017107795
0.078,4,0.034,0.978,0.206,76.84097906640277,-1.9486336034551746,-45.07522017107795
0.078,5,0.034,0.978,0.206,76.84097906640277,-1.9486336034551746,-45.07522017107795
0.117,0,0.067,0.709,-0.729,135.99085096995313,-3.6005538711466323,-84.62841759350191
0.117,1,-0.946,-0.083,0.293,-14.698594044313332,72.40638961687601,-49.786429899186
0.117,2,-0.946,-0.083,0.293,-14.698594044313332,72.40638961687601,-49.786429899186
0.117,3,0.033,0.983,0.212,76.93999429471114,-1.93423788026862,-44.97857460609822
0.117,4,0.033,0.983,0.212,76.93999429471114,-1.93423788026862,-44.97857460609822
0.117,5,0.033,0.983,0.212,76.93999429471114,-1.93423788026862,-44.97857460609822
0.155,0,0.066,0.709,-0.73,135.8908377243168,-3.5944930555368595,-84.62214202267255
0.155,1,-0.948,-0.08,0.291,-14.698594044313332,72.40638961687601,-49.886429899186
0.155,2,-0.948,-0.08,0.291,-14.698594044313332,72.40638961687601,-49.886429899186
0.155,3,0.031,0.983,0.214,76.93999429471114,-1.9342378802686204,-45.078574606098215
0.155,4,0.031,0.983,0.214,76.93999429471114,-1.9342378802686204,-45.078574606098215
0.155,5,0.031,0.983,0.214,76.93999429471114,-1.9342378802686204,-45.078574606098215
