timestamp,imu_id,accel_x,accel_y,accel_z,roll,pitch,yaw
0.0,0,-0.032,0.986,0.259,74.07774650202948,1.5961741229417312,172.57676243606466
0.0,1,-0.938,0.316,0.121,68.08704484928482,70.32662006541707,-63.232019945743204
0.0,2,0.972,0.276,0.098,68.62886202251705,-72.89116451254803,-70.73418306664759
0.0,3,-0.032,0.986,0.259,74.07774650202948,1.5961741229417312,172.57676243606466
0.0,4,-0.014,1.01,0.005,87.48059207309213,4.086973725963096,-150.9899087180062
0.0,5,-0.087,1.017,-0.152,99.26562432047454,5.375001597737263,171.63587819874297
0.034,0,-0.024,0.986,0.271,74.08044922168388,1.6236051348276623,172.57296453820055
0.034,1,-0.936,0.313,0.122,68.08704484928482,70.32662006541706,-63.13201994574321
0.034,2,0.971,0.275,0.097,68.62886202251705,-72.89116451254803,-70.73418306664759
0.034,3,-0.024,0.986,0.271,74.08044922168388,1.6236051348276623,172.57296453820055
0.034,4,-0.01,1.009,0.006,87.38845596917693,4.028781860590257,-150.79186975812055
0.034,5,-0.083,1.016,-0.162,99.38998793852042,5.359656494207403,171.7404916166932
0.069,0,-0.026,0.989,0.269,74.08044922168388,1.6236051348276623,172.57296453820055
0.069,1,-0.936,0.315,0.121,68.08704484928482,70.32662006541706,-63.13201994574321
0.069,2,0.965,0.276,0.098,68.93205330869131,-72.92735890164653,-71.05138158842972
0.069,3,-0.026,0.989,0.269,74.08044922168388,1.6236051348276623,172.57296453820055
0.069,4,-0.017,1.008,0.007,87.34638606687435,4.001223003862921,-149.49271114890655
0.069,5,-0.083,1.016,-0.146,99.30254226685007,5.31046947214541,171.73236092297364
0.103,0,-0.026,0.988,0.264,74.08319805147835,1.6510315717942399,172.56916925115877
0.103,1,-0.943,0.316,0.121,67.82805786189927,70.28909062018636,-63.50709409220988
0.103,2,0.966,0.272,0.103,68.93205330869131,-72.92735890164653,-71.05138158842972
0.103,3,-0.026,0.988,0.264,74.08319805147835,1.6510315717942399,172.56916925115877
0.103,4,-0.006,1.009,0.001,87.36037699121012,4.0104581695376424,-150.2924351953654
0.103,5,-0.088,1.018,-0.152,99.26562432047454,5.375001597737263,171.63587819874297
0.137,0,-0.024,0.986,0.266,74.1827323652953,1.6409769929963685,172.57202829968378
0.137,1,-0.943,0.313,0.116,67.70974315024037,70.38082254380664,-63.71850826081917
0.137,2,0.966,0.272,0.11,68.49938598710638,-72.98366718222486,-70.7104058963341
0.137,3,-0.024,0.986,0.266,74.1827323652953,1.6409769929963685,172.57202829968378
0.137,4,-0.02,1.008,0.009,87.31850219725541,3.982606601913313,-148.99324945920517
0.137,5,-0.085,1.017,-0.157,99.26562432047454,5.375001597737263,171.63587819874297
0.172,0,-0.028,0.986,0.268,74.18551164200225,1.668231688371212,172.56828268208676
0.172,1,-0.939,0.311,0.114,67.96982716469725,70.4185424279656,-63.542426949433015
0.172,2,0.969,0.282,0.104,68.62886202251705,-72.89116451254803,-70.8341830666476
0.172,3,-0.028,0.986,0.268,74.18551164200225,1.668231688371212,172.56828268208676
0.172,4,-0.01,1.007,0.008,87.19467479042294,3.8964455957784456,-148.29544502535595
0.172,5,-0.087,1.015,-0.147,99.26562432047454,5.375001597737263,171.63587819874297
0.206,0,-0.026,0.99,0.267,74.18551164200225,1.6682316883712118,172.46828268208677
0.206,1,-0.938,0.313,0.112,67.96982716469725,70.4185424279656,-63.64242694943301
0.206,2,0.964,0.279,0.098,68.93205330869131,-72.92735890164651,-71.15138158842971
0.206,3,-0.026,0.99,0.267,74.18551164200225,1.6682316883712118,172.46828268208677
0.206,4,-0.007,1.008,0.007,87.10028715635256,3.826770715429419,-147.99689221854095
0.206,5,-0.086,1.014,-0.138,99.22825475614191,5.439277793409188,171.63931160177637
0.241,0,-0.028,0.99,0.263,74.18833676032004,1.695481678107347,172.46453973131182
0.241,1,-0.947,0.31,0.114,68.11376835115574,70.54787720924458,-63.47577130467984
0.241,2,0.965,0.281,0.095,69.23654453361095,-72.96305843469783,-71.46987872992281
0.241,3,-0.028,0.99,0.263,74.18833676032004,1.695481678107347,172.46453973131182
0.241,4,-0.013,1.01,0.004,87.12036817978661,3.841894625611022,-147.7966015019923
0.241,5,-0.085,1.018,-0.144,99.1321698504146,5.404757387163795,171.63195496894494
0.275,0,-0.028,0.989,0.265,74.29069317287943,1.712165920841353,172.46378113074357
0.275,1,-0.945,0.307,0.111,68.25992115605223,70.67709178087765,-63.40708728578876
0.275,2,0.965,0.28,0.094,69.23654453361095,-72.96305843469783,-71.46987872992281
0.275,3,-0.028,0.989,0.265,74.29069317287943,1.712165920841353,172.46378113074357
0.275,4,-0.014,1.012,0.002,87.17430486906017,3.8817095174528964,-148.79577447985739
0.275,5,-0.084,1.017,-0.167,99.2563242076821,5.3910947626714565,171.63674443969487
0.309,0,-0.026,0.992,0.266,74.29359348859559,1.7392391724481273,172.46009027386683
0.309,1,-0.939,0.305,0.114,68.25992115605223,70.67709178087763,-63.50708728578876
0.309,2,0.966,0.281,0.1,69.36169350164582,-72.87006166745564,-71.58950591375643
0.309,3,-0.026,0.992,0.266,74.29359348859559,1.7392391724481273,172.46009027386683
0.309,4,-0.005,1.008,-0.001,87.32546086431874,3.9872789254118985,-148.8931165853141
0.309,5,-0.085,1.018,-0.155,99.28413984307882,5.342767329928013,171.73413000136955
0.343,0,-0.03,0.994,0.27,74.29653937150191,1.7663075127757448,172.45640218044292
0.343,1,-0.938,0.315,0.117,68.25992115605223,70.67709178087763,-63.60708728578875
0.343,2,0.963,0.28,0.107,69.36169350164582,-72.87006166745564,-71.68950591375642
0.343,3,-0.03,0.994,0.27,74.29653937150191,1.7663075127757448,172.45640218044292
0.343,4,-0.021,1.01,0.005,87.35337746425726,4.00584668488249,-148.99257373729515
0.343,5,-0.083,1.017,-0.151,99.26562432047454,5.375001597737263,171.63587819874297
0.378,0,-0.03,0.991,0.266,74.29953081655778,1.7933708651960885,172.35271689307552
0.378,1,-0.943,0.315,0.119,68.25992115605223,70.67709178087763,-63.50708728578876
0.378,2,0.965,0.278,0.108,69.05870020178,-72.83456747679115,-71.47241746851812
0.378,3,-0.03,0.991,0.266,74.29953081655778,1.7933708651960885,172.35271689307552
0.378,4,-0.021,1.012,0.01,87.37440034876988,4.019644492895817,-147.89215472725468
0.378,5,-0.083,1.015,-0.151,99.26562432047454,5.375001597737264,171.53587819874298
0.412,0,-0.028,0.988,0.256,74.30256781864284,1.8204291530862455,172.34903445434136
0.412,1,-0.947,0.313,0.123,68.25992115605223,70.67709178087763,-63.50708728578876
0.412,2,0.965,0.287,0.102,69.18402544722014,-72.74169793629146,-71.69213032871477
0.412,3,-0.028,0.988,0.256,74.30256781864284,1.8204291530862455,172.34903445434136
0.412,4,-0.011,1.008,0.005,87.35337746425726,4.00584668488249,-147.99257373729517
0.412,5,-0.086,1.017,-0.149,99.2563242076821,5.391094762671456,171.53674443969487
0.446,0,-0.029,0.989,0.253,74.40504959865629,1.8360805590618747,172.34854956039925
0.446,1,-0.942,0.314,0.125,68.11376835115574,70.54787720924458,-63.67577130467984
0.446,2,0.967,0.285,0.098,69.18402544722014,-72.74169793629146,-71.69213032871477
0.446,3,-0.029,0.989,0.253,74.40504959865629,1.8360805590618747,172.34854956039925
0.446,4,-0.014,1.007,0.009,87.25624731512086,3.940011820448212,-146.4943939052577
0.446,5,-0.084,1.017,-0.152,99.2563242076821,5.3910947626714565,171.63674443969487
0.48,0,-0.027,0.992,0.258,74.40504959865629,1.8360805590618747,172.34854956039925
0.48,1,-0.94,0.313,0.126,67.85154779421168,70.5103883818686,-63.95389752352882
0.48,2,0.964,0.285,0.092,69.30804919707889,-72.64875153538945,-71.7105403120591
0.48,3,-0.027,0.992,0.258,74.40504959865629,1.8360805590618747,172.34854956039925
0.48,4,-0.013,1.008,0.008,87.14052872774631,3.8569133163957976,-146.79630017630606
0.48,5,-0.087,1.016,-0.15,99.2469958930389,5.407171882912596,171.63760542769035
0.514,0,-0.027,0.988,0.257,74.50444755628205,1.8246732961291596,172.45172439861645
0.514,1,-0.943,0.309,0.124,67.85154779421168,70.5103883818686,-63.95389752352882
0.514,2,0.966,0.282,0.098,69.60807633157592,-72.68384095126048,-72.02484111473935
0.514,3,-0.027,0.988,0.257,74.50444755628205,1.8246732961291596,172.45172439861645
0.514,4,-0.017,1.009,0.008,87.17430486906017,3.8817095174528964,-146.79577447985736
0.514,5,-0.083,1.018,-0.139,99.14149716573789,5.38887810225344,171.63112576687834
0.548,0,-0.033,0.989,0.256,74.50444755628205,1.8246732961291592,172.35172439861645
0.548,1,-0.945,0.305,0.123,67.59036129219187,70.47247649903744,-64.33099148496042
0.548,2,0.967,0.279,0.102,69.60807633157592,-72.68384095126048,-72.02484111473935
0.548,3,-0.033,0.989,0.256,74.50444755628205,1.8246732961291592,172.35172439861645
0.548,4,-0.01,1.01,0.002,87.2082978273678,3.9062103776919375,-147.49521956224405
0.548,5,-0.089,1.018,-0.156,99.14149716573789,5.38887810225344,171.63112576687834
0.582,0,-0.032,0.991,0.259,74.50754000312254,1.851387059244925,172.44813984475257
0.582,1,-0.946,0.302,0.122,67.59036129219187,70.47247649903744,-64.33099148496042
0.582,2,0.965,0.278,0.1,69.60807633157592,-72.68384095126048,-72.02484111473935
0.582,3,-0.032,0.991,0.259,74.50754000312254,1.851387059244925,172.44813984475257
0.582,4,-0.015,1.01,0.006,87.21512221076277,3.911074942371337,-147.49510508670028
0.582,5,-0.086,1.017,-0.149,99.2563242076821,5.3910947626714565,171.73674443969486
0.616,0,-0.028,0.991,0.26,74.50444755628205,1.8246732961291596,172.55172439861644
0.616,1,-0.945,0.301,0.119,67.46989809807849,70.56405138143056,-64.44455794306383
0.616,2,0.962,0.278,0.097,69.48553072777919,-72.77698876344341,-71.80782000513538
0.616,3,-0.028,0.991,0.26,74.50444755628205,1.8246732961291596,172.55172439861644
0.616,4,-0.012,1.01,0.007,87.16753221334189,3.8767738437220993,-147.29588196201956
0.616,5,-0.082,1.015,-0.151,99.2563242076821,5.3910947626714565,171.73674443969486
0.65,0,-0.032,0.99,0.258,74.50444755628205,1.8246732961291596,172.55172439861644
0.65,1,-0.944,0.302,0.114,67.46989809807849,70.56405138143056,-64.44455794306383
0.65,2,0.962,0.276,0.098,69.48553072777919,-72.77698876344341,-71.80782000513538
0.65,3,-0.032,0.99,0.258,74.50444755628205,1.8246732961291596,172.55172439861644
0.65,4,-0.015,1.01,0.006,87.18108619751459,3.88663337747959,-147.29566582881995
0.65,5,-0.09,1.018,-0.157,99.2563242076821,5.3910947626714565,171.73674443969486
0.685,0,-0.031,0.99,0.256,74.50444755628205,1.8246732961291596,172.55172439861644
0.685,1,-0.945,0.304,0.112,67.61174696710312,70.69384669704492,-64.38008636699331
0.685,2,0.968,0.28,0.097,69.48553072777919,-72.77698876344341,-71.80782000513538
0.685,3,-0.031,0.99,0.256,74.50444755628205,1.8246732961291596,172.55172439861644
0.685,4,-0.013,1.01,0.005,87.2082978273678,3.9062103776919375,-147.39521956224405
0.685,5,-0.086,1.017,-0.148,99.2469958930389,5.407171882912596,171.83760542769036
0.719,0,-0.029,0.99,0.253,74.50444755628205,1.8246732961291596,172.55172439861644
0.719,1,-0.945,0.308,0.109,67.61174696710312,70.69384669704492,-64.38008636699331
0.719,2,0.968,0.276,0.098,69.36169350164582,-72.87006166745564,-71.68950591375642
0.719,3,-0.029,0.99,0.253,74.50444755628205,1.8246732961291596,172.55172439861644
0.719,4,-0.018,1.011,0.007,87.16753221334189,3.8767738437220993,-147.59588196201958
0.719,5,-0.087,1.017,-0.161,99.26562432047454,5.375001597737263,171.93587819874296
0.754,0,-0.032,0.993,0.257,74.60691881716323,1.839807108022227,172.65134045710616
0.754,1,-0.942,0.311,0.109,67.87621794721467,70.73172138825403,-64.0998893074254
0.754,2,0.965,0.283,0.096,69.48553072777919,-72.77698876344341,-71.80782000513538
0.754,3,-0.032,0.993,0.257,74.60691881716323,1.839807108022227,172.65134045710616
0.754,4,-0.018,1.009,0.004,87.27002330010008,3.949561657573717,-147.3941476112267
0.754,5,-0.085,1.017,-0.155,99.36209128740109,5.408530617056869,171.9431878211557
0.788,0,-0.031,0.99,0.253,74.60691881716323,1.839807108022227,172.75134045710615
0.788,1,-0.943,0.313,0.112,68.1417463651816,70.7691676205435,-63.8186365645883
0.788,2,0.967,0.282,0.097,69.48553072777919,-72.77698876344341,-71.70782000513539
0.788,3,-0.031,0.99,0.253,74.60691881716323,1.839807108022227,172.75134045710615
0.788,4,-0.008,1.007,0.003,87.27692387688839,3.9543185492777346,-147.99402273951642
0.788,5,-0.084,1.018,-0.153,99.28413984307882,5.342767329928013,171.93413000136957
0.822,0,-0.032,0.985,0.25,74.70939748202362,1.8545957266607842,172.75103013990534
