timestamp,imu_id,accel_x,accel_y,accel_z,roll,pitch,yaw
0.0,0,-0.017,0.997,0.237,75.62288730984788,0.8202509848374412,-119.70345709730333
0.0,1,-0.165,0.986,0.119,82.08349790908622,9.962563542174086,-103.69108961863627
0.0,2,0.078,1.003,0.071,84.54382681585446,-5.721823497988409,126.07287180791874
0.0,3,-0.017,0.997,0.237,75.62288730984788,0.8202509848374412,-119.70345709730333
0.0,4,0.001,1.009,-0.005,87.3270727429775,3.8673395007722586,3.809741019253275
0.0,5,-0.067,1.02,-0.121,97.83344665415831,4.445271479644091,135.404503778505
0.035,0,-0.015,0.995,0.234,75.62288730984788,0.8202509848374412,-119.80345709730332
0.035,1,-0.17,0.985,0.119,82.09021528174493,10.095789945995357,-103.69978263581808
0.035,2,0.082,1.015,0.067,84.56380927963909,-5.740805663899009,126.17277439115122
0.035,3,-0.015,0.995,0.234,75.62288730984788,0.8202509848374412,-119.80345709730332
0.035,4,0.001,1.008,-0.003,87.35414894277166,3.885898949654417,4.710226556916341
0.035,5,-0.063,1.024,-0.125,97.83344665415831,4.445271479644091,135.404503778505
0.068,0,-0.015,0.996,0.235,75.7227418164978,0.8146736160232034,-119.70203248022226
0.068,1,-0.164,0.987,0.118,82.17080252087099,10.031051572121003,-103.6881666953785
0.068,2,0.083,1.004,0.072,84.54382681585446,-5.721823497988409,126.17287180791874
0.068,3,-0.015,0.996,0.235,75.7227418164978,0.8146736160232034,-119.70203248022226
0.068,4,0.002,1.01,-0.001,87.10882263323326,3.707123268040989,4.30641575348766
0.068,5,-0.067,1.023,-0.126,97.83344665415831,4.445271479644091,135.60450377850498
0.102,0,-0.019,0.995,0.234,75.72414073107466,0.8393338760209985,-119.80511071443482
0.102,1,-0.165,0.985,0.12,82.17080252087099,10.031051572121003,-103.6881666953785
0.102,2,0.084,0.999,0.071,84.53386084708069,-5.712306405663165,126.17291552578786
0.102,3,-0.019,0.995,0.234,75.72414073107466,0.8393338760209985,-119.80511071443482
0.102,4,0.0,1.009,-0.005,87.23334839711309,3.8009041432792827,5.308181038619357
0.102,5,-0.07,1.021,-0.118,97.81023485300648,4.486099540661253,135.6063899417313
0.137,0,-0.01,0.994,0.231,75.72414073107466,0.8393338760209985,-119.70511071443482
0.137,1,-0.165,0.982,0.119,82.17080252087099,10.031051572121003,-103.6881666953785
0.137,2,0.085,0.995,0.075,84.52391175946487,-5.702772013197207,126.17295591614425
0.137,3,-0.01,0.994,0.231,75.72414073107466,0.8393338760209985,-119.70511071443482
0.137,4,-0.002,1.008,-0.004,87.5964624523398,4.040122056919901,6.415211610838704
0.137,5,-0.065,1.022,-0.119,97.7868089694011,4.526806636866992,135.7082428189435
0.171,0,-0.011,0.994,0.235,75.7227418164978,0.8146736160232034,-119.70203248022226
0.171,1,-0.161,0.987,0.118,82.18833872648278,10.044658458143639,-103.78755670020139
0.171,2,0.086,0.994,0.074,84.53386084708069,-5.712306405663165,126.07291552578785
0.171,3,-0.011,0.994,0.235,75.7227418164978,0.8146736160232034,-119.70203248022226
0.171,4,-0.001,1.009,-0.002,87.56127102645682,4.018999835961255,6.914419954340305
0.171,5,-0.071,1.022,-0.127,97.77895286750405,4.540348594917706,135.80885301192345
0.205,0,-0.017,0.996,0.238,75.72414073107466,0.8393338760209985,-119.70511071443482
0.205,1,-0.166,0.984,0.117,82.28598142984828,9.992959516670759,-103.67542436214237
0.205,2,0.081,0.99,0.071,84.52391175946487,-5.702772013197207,126.07295591614425
0.205,3,-0.017,0.996,0.238,75.72414073107466,0.8393338760209985,-119.70511071443482
0.205,4,0.0,1.009,-0.002,87.45683133673444,3.9538037457663955,7.112202680075336
0.205,5,-0.068,1.023,-0.121,97.76316958201936,4.567391652388995,135.8100622032225
0.24,0,-0.014,0.997,0.236,75.72414073107466,0.8393338760209985,-119.70511071443482
0.24,1,-0.166,0.985,0.116,82.32095182390003,10.019744789962383,-103.67416463668602
0.24,2,0.081,0.999,0.073,84.51397958224406,-5.693220350232382,126.07299297866153
0.24,3,-0.014,0.997,0.236,75.72414073107466,0.8393338760209985,-119.70511071443482
0.24,4,0.001,1.01,-0.003,87.36773586011603,3.8951077509465697,7.210475906979119
0.24,5,-0.072,1.022,-0.123,97.74729166563363,4.594379957043266,135.91125641830808
0.274,0,-0.016,0.997,0.237,75.72558137271483,0.8639917345587688,-119.60818772642307
0.274,1,-0.163,0.987,0.114,82.3560204402155,10.046408918242918,-103.67287173667243
0.274,2,0.083,1.0,0.069,84.51397958224406,-5.693220350232382,126.07299297866153
0.274,3,-0.016,0.997,0.237,75.72558137271483,0.8639917345587688,-119.60818772642307
0.274,4,0.0,1.009,-0.003,87.4775809593121,3.967061135048896,7.512627026434903
0.274,5,-0.067,1.021,-0.12,97.73131929298017,4.6213131798067,135.9124355977972
0.308,0,-0.017,0.995,0.235,75.72558137271483,0.8639917345587688,-119.70818772642306
0.308,1,-0.165,0.987,0.112,82.39118687221594,10.072951552426678,-103.77154571754085
0.308,2,0.083,1.006,0.073,84.52391175946487,-5.702772013197207,126.07295591614425
0.308,3,-0.017,0.995,0.235,75.72558137271483,0.8639917345587688,-119.70818772642306
0.308,4,0.0,1.009,-0.003,87.40868990110225,3.922449101693076,6.911250137064047
0.308,5,-0.069,1.022,-0.122,97.71525263984614,4.648190992178714,135.91359968301336
0.343,0,-0.016,0.996,0.238,75.72706373862935,0.888647121044511,-119.61126348038341
0.343,1,-0.164,0.987,0.116,82.42645071162052,10.099372344799665,-103.67018663640535
0.343,2,0.084,1.008,0.072,84.45412574984778,-5.77473455439518,126.07993401374306
0.343,3,-0.016,0.996,0.238,75.72706373862935,0.888647121044511,-119.61126348038341
0.343,4,0.002,1.005,-0.004,87.41554354502142,3.926964275655482,7.411382976993445
0.343,5,-0.068,1.024,-0.121,97.71525263984614,4.648190992178714,136.01359968301338
0.377,0,-0.014,0.996,0.236,75.72706373862935,0.8886471210445112,-119.71126348038344
0.377,1,-0.163,0.991,0.122,82.40880664157667,10.086177200517875,-103.77087030608853
0.377,2,0.084,0.999,0.075,84.43402856844578,-5.755371084434527,125.98000638240568
0.377,3,-0.014,0.996,0.236,75.72706373862935,0.8886471210445112,-119.71126348038344
0.377,4,-0.008,1.011,-0.002,87.56829441104216,4.023248813459132,7.8145762028389925
0.377,5,-0.073,1.018,-0.119,97.69097627161749,4.688403099079279,136.11531738246794
0.411,0,-0.018,0.997,0.235,75.728587825948,0.9132999648896376,-119.61433794052496
0.411,1,-0.161,0.985,0.122,82.39118687221594,10.072951552426678,-103.67154571754087
0.411,2,0.087,0.995,0.076,84.42400574914778,-5.74566319601979,125.98003744661892
