
nvidia@nvidia-desktop:~/Desktop$ python3 6imu.py
IMU 0 initialized on TCA Channel 0
IMU 1 initialized on TCA Channel 1
IMU 2 initialized on TCA Channel 2
IMU 3 initialized on TCA Channel 3
IMU 4 initialized on TCA Channel 4
IMU 5 initialized on TCA Channel 5

Starting data stream (50Hz)... Press Ctrl+C to stop.

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
   2.599 | 0  |    0.863   -0.028   -0.535 |  -176.8   -57.6   -27.4
   2.599 | 1  |         Comm Error         |            -           
   2.599 | 2  |    0.135    0.221    0.964 |    12.8    -7.7  -101.9
   2.599 | 3  |         Comm Error         |            -           
   2.599 | 4  |         Comm Error         |            -           
   2.599 | 5  |    0.968   -0.044    0.276 |    -9.3   -73.3   -21.9
   2.637 | 0  |    0.867   -0.029   -0.535 |  -176.8   -57.7   -27.4
   2.637 | 1  |         Comm Error         |            -           
   2.637 | 2  |    0.147    0.224    0.965 |    12.8    -7.9  -101.9
   2.637 | 3  |         Comm Error         |            -           
   2.637 | 4  |         Comm Error         |            -           
   2.637 | 5  |    0.966   -0.045    0.278 |    -9.3   -73.3   -21.9
   2.675 | 0  |    0.874   -0.033   -0.539 |  -176.7   -57.9   -27.5
   2.675 | 1  |         Comm Error         |            -           
   2.675 | 2  |    0.144    0.226    0.967 |    12.8    -7.9  -101.9
   2.675 | 3  |         Comm Error         |            -           
   2.675 | 4  |         Comm Error         |            -           
   2.675 | 5  |    0.965   -0.051    0.281 |    -9.3   -73.2   -21.8
   2.715 | 0  |    0.882   -0.035   -0.538 |  -176.6   -58.0   -27.6
   2.715 | 1  |         Comm Error         |            -           
   2.715 | 2  |    0.149    0.228    0.972 |    12.8    -8.0  -101.8
   2.715 | 3  |         Comm Error         |            -           
   2.715 | 4  |         Comm Error         |            -           
   2.715 | 5  |    0.965   -0.048    0.271 |    -9.3   -73.2   -21.8
   2.752 | 0  |    0.881   -0.038   -0.536 |  -176.5   -58.1   -27.8
   2.752 | 1  |         Comm Error         |            -           
   2.752 | 2  |    0.146    0.226    0.968 |    12.9    -8.1  -101.8
   2.752 | 3  |         Comm Error         |            -           
   2.752 | 4  |         Comm Error         |            -           
   2.752 | 5  |    0.963   -0.051    0.275 |    -9.4   -73.1   -21.7
   2.790 | 0  |    0.878   -0.038   -0.533 |  -176.4   -58.2   -28.0
   2.790 | 1  |         Comm Error         |            -           
   2.790 | 2  |    0.155    0.225    0.967 |    12.9    -8.3  -101.8
   2.790 | 3  |         Comm Error         |            -           
   2.790 | 4  |         Comm Error         |            -           
   2.790 | 5  |    0.966   -0.043    0.276 |    -9.4   -73.1   -21.8
   2.830 | 0  |    0.874   -0.038   -0.535 |  -176.3   -58.2   -28.1
   2.830 | 1  |         Comm Error         |            -           
   2.830 | 2  |    0.142    0.219    0.963 |    12.9    -8.3  -101.9
   2.830 | 3  |         Comm Error         |            -           
   2.830 | 4  |         Comm Error         |            -           
   2.830 | 5  |    0.966   -0.042    0.275 |    -9.2   -73.1   -21.9
   2.867 | 0  |    0.866   -0.038   -0.535 |  -176.3   -58.2   -28.2
   2.867 | 1  |         Comm Error         |            -           
   2.867 | 2  |    0.147    0.221    0.966 |    12.8    -8.3  -101.9
   2.867 | 3  |         Comm Error         |            -           
   2.867 | 4  |         Comm Error         |            -           
   2.867 | 5  |    0.963   -0.045    0.275 |    -9.1   -73.0   -22.0
   2.906 | 0  |    0.868   -0.033   -0.535 |  -176.4   -58.2   -28.1
   2.906 | 1  |         Comm Error         |            -           
   2.906 | 2  |    0.140    0.218    0.969 |    12.8    -8.3  -101.9
   2.906 | 3  |         Comm Error         |            -           
   2.906 | 4  |         Comm Error         |            -           
   2.906 | 5  |    0.964   -0.042    0.276 |    -9.0   -73.0   -22.0
   2.944 | 0  |    0.867   -0.029   -0.536 |  -176.5   -58.2   -28.0
   2.944 | 1  |         Comm Error         |            -           
   2.944 | 2  |    0.144    0.223    0.977 |    12.8    -8.3  -102.0
   2.944 | 3  |         Comm Error         |            -           
   2.944 | 4  |         Comm Error         |            -           
   2.944 | 5  |    0.963   -0.046    0.274 |    -8.9   -73.0   -22.0
   2.982 | 0  |    0.871   -0.027   -0.533 |  -176.6   -58.2   -27.9
   2.982 | 1  |         Comm Error         |            -           
   2.982 | 2  |    0.137    0.227    0.980 |    12.8    -8.2  -102.0
   2.982 | 3  |         Comm Error         |            -           
   2.982 | 4  |         Comm Error         |            -           
   2.982 | 5  |    0.963   -0.049    0.283 |    -9.1   -72.9   -21.9
   3.022 | 0  |    0.869   -0.026   -0.531 |  -176.6   -58.3   -27.9
   3.022 | 1  |         Comm Error         |            -           
   3.022 | 2  |    0.137    0.218    0.975 |    12.8    -8.2  -102.1
   3.022 | 3  |         Comm Error         |            -           
   3.022 | 4  |         Comm Error         |            -           
   3.022 | 5  |    0.967   -0.042    0.287 |    -8.9   -72.8   -22.0
   3.060 | 0  |    0.870   -0.029   -0.530 |  -176.6   -58.4   -28.0
   3.060 | 1  |         Comm Error         |            -           
   3.060 | 2  |    0.132    0.223    0.972 |    12.8    -8.1  -102.1
   3.060 | 3  |         Comm Error         |            -           
   3.060 | 4  |         Comm Error         |            -           
   3.060 | 5  |    0.966   -0.043    0.277 |    -8.8   -72.8   -22.1
   3.098 | 0  |    0.875   -0.031   -0.531 |  -176.5   -58.5   -28.1
   3.098 | 1  |         Comm Error         |            -           
   3.098 | 2  |    0.146    0.220    0.963 |    12.8    -8.2  -102.2
   3.098 | 3  |         Comm Error         |            -           
   3.098 | 4  |         Comm Error         |            -           
   3.098 | 5  |    0.960   -0.042    0.277 |    -8.8   -72.8   -22.2
   3.137 | 0  |    0.875   -0.037   -0.527 |  -176.3   -58.6   -28.4
   3.137 | 1  |         Comm Error         |            -           
   3.137 | 2  |    0.152    0.222    0.961 |    12.8    -8.3  -102.2
   3.137 | 3  |         Comm Error         |            -           
   3.137 | 4  |         Comm Error         |            -           
   3.137 | 5  |    0.961   -0.039    0.283 |    -8.6   -72.7   -22.4
   3.175 | 0  |    0.884   -0.039   -0.526 |  -176.1   -58.8   -28.6
   3.175 | 1  |         Comm Error         |            -           
   3.175 | 2  |    0.164    0.219    0.971 |    12.8    -8.5  -102.2
   3.175 | 3  |         Comm Error         |            -           
   3.175 | 4  |         Comm Error         |            -           
   3.175 | 5  |    0.964   -0.040    0.283 |    -8.4   -72.7   -22.6
   3.213 | 0  |    0.885   -0.037   -0.522 |  -176.0   -58.9   -28.7
   3.213 | 1  |         Comm Error         |            -           
   3.213 | 2  |    0.153    0.218    0.965 |    12.8    -8.6  -102.2
   3.213 | 3  |         Comm Error         |            -           
   3.213 | 4  |         Comm Error         |            -           
   3.213 | 5  |    0.960   -0.045    0.289 |    -8.4   -72.6   -22.6
   3.252 | 0  |    0.884   -0.036   -0.519 |  -176.1   -59.1   -28.8
   3.252 | 1  |         Comm Error         |            -           
   3.252 | 2  |    0.154    0.217    0.957 |    12.8    -8.7  -102.3
   3.252 | 3  |         Comm Error         |            -           
   3.252 | 4  |         Comm Error         |            -           
   3.252 | 5  |    0.957   -0.044    0.290 |    -8.5   -72.6   -22.6
   3.289 | 0  |    0.885   -0.033   -0.518 |  -176.1   -59.2   -28.8
   3.289 | 1  |         Comm Error         |            -           
   3.289 | 2  |    0.136    0.218    0.953 |    12.8    -8.6  -102.4
   3.289 | 3  |         Comm Error         |            -           
   3.289 | 4  |         Comm Error         |            -           
   3.289 | 5  |    0.961   -0.042    0.284 |    -8.4   -72.5   -22.6
   3.328 | 0  |    0.886   -0.033   -0.517 |  -176.1   -59.2   -28.8
   3.328 | 1  |         Comm Error         |            -           
   3.328 | 2  |    0.134    0.225    0.958 |    12.8    -8.5  -102.5
   3.328 | 3  |         Comm Error         |            -           
   3.328 | 4  |         Comm Error         |            -           
   3.328 | 5  |    0.961   -0.045    0.280 |    -8.6   -72.6   -22.5
   3.366 | 0  |    0.886   -0.035   -0.518 |  -176.1   -59.3   -28.9
   3.366 | 1  |         Comm Error         |            -           
   3.366 | 2  |    0.141    0.227    0.967 |    12.8    -8.4  -102.5
   3.366 | 3  |         Comm Error         |            -           
   3.366 | 4  |         Comm Error         |            -           
   3.366 | 5  |    0.959   -0.050    0.278 |    -8.9   -72.6   -22.3
   3.404 | 0  |    0.884   -0.037   -0.516 |  -175.9   -59.3   -29.1
   3.404 | 1  |         Comm Error         |            -           
   3.404 | 2  |    0.144    0.230    0.975 |    12.8    -8.4  -102.6
   3.404 | 3  |         Comm Error         |            -           
   3.404 | 4  |         Comm Error         |            -           
   3.404 | 5  |    0.963   -0.049    0.281 |    -9.0   -72.6   -22.1
   3.442 | 0  |    0.877   -0.040   -0.514 |  -175.8   -59.2   -29.3
   3.442 | 1  |         Comm Error         |            -           
   3.442 | 2  |    0.148    0.218    0.975 |    12.7    -8.3  -102.5
   3.442 | 3  |         Comm Error         |            -           
   3.442 | 4  |         Comm Error         |            -           
   3.442 | 5  |    0.964   -0.043    0.284 |    -9.0   -72.6   -22.2
   3.480 | 0  |    0.873   -0.045   -0.514 |  -175.5   -59.1   -29.7
   3.480 | 1  |         Comm Error         |            -           
   3.480 | 2  |    0.150    0.218    0.975 |    12.7    -8.4  -102.6
   3.480 | 3  |         Comm Error         |            -           
   3.480 | 4  |         Comm Error         |            -           
   3.480 | 5  |    0.962   -0.042    0.279 |    -8.9   -72.7   -22.3
   3.518 | 0  |    0.871   -0.044   -0.516 |  -175.3   -59.1   -29.9
   3.518 | 1  |         Comm Error         |            -           
   3.518 | 2  |    0.145    0.212    0.971 |    12.6    -8.3  -102.6
   3.518 | 3  |         Comm Error         |            -           
   3.518 | 4  |         Comm Error         |            -           
   3.518 | 5  |    0.965   -0.043    0.281 |    -8.8   -72.7   -22.3
   3.556 | 0  |    0.865   -0.045   -0.519 |  -175.2   -59.0   -30.0
   3.556 | 1  |         Comm Error         |            -           
   3.556 | 2  |    0.138    0.216    0.974 |    12.5    -8.2  -102.6
   3.556 | 3  |         Comm Error         |            -           
   3.556 | 4  |         Comm Error         |            -           
   3.556 | 5  |    0.966   -0.041    0.282 |    -8.7   -72.7   -22.5
   3.594 | 0  |    0.880   -0.049   -0.524 |  -175.0   -58.9   -30.3
   3.594 | 1  |         Comm Error         |            -           
   3.594 | 2  |    0.139    0.215    0.974 |    12.5    -8.2  -102.6
   3.594 | 3  |         Comm Error         |            -           
   3.594 | 4  |         Comm Error         |            -           
   3.594 | 5  |    0.960   -0.048    0.279 |    -8.8   -72.7   -22.4
   3.634 | 0  |    0.885   -0.052   -0.533 |  -174.9   -58.9   -30.4
   3.634 | 1  |         Comm Error         |            -           
   3.634 | 2  |    0.132    0.222    0.976 |    12.5    -8.1  -102.6
   3.634 | 3  |         Comm Error         |            -           
   3.634 | 4  |         Comm Error         |            -           
   3.634 | 5  |    0.961   -0.048    0.287 |    -8.9   -72.7   -22.3
   3.672 | 0  |    0.883   -0.053   -0.539 |  -174.8   -58.7   -30.4
   3.672 | 1  |         Comm Error         |            -           
   3.672 | 2  |    0.132    0.220    0.978 |    12.5    -8.0  -102.6
   3.672 | 3  |         Comm Error         |            -           
   3.672 | 4  |         Comm Error         |            -           
   3.672 | 5  |    0.964   -0.043    0.288 |    -8.9   -72.6   -22.3
   3.710 | 0  |    0.887   -0.052   -0.538 |  -174.8   -58.6   -30.5
   3.710 | 1  |         Comm Error         |            -           
   3.710 | 2  |    0.127    0.219    0.979 |    12.5    -7.8  -102.6
   3.710 | 3  |         Comm Error         |            -           
   3.710 | 4  |         Comm Error         |            -           
   3.710 | 5  |    0.964   -0.048    0.278 |    -8.9   -72.7   -22.3
   3.750 | 0  |    0.884   -0.045   -0.534 |  -174.9   -58.6   -30.3
   3.750 | 1  |         Comm Error         |            -           
   3.750 | 2  |    0.137    0.214    0.973 |    12.5    -7.8  -102.5
   3.750 | 3  |         Comm Error         |            -           
   3.750 | 4  |         Comm Error         |            -           
   3.750 | 5  |    0.961   -0.047    0.280 |    -9.1   -72.7   -22.1
   3.787 | 0  |    0.871   -0.044   -0.528 |  -175.0   -58.5   -30.3
   3.787 | 1  |         Comm Error         |            -           
   3.787 | 2  |    0.142    0.216    0.970 |    12.5    -7.8  -102.4
   3.787 | 3  |         Comm Error         |            -           
   3.787 | 4  |         Comm Error         |            -           
   3.787 | 5  |    0.963   -0.045    0.280 |    -9.1   -72.8   -22.0

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
----------------------------------------------------------------------------------------
   3.826 | 0  |    0.868   -0.043   -0.529 |  -175.1   -58.4   -30.2
   3.826 | 1  |         Comm Error         |            -           
   3.826 | 2  |    0.144    0.215    0.965 |    12.5    -7.9  -102.3
   3.826 | 3  |         Comm Error         |            -           
   3.826 | 4  |         Comm Error         |            -           
   3.826 | 5  |    0.967   -0.043    0.278 |    -9.1   -72.8   -22.0
   3.864 | 0  |    0.864   -0.039   -0.531 |  -175.2   -58.3   -30.0
   3.864 | 1  |         Comm Error         |            -           
   3.864 | 2  |    0.139    0.213    0.965 |    12.5    -7.9  -102.2
   3.864 | 3  |         Comm Error         |            -           
   3.864 | 4  |         Comm Error         |            -           
   3.864 | 5  |    0.962   -0.042    0.282 |    -9.1   -72.8   -22.0
   3.902 | 0  |    0.869   -0.039   -0.534 |  -175.3   -58.3   -29.9
   3.902 | 1  |         Comm Error         |            -           
   3.902 | 2  |    0.144    0.214    0.967 |    12.5    -7.9  -102.2
   3.902 | 3  |         Comm Error         |            -           
   3.902 | 4  |         Comm Error         |            -           
   3.902 | 5  |    0.963   -0.044    0.283 |    -9.0   -72.8   -22.1
   3.940 | 0  |    0.877   -0.040   -0.540 |  -175.4   -58.2   -29.8
   3.940 | 1  |         Comm Error         |            -           
   3.940 | 2  |    0.145    0.221    0.968 |    12.5    -8.0  -102.1
   3.940 | 3  |         Comm Error         |            -           
   3.940 | 4  |         Comm Error         |            -           
   3.940 | 5  |    0.967   -0.046    0.286 |    -9.0   -72.8   -22.0
   3.978 | 0  |    0.878   -0.044   -0.543 |  -175.4   -58.2   -29.8
   3.978 | 1  |         Comm Error         |            -           
   3.978 | 2  |    0.143    0.216    0.969 |    12.5    -8.1  -102.1
   3.978 | 3  |         Comm Error         |            -           
   3.978 | 4  |         Comm Error         |            -           
   3.978 | 5  |    0.963   -0.044    0.281 |    -9.0   -72.8   -22.0
   4.016 | 0  |    0.882   -0.045   -0.539 |  -175.3   -58.2   -29.8
   4.016 | 1  |         Comm Error         |            -           
   4.016 | 2  |    0.149    0.218    0.971 |    12.5    -8.2  -102.0
   4.016 | 3  |         Comm Error         |            -           
   4.016 | 4  |         Comm Error         |            -           
   4.016 | 5  |    0.962   -0.047    0.279 |    -9.0   -72.8   -22.0
   4.055 | 0  |    0.885   -0.042   -0.537 |  -175.3   -58.3   -29.8
   4.055 | 1  |         Comm Error         |            -           
   4.055 | 2  |    0.149    0.220    0.974 |    12.5    -8.2  -102.0
   4.055 | 3  |         Comm Error         |            -           
   4.055 | 4  |         Comm Error         |            -           
   4.055 | 5  |    0.964   -0.043    0.286 |    -8.9   -72.7   -22.0
   4.092 | 0  |    0.879   -0.045   -0.533 |  -175.3   -58.3   -29.8
   4.092 | 1  |         Comm Error         |            -           
   4.092 | 2  |    0.145    0.213    0.967 |    12.5    -8.3  -101.9
   4.092 | 3  |         Comm Error         |            -           
   4.092 | 4  |         Comm Error         |            -           
   4.092 | 5  |    0.969   -0.037    0.281 |    -8.7   -72.8   -22.2
   4.130 | 0  |    0.870   -0.046   -0.530 |  -175.2   -58.3   -29.8
   4.130 | 1  |         Comm Error         |            -           
   4.130 | 2  |    0.153    0.216    0.972 |    12.5    -8.3  -101.9
   4.130 | 3  |         Comm Error         |            -           
   4.130 | 4  |         Comm Error         |            -           
   4.130 | 5  |    0.961   -0.039    0.284 |    -8.6   -72.7   -22.4
   4.168 | 0  |    0.866   -0.039   -0.526 |  -175.4   -58.3   -29.7
   4.168 | 1  |         Comm Error         |            -           
   4.168 | 2  |    0.146    0.217    0.971 |    12.5    -8.3  -101.8
   4.168 | 3  |         Comm Error         |            -           
   4.168 | 4  |         Comm Error         |            -           
   4.168 | 5  |    0.963   -0.046    0.279 |    -8.6   -72.8   -22.3
   4.206 | 0  |    0.863   -0.034   -0.529 |  -175.6   -58.3   -29.5
   4.206 | 1  |         Comm Error         |            -           
   4.206 | 2  |    0.155    0.215    0.969 |    12.5    -8.5  -101.7
   4.206 | 3  |         Comm Error         |            -           
   4.206 | 4  |         Comm Error         |            -           
   4.206 | 5  |    0.964   -0.047    0.280 |    -8.8   -72.7   -22.2
   4.245 | 0  |    0.870   -0.037   -0.534 |  -175.7   -58.2   -29.4
   4.245 | 1  |         Comm Error         |            -           
   4.245 | 2  |    0.165    0.220    0.974 |    12.5    -8.6  -101.7
   4.245 | 3  |         Comm Error         |            -           
   4.245 | 4  |         Comm Error         |            -           
   4.245 | 5  |    0.962   -0.047    0.285 |    -8.9   -72.7   -22.1
   4.283 | 0  |    0.873   -0.041   -0.538 |  -175.7   -58.2   -29.4
   4.283 | 1  |         Comm Error         |            -           
   4.283 | 2  |    0.147    0.218    0.979 |    12.5    -8.6  -101.7
   4.283 | 3  |         Comm Error         |            -           
   4.283 | 4  |         Comm Error         |            -           
   4.283 | 5  |    0.962   -0.044    0.286 |    -8.9   -72.7   -22.1
   4.321 | 0  |    0.888   -0.046   -0.540 |  -175.6   -58.2   -29.6
   4.321 | 1  |         Comm Error         |            -           
   4.321 | 2  |    0.152    0.216    0.977 |    12.5    -8.7  -101.8
   4.321 | 3  |         Comm Error         |            -           
   4.321 | 4  |         Comm Error         |            -           
   4.321 | 5  |    0.965   -0.042    0.283 |    -8.8   -72.7   -22.2
   4.359 | 0  |    0.883   -0.043   -0.539 |  -175.5   -58.3   -29.7
   4.359 | 1  |         Comm Error         |            -           
   4.359 | 2  |    0.153    0.217    0.969 |    12.5    -8.7  -101.8
   4.359 | 3  |         Comm Error         |            -           
   4.359 | 4  |         Comm Error         |            -           
   4.359 | 5  |    0.962   -0.045    0.282 |    -8.8   -72.7   -22.2
   4.397 | 0  |    0.873   -0.036   -0.532 |  -175.5   -58.3   -29.7
   4.397 | 1  |         Comm Error         |            -           
   4.397 | 2  |    0.145    0.219    0.980 |    12.5    -8.6  -101.8
   4.397 | 3  |         Comm Error         |            -           
   4.397 | 4  |         Comm Error         |            -           
   4.397 | 5  |    0.966   -0.043    0.279 |    -8.9   -72.7   -22.1
   4.436 | 0  |    0.880   -0.039   -0.530 |  -175.6   -58.3   -29.7
   4.436 | 1  |         Comm Error         |            -           
   4.436 | 2  |    0.150    0.220    0.980 |    12.6    -8.5  -101.8
   4.436 | 3  |         Comm Error         |            -           
   4.436 | 4  |         Comm Error         |            -           
   4.436 | 5  |    0.963   -0.045    0.282 |    -8.9   -72.7   -22.1
   4.476 | 0  |    0.867   -0.044   -0.528 |  -175.5   -58.3   -29.8
   4.476 | 1  |         Comm Error         |            -           
   4.476 | 2  |    0.141    0.218    0.971 |    12.6    -8.4  -101.9
   4.476 | 3  |         Comm Error         |            -           
   4.476 | 4  |         Comm Error         |            -           
   4.476 | 5  |    0.966   -0.049    0.280 |    -9.0   -72.7   -22.0
   4.514 | 0  |    0.868   -0.048   -0.529 |  -175.4   -58.3   -30.0
   4.514 | 1  |         Comm Error         |            -           
   4.514 | 2  |    0.146    0.212    0.964 |    12.6    -8.4  -101.9
   4.514 | 3  |         Comm Error         |            -           
   4.514 | 4  |         Comm Error         |            -           
   4.514 | 5  |    0.961   -0.042    0.281 |    -9.1   -72.7   -21.9
   4.553 | 0  |    0.873   -0.047   -0.532 |  -175.2   -58.3   -30.2
   4.553 | 1  |         Comm Error         |            -           
   4.553 | 2  |    0.146    0.218    0.958 |    12.6    -8.4  -101.9
   4.553 | 3  |         Comm Error         |            -           
   4.553 | 4  |         Comm Error         |            -           
   4.553 | 5  |    0.962   -0.047    0.285 |    -9.1   -72.8   -21.9
   4.592 | 0  |    0.873   -0.046   -0.532 |  -175.2   -58.3   -30.3
   4.592 | 1  |         Comm Error         |            -           
   4.592 | 2  |    0.143    0.213    0.960 |    12.6    -8.3  -101.9
   4.592 | 3  |         Comm Error         |            -           
   4.592 | 4  |         Comm Error         |            -           
   4.592 | 5  |    0.964   -0.047    0.277 |    -9.2   -72.8   -21.8
   4.630 | 0  |    0.870   -0.045   -0.529 |  -175.1   -58.3   -30.4
   4.630 | 1  |         Comm Error         |            -           
   4.630 | 2  |    0.145    0.218    0.960 |    12.6    -8.4  -101.9
   4.630 | 3  |         Comm Error         |            -           
   4.630 | 4  |         Comm Error         |            -           
   4.630 | 5  |    0.960   -0.049    0.274 |    -9.3   -72.8   -21.7
   4.669 | 0  |    0.873   -0.043   -0.531 |  -175.0   -58.3   -30.5
   4.669 | 1  |         Comm Error         |            -           
   4.669 | 2  |    0.139    0.220    0.968 |    12.6    -8.3  -102.0
   4.669 | 3  |         Comm Error         |            -           
   4.669 | 4  |         Comm Error         |            -           
   4.669 | 5  |    0.962   -0.047    0.282 |    -9.3   -72.8   -21.7
   4.707 | 0  |    0.875   -0.045   -0.534 |  -175.0   -58.3   -30.6
   4.707 | 1  |         Comm Error         |            -           
   4.707 | 2  |    0.140    0.217    0.971 |    12.6    -8.2  -102.0
   4.707 | 3  |         Comm Error         |            -           
   4.707 | 4  |         Comm Error         |            -           
   4.707 | 5  |    0.969   -0.044    0.277 |    -9.3   -72.8   -21.8
   4.745 | 0  |    0.874   -0.056   -0.536 |  -174.8   -58.2   -30.8
   4.745 | 1  |         Comm Error         |            -           
   4.745 | 2  |    0.135    0.217    0.974 |    12.6    -8.1  -102.1
   4.745 | 3  |         Comm Error         |            -           
   4.745 | 4  |         Comm Error         |            -           
   4.745 | 5  |    0.965   -0.046    0.279 |    -9.2   -72.8   -21.8
   4.783 | 0  |    0.869   -0.061   -0.537 |  -174.6   -58.1   -31.1
   4.783 | 1  |         Comm Error         |            -           
   4.783 | 2  |    0.133    0.217    0.974 |    12.5    -8.0  -102.1
   4.783 | 3  |         Comm Error         |            -           
   4.783 | 4  |         Comm Error         |            -           
   4.783 | 5  |    0.966   -0.050    0.277 |    -9.3   -72.8   -21.7
   4.821 | 0  |    0.871   -0.059   -0.538 |  -174.4   -58.1   -31.3
   4.821 | 1  |         Comm Error         |            -           
   4.821 | 2  |    0.136    0.216    0.972 |    12.5    -8.0  -102.0
   4.821 | 3  |         Comm Error         |            -           
   4.821 | 4  |         Comm Error         |            -           
   4.821 | 5  |    0.967   -0.048    0.283 |    -9.4   -72.8   -21.7
   4.860 | 0  |    0.875   -0.052   -0.541 |  -174.4   -58.1   -31.3
   4.860 | 1  |         Comm Error         |            -           
   4.860 | 2  |    0.135    0.215    0.973 |    12.5    -8.0  -102.0
   4.860 | 3  |         Comm Error         |            -           
   4.860 | 4  |         Comm Error         |            -           
   4.860 | 5  |    0.964   -0.052    0.279 |    -9.5   -72.8   -21.5
   4.898 | 0  |    0.871   -0.051   -0.540 |  -174.4   -58.1   -31.3
   4.898 | 1  |         Comm Error         |            -           
   4.898 | 2  |    0.126    0.221    0.976 |    12.5    -7.9  -102.1
   4.898 | 3  |         Comm Error         |            -           
   4.898 | 4  |         Comm Error         |            -           
   4.898 | 5  |    0.967   -0.049    0.281 |    -9.6   -72.8   -21.4
   4.936 | 0  |    0.875   -0.047   -0.539 |  -174.4   -58.1   -31.2
   4.936 | 1  |         Comm Error         |            -           
   4.936 | 2  |    0.131    0.219    0.974 |    12.5    -7.8  -102.0
   4.936 | 3  |         Comm Error         |            -           
   4.936 | 4  |         Comm Error         |            -           
   4.936 | 5  |    0.967   -0.047    0.280 |    -9.6   -72.8   -21.5
   4.974 | 0  |    0.874   -0.048   -0.536 |  -174.5   -58.2   -31.1
   4.974 | 1  |         Comm Error         |            -           
   4.974 | 2  |    0.143    0.223    0.975 |    12.6    -7.8  -101.9
   4.974 | 3  |         Comm Error         |            -           
   4.974 | 4  |         Comm Error         |            -           
   4.974 | 5  |    0.959   -0.053    0.275 |    -9.8   -72.8   -21.3
   5.012 | 0  |    0.870   -0.047   -0.532 |  -174.6   -58.2   -31.1
   5.012 | 1  |         Comm Error         |            -           
   5.012 | 2  |    0.145    0.218    0.968 |    12.6    -7.9  -101.9
   5.012 | 3  |         Comm Error         |            -           
   5.012 | 4  |         Comm Error         |            -           
   5.012 | 5  |    0.964   -0.051    0.280 |    -9.8   -72.8   -21.3
   5.050 | 0  |    0.869   -0.050   -0.530 |  -174.6   -58.3   -31.1
   5.050 | 1  |         Comm Error         |            -           
   5.050 | 2  |    0.150    0.214    0.964 |    12.5    -8.0  -101.8
   5.050 | 3  |         Comm Error         |            -           
   5.050 | 4  |         Comm Error         |            -           
   5.050 | 5  |    0.968   -0.050    0.279 |    -9.9   -72.8   -21.2
   5.088 | 0  |    0.871   -0.053   -0.531 |  -174.5   -58.3   -31.3
   5.088 | 1  |         Comm Error         |            -           
   5.088 | 2  |    0.152    0.215    0.958 |    12.5    -8.1  -101.8
   5.088 | 3  |         Comm Error         |            -           
   5.088 | 4  |         Comm Error         |            -           
   5.088 | 5  |    0.961   -0.048    0.281 |    -9.8   -72.8   -21.2
   5.126 | 0  |    0.873   -0.053   -0.531 |  -174.4   -58.4   -31.4
   5.126 | 1  |         Comm Error         |            -           
   5.126 | 2  |    0.154    0.219    0.963 |    12.5    -8.2  -101.8
   5.126 | 3  |         Comm Error         |            -           
   5.126 | 4  |         Comm Error         |            -           
   5.126 | 5  |    0.961   -0.048    0.282 |    -9.7   -72.8   -21.3
   5.164 | 0  |    0.880   -0.052   -0.533 |  -174.3   -58.5   -31.4
   5.164 | 1  |         Comm Error         |            -           
   5.164 | 2  |    0.148    0.215    0.966 |    12.5    -8.3  -101.8
   5.164 | 3  |         Comm Error         |            -           
   5.164 | 4  |         Comm Error         |            -           
   5.164 | 5  |    0.964   -0.054    0.285 |    -9.7   -72.8   -21.3
   5.202 | 0  |    0.881   -0.049   -0.531 |  -174.4   -58.5   -31.4
   5.202 | 1  |         Comm Error         |            -           
   5.202 | 2  |    0.148    0.218    0.975 |    12.4    -8.3  -101.8
   5.202 | 3  |         Comm Error         |            -           
   5.202 | 4  |         Comm Error         |            -           
   5.202 | 5  |    0.966   -0.051    0.277 |    -9.8   -72.8   -21.2
   5.240 | 0  |    0.880   -0.049   -0.526 |  -174.4   -58.7   -31.4
   5.240 | 1  |         Comm Error         |            -           
   5.240 | 2  |    0.145    0.221    0.987 |    12.4    -8.3  -101.8
   5.240 | 3  |         Comm Error         |            -           
   5.240 | 4  |         Comm Error         |            -           
   5.240 | 5  |    0.963   -0.048    0.276 |    -9.8   -72.8   -21.2
   5.279 | 0  |    0.875   -0.048   -0.524 |  -174.4   -58.7   -31.4
   5.279 | 1  |         Comm Error         |            -           
   5.279 | 2  |    0.146    0.222    0.983 |    12.5    -8.3  -101.8
   5.279 | 3  |         Comm Error         |            -           
   5.279 | 4  |         Comm Error         |            -           
   5.279 | 5  |    0.968   -0.047    0.282 |    -9.7   -72.8   -21.2
   5.318 | 0  |    0.875   -0.051   -0.523 |  -174.2   -58.8   -31.6
   5.318 | 1  |         Comm Error         |            -           
   5.318 | 2  |    0.139    0.213    0.975 |    12.5    -8.2  -101.9
   5.318 | 3  |         Comm Error         |            -           
   5.318 | 4  |         Comm Error         |            -           
   5.318 | 5  |    0.969   -0.047    0.276 |    -9.6   -72.9   -21.3
   5.355 | 0  |    0.876   -0.063   -0.523 |  -174.0   -58.8   -31.9
   5.355 | 1  |         Comm Error         |            -           
   5.355 | 2  |    0.139    0.213    0.963 |    12.5    -8.2  -101.9
   5.355 | 3  |         Comm Error         |            -           
