
nvidia@nvidia-desktop:~/Desktop$ python3 6imu.py
IMU 0 initialized on TCA Channel 0
IMU 1 initialized on TCA Channel 1
IMU 2 initialized on TCA Channel 2
IMU 3 initialized on TCA Channel 3
IMU 4 initialized on TCA Channel 4
IMU 5 initialized on TCA Channel 5

Starting data stream (50Hz)... Press Ctrl+C to stop.

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
   5.355 | 4  |         Comm Error         |            -           
   5.355 | 5  |    0.960   -0.048    0.276 |    -9.6   -72.9   -21.3
   5.395 | 0  |    0.877   -0.067   -0.521 |  -173.7   -58.9   -32.2
   5.395 | 1  |         Comm Error         |            -           
   5.395 | 2  |    0.140    0.211    0.957 |    12.5    -8.2  -101.9
   5.395 | 3  |         Comm Error         |            -           
   5.395 | 4  |         Comm Error         |            -           
   5.395 | 5  |    0.958   -0.046    0.277 |    -9.6   -72.9   -21.3
   5.432 | 0  |    0.881   -0.066   -0.519 |  -173.5   -59.0   -32.4
   5.432 | 1  |         Comm Error         |            -           
   5.432 | 2  |    0.139    0.212    0.957 |    12.4    -8.2  -101.9
   5.432 | 3  |         Comm Error         |            -           
   5.432 | 4  |         Comm Error         |            -           
   5.432 | 5  |    0.965   -0.047    0.278 |    -9.5   -72.9   -21.4
   5.471 | 0  |    0.880   -0.059   -0.521 |  -173.5   -59.0   -32.4
   5.471 | 1  |         Comm Error         |            -           
   5.471 | 2  |    0.133    0.212    0.961 |    12.4    -8.2  -101.9
   5.471 | 3  |         Comm Error         |            -           
   5.471 | 4  |         Comm Error         |            -           
   5.471 | 5  |    0.961   -0.049    0.278 |    -9.5   -72.9   -21.3
   5.509 | 0  |    0.884   -0.054   -0.522 |  -173.6   -59.1   -32.2
   5.509 | 1  |         Comm Error         |            -           
   5.509 | 2  |    0.135    0.212    0.973 |    12.3    -8.2  -101.8
   5.509 | 3  |         Comm Error         |            -           
   5.509 | 4  |         Comm Error         |            -           
   5.509 | 5  |    0.960   -0.046    0.283 |    -9.4   -72.8   -21.3
   5.546 | 0  |    0.886   -0.054   -0.522 |  -173.7   -59.1   -32.1
   5.546 | 1  |         Comm Error         |            -           
   5.546 | 2  |    0.138    0.210    0.976 |    12.2    -8.1  -101.8
   5.546 | 3  |         Comm Error         |            -           
   5.546 | 4  |         Comm Error         |            -           
   5.546 | 5  |    0.967   -0.047    0.273 |    -9.3   -72.8   -21.3
   5.585 | 0  |    0.882   -0.055   -0.522 |  -173.8   -59.2   -32.0
   5.585 | 1  |         Comm Error         |            -           
   5.585 | 2  |    0.138    0.212    0.980 |    12.2    -8.1  -101.7
   5.585 | 3  |         Comm Error         |            -           
   5.585 | 4  |         Comm Error         |            -           
   5.585 | 5  |    0.964   -0.046    0.277 |    -9.3   -72.9   -21.3
   5.622 | 0  |    0.877   -0.050   -0.518 |  -174.0   -59.2   -31.9
   5.622 | 1  |         Comm Error         |            -           
   5.622 | 2  |    0.143    0.212    0.984 |    12.1    -8.1  -101.7
   5.622 | 3  |         Comm Error         |            -           
   5.622 | 4  |         Comm Error         |            -           
   5.622 | 5  |    0.966   -0.043    0.277 |    -9.2   -72.9   -21.4
   5.661 | 0  |    0.883   -0.047   -0.517 |  -174.1   -59.2   -31.7
   5.661 | 1  |         Comm Error         |            -           
   5.661 | 2  |    0.146    0.213    0.981 |    12.1    -8.1  -101.6
   5.661 | 3  |         Comm Error         |            -           
   5.661 | 4  |         Comm Error         |            -           
   5.661 | 5  |    0.964   -0.048    0.276 |    -9.2   -72.9   -21.4
   5.700 | 0  |    0.882   -0.045   -0.520 |  -174.2   -59.3   -31.6
   5.700 | 1  |         Comm Error         |            -           
   5.700 | 2  |    0.156    0.212    0.979 |    12.1    -8.2  -101.5
   5.700 | 3  |         Comm Error         |            -           
   5.700 | 4  |         Comm Error         |            -           
   5.700 | 5  |    0.964   -0.045    0.280 |    -9.1   -72.9   -21.4
   5.738 | 0  |    0.878   -0.052   -0.520 |  -174.3   -59.2   -31.6
   5.738 | 1  |         Comm Error         |            -           
   5.738 | 2  |    0.153    0.209    0.973 |    12.1    -8.3  -101.5
   5.738 | 3  |         Comm Error         |            -           
   5.738 | 4  |         Comm Error         |            -           
   5.738 | 5  |    0.964   -0.041    0.280 |    -8.9   -72.9   -21.5
   5.777 | 0  |    0.884   -0.055   -0.515 |  -174.2   -59.3   -31.6
   5.777 | 1  |         Comm Error         |            -           
   5.777 | 2  |    0.154    0.209    0.973 |    12.1    -8.4  -101.5
   5.777 | 3  |         Comm Error         |            -           
   5.777 | 4  |         Comm Error         |            -           
   5.777 | 5  |    0.964   -0.044    0.281 |    -8.9   -72.9   -21.5
   5.815 | 0  |    0.890   -0.056   -0.514 |  -174.1   -59.4   -31.7
   5.815 | 1  |         Comm Error         |            -           
   5.815 | 2  |    0.159    0.215    0.969 |    12.1    -8.5  -101.5
   5.815 | 3  |         Comm Error         |            -           
   5.815 | 4  |         Comm Error         |            -           
   5.815 | 5  |    0.961   -0.044    0.273 |    -8.9   -72.9   -21.5
   5.852 | 0  |    0.888   -0.051   -0.510 |  -174.1   -59.5   -31.7
   5.852 | 1  |         Comm Error         |            -           
   5.852 | 2  |    0.147    0.212    0.970 |    12.1    -8.5  -101.5
   5.852 | 3  |         Comm Error         |            -           
   5.852 | 4  |         Comm Error         |            -           
   5.852 | 5  |    0.963   -0.045    0.276 |    -8.8   -72.9   -21.5
   5.890 | 0  |    0.885   -0.050   -0.508 |  -174.1   -59.5   -31.7
   5.890 | 1  |         Comm Error         |            -           
   5.890 | 2  |    0.149    0.209    0.969 |    12.1    -8.5  -101.5
   5.890 | 3  |         Comm Error         |            -           
   5.890 | 4  |         Comm Error         |            -           
   5.890 | 5  |    0.962   -0.043    0.282 |    -8.8   -72.9   -21.5
   5.928 | 0  |    0.886   -0.055   -0.509 |  -174.1   -59.5   -31.8
   5.928 | 1  |         Comm Error         |            -           
   5.928 | 2  |    0.145    0.212    0.965 |    12.1    -8.5  -101.5
   5.928 | 3  |         Comm Error         |            -           
   5.928 | 4  |         Comm Error         |            -           
   5.928 | 5  |    0.962   -0.041    0.280 |    -8.7   -72.9   -21.6
   5.966 | 0  |    0.885   -0.057   -0.511 |  -174.0   -59.5   -31.8
   5.966 | 1  |         Comm Error         |            -           
   5.966 | 2  |    0.146    0.209    0.973 |    12.1    -8.5  -101.5
   5.966 | 3  |         Comm Error         |            -           
   5.966 | 4  |         Comm Error         |            -           
   5.966 | 5  |    0.963   -0.044    0.277 |    -8.6   -72.9   -21.7
   6.005 | 0  |    0.884   -0.056   -0.513 |  -174.0   -59.4   -31.9
   6.005 | 1  |         Comm Error         |            -           
   6.005 | 2  |    0.143    0.212    0.970 |    12.1    -8.4  -101.4
   6.005 | 3  |         Comm Error         |            -           
   6.005 | 4  |         Comm Error         |            -           
   6.005 | 5  |    0.966   -0.046    0.282 |    -8.7   -72.9   -21.6
   6.043 | 0  |    0.877   -0.057   -0.514 |  -174.0   -59.3   -31.9
   6.043 | 1  |         Comm Error         |            -           
   6.043 | 2  |    0.149    0.207    0.967 |    12.1    -8.4  -101.4
   6.043 | 3  |         Comm Error         |            -           
   6.043 | 4  |         Comm Error         |            -           
   6.043 | 5  |    0.963   -0.044    0.282 |    -8.7   -72.8   -21.6
   6.082 | 0  |    0.876   -0.055   -0.517 |  -174.0   -59.2   -31.9
   6.082 | 1  |         Comm Error         |            -           
   6.082 | 2  |    0.146    0.211    0.967 |    12.1    -8.4  -101.4
   6.082 | 3  |         Comm Error         |            -           
   6.082 | 4  |         Comm Error         |            -           
   6.082 | 5  |    0.963   -0.042    0.287 |    -8.7   -72.8   -21.7
   6.120 | 0  |    0.888   -0.053   -0.524 |  -174.0   -59.2   -31.9
   6.120 | 1  |         Comm Error         |            -           
   6.120 | 2  |    0.149    0.208    0.967 |    12.1    -8.4  -101.4
   6.120 | 3  |         Comm Error         |            -           
   6.120 | 4  |         Comm Error         |            -           
   6.120 | 5  |    0.962   -0.041    0.284 |    -8.6   -72.7   -21.7
   6.158 | 0  |    0.885   -0.055   -0.526 |  -174.1   -59.1   -31.9
   6.158 | 1  |         Comm Error         |            -           
   6.158 | 2  |    0.150    0.207    0.968 |    12.1    -8.5  -101.4
   6.158 | 3  |         Comm Error         |            -           
   6.158 | 4  |         Comm Error         |            -           
   6.158 | 5  |    0.964   -0.044    0.282 |    -8.6   -72.7   -21.7
   6.196 | 0  |    0.882   -0.054   -0.524 |  -174.1   -59.0   -31.9
   6.196 | 1  |         Comm Error         |            -           
   6.196 | 2  |    0.153    0.211    0.975 |    12.0    -8.5  -101.4
   6.196 | 3  |         Comm Error         |            -           
   6.196 | 4  |         Comm Error         |            -           
   6.196 | 5  |    0.964   -0.041    0.283 |    -8.6   -72.7   -21.7
   6.234 | 0  |    0.882   -0.051   -0.523 |  -174.2   -59.0   -31.9
   6.234 | 1  |         Comm Error         |            -           
   6.234 | 2  |    0.147    0.212    0.980 |    12.0    -8.5  -101.3
   6.234 | 3  |         Comm Error         |            -           
   6.234 | 4  |         Comm Error         |            -           
   6.234 | 5  |    0.963   -0.043    0.282 |    -8.6   -72.7   -21.8
   6.272 | 0  |    0.880   -0.048   -0.522 |  -174.3   -59.0   -31.8
   6.272 | 1  |         Comm Error         |            -           
   6.272 | 2  |    0.153    0.209    0.981 |    12.0    -8.5  -101.3
   6.272 | 3  |         Comm Error         |            -           
   6.272 | 4  |         Comm Error         |            -           
   6.272 | 5  |    0.965   -0.044    0.278 |    -8.7   -72.8   -21.8
   6.311 | 0  |    0.880   -0.051   -0.520 |  -174.3   -59.0   -31.8
   6.311 | 1  |         Comm Error         |            -           
   6.311 | 2  |    0.145    0.206    0.978 |    12.0    -8.4  -101.3
   6.311 | 3  |         Comm Error         |            -           
   6.311 | 4  |         Comm Error         |            -           
   6.311 | 5  |    0.964   -0.042    0.284 |    -8.6   -72.8   -21.8
   6.349 | 0  |    0.876   -0.053   -0.521 |  -174.4   -59.0   -31.9
   6.349 | 1  |         Comm Error         |            -           
   6.349 | 2  |    0.154    0.203    0.966 |    12.0    -8.5  -101.3
   6.349 | 3  |         Comm Error         |            -           
   6.349 | 4  |         Comm Error         |            -           
   6.349 | 5  |    0.963   -0.044    0.283 |    -8.6   -72.8   -21.8
   6.386 | 0  |    0.877   -0.052   -0.521 |  -174.4   -59.0   -31.9
   6.386 | 1  |         Comm Error         |            -           
   6.386 | 2  |    0.147    0.204    0.962 |    12.0    -8.5  -101.3
   6.386 | 3  |         Comm Error         |            -           
   6.386 | 4  |         Comm Error         |            -           
   6.386 | 5  |    0.962   -0.045    0.273 |    -8.8   -72.8   -21.8
   6.424 | 0  |    0.878   -0.049   -0.517 |  -174.4   -59.0   -31.9
   6.424 | 1  |         Comm Error         |            -           
   6.424 | 2  |    0.150    0.204    0.967 |    12.0    -8.5  -101.3
   6.424 | 3  |         Comm Error         |            -           
   6.424 | 4  |         Comm Error         |            -           
   6.424 | 5  |    0.963   -0.043    0.273 |    -8.8   -72.9   -21.7
   6.462 | 0  |    0.879   -0.049   -0.522 |  -174.5   -59.0   -31.9
   6.462 | 1  |         Comm Error         |            -           
   6.462 | 2  |    0.144    0.208    0.966 |    11.9    -8.5  -101.4
   6.462 | 3  |         Comm Error         |            -           
   6.462 | 4  |         Comm Error         |            -           
   6.462 | 5  |    0.963   -0.040    0.286 |    -8.7   -72.8   -21.8
   6.501 | 0  |    0.876   -0.049   -0.525 |  -174.6   -58.9   -31.9
   6.501 | 1  |         Comm Error         |            -           
   6.501 | 2  |    0.140    0.201    0.968 |    11.8    -8.4  -101.4
   6.501 | 3  |         Comm Error         |            -           
   6.501 | 4  |         Comm Error         |            -           
   6.501 | 5  |    0.965   -0.040    0.278 |    -8.5   -72.8   -22.0
   6.539 | 0  |    0.879   -0.055   -0.527 |  -174.5   -58.8   -32.0
   6.539 | 1  |         Comm Error         |            -           
   6.539 | 2  |    0.145    0.205    0.977 |    11.8    -8.4  -101.4
   6.539 | 3  |         Comm Error         |            -           
   6.539 | 4  |         Comm Error         |            -           
   6.539 | 5  |    0.963   -0.042    0.278 |    -8.5   -72.8   -22.1
   6.578 | 0  |    0.881   -0.051   -0.526 |  -174.4   -58.8   -32.0
   6.578 | 1  |         Comm Error         |            -           
   6.578 | 2  |    0.141    0.208    0.988 |    11.7    -8.4  -101.4
   6.578 | 3  |         Comm Error         |            -           
   6.578 | 4  |         Comm Error         |            -           
   6.578 | 5  |    0.969   -0.042    0.280 |    -8.5   -72.8   -22.1
   6.617 | 0  |    0.877   -0.047   -0.524 |  -174.5   -58.8   -32.0
   6.617 | 1  |         Comm Error         |            -           
   6.617 | 2  |    0.144    0.208    0.986 |    11.7    -8.3  -101.4
   6.617 | 3  |         Comm Error         |            -           
   6.617 | 4  |         Comm Error         |            -           
   6.617 | 5  |    0.968   -0.041    0.281 |    -8.4   -72.8   -22.1
   6.655 | 0  |    0.878   -0.048   -0.522 |  -174.5   -58.9   -32.0
   6.655 | 1  |         Comm Error         |            -           
   6.655 | 2  |    0.151    0.206    0.986 |    11.7    -8.4  -101.4
   6.655 | 3  |         Comm Error         |            -           
   6.655 | 4  |         Comm Error         |            -           
   6.655 | 5  |    0.962   -0.043    0.276 |    -8.5   -72.9   -22.0
   6.693 | 0  |    0.884   -0.050   -0.523 |  -174.5   -58.9   -32.1
   6.693 | 1  |         Comm Error         |            -           
   6.693 | 2  |    0.139    0.202    0.980 |    11.7    -8.3  -101.4
   6.693 | 3  |         Comm Error         |            -           
   6.693 | 4  |         Comm Error         |            -           
   6.693 | 5  |    0.964   -0.041    0.282 |    -8.5   -72.8   -22.1
   6.730 | 0  |    0.877   -0.056   -0.525 |  -174.4   -58.8   -32.1
   6.730 | 1  |         Comm Error         |            -           
   6.730 | 2  |    0.153    0.203    0.964 |    11.8    -8.4  -101.4
   6.730 | 3  |         Comm Error         |            -           
   6.730 | 4  |         Comm Error         |            -           
   6.730 | 5  |    0.965   -0.042    0.279 |    -8.4   -72.8   -22.1
