
Stream stopped by user.
nvidia@nvidia-desktop:~/Desktop$ python3 6imu.py
IMU 0 initialized on TCA Channel 0
IMU 1 initialized on TCA Channel 1
IMU 2 initialized on TCA Channel 2
IMU 3 initialized on TCA Channel 3
IMU 4 initialized on TCA Channel 4
IMU 5 initialized on TCA Channel 5

Starting data stream (50Hz)... Press Ctrl+C to stop.

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
   2.456 | 3  |         Comm Error         |            -           
   2.456 | 4  |         Comm Error         |            -           
   2.456 | 5  |    0.978   -0.057    0.226 |   -13.3   -75.2    49.0
   2.494 | 0  |    0.782    0.049   -0.661 |   175.9   -49.6  -150.6
   2.494 | 1  |         Comm Error         |            -           
   2.494 | 2  |    0.230   -1.039    0.029 |   -80.9    -9.8   -51.5
   2.494 | 3  |         Comm Error         |            -           
   2.494 | 4  |         Comm Error         |            -           
   2.494 | 5  |    0.975   -0.065    0.236 |   -14.1   -75.2    50.0
   2.532 | 0  |    0.775    0.025   -0.658 |   176.5   -49.5  -151.2
   2.532 | 1  |         Comm Error         |            -           
   2.532 | 2  |    0.247   -1.030    0.024 |   -80.2   -10.9   -51.2
   2.532 | 3  |         Comm Error         |            -           
   2.532 | 4  |         Comm Error         |            -           
   2.532 | 5  |    0.971   -0.065    0.232 |   -15.0   -75.1    51.2
   2.570 | 0  |    0.784    0.003   -0.669 |   177.5   -49.3  -151.7
   2.570 | 1  |         Comm Error         |            -           
   2.570 | 2  |    0.282   -0.955    0.079 |   -79.1   -12.4   -51.2
   2.570 | 3  |         Comm Error         |            -           
   2.570 | 4  |         Comm Error         |            -           
   2.570 | 5  |    0.973   -0.061    0.232 |   -15.7   -75.1    52.0
   2.609 | 0  |    0.786   -0.005   -0.682 |   178.5   -49.0  -152.4
   2.609 | 1  |         Comm Error         |            -           
   2.609 | 2  |    0.271   -0.969    0.108 |   -78.0   -13.3   -51.6
   2.609 | 3  |         Comm Error         |            -           
   2.609 | 4  |         Comm Error         |            -           
   2.609 | 5  |    0.975   -0.064    0.234 |   -16.1   -75.0    52.5
   2.648 | 0  |    0.782   -0.019   -0.678 |   179.5   -48.9  -153.1
   2.648 | 1  |         Comm Error         |            -           
   2.648 | 2  |    0.237   -0.943    0.198 |   -76.1   -14.2   -52.8
   2.648 | 3  |         Comm Error         |            -           
   2.648 | 4  |         Comm Error         |            -           
   2.648 | 5  |    0.978   -0.083    0.221 |   -17.1   -75.1    53.7
   2.685 | 0  |    0.761   -0.025   -0.677 |  -179.6   -48.8  -153.8
   2.685 | 1  |         Comm Error         |            -           
   2.685 | 2  |    0.269   -0.978    0.254 |   -73.9   -15.0   -54.1
   2.685 | 3  |         Comm Error         |            -           
   2.685 | 4  |         Comm Error         |            -           
   2.685 | 5  |    0.974   -0.086    0.223 |   -18.4   -75.2    54.9
   2.725 | 0  |    0.765   -0.033   -0.671 |  -178.7   -48.7  -154.3
   2.725 | 1  |         Comm Error         |            -           
   2.725 | 2  |    0.260   -0.967    0.306 |   -71.8   -15.1   -55.3
   2.725 | 3  |         Comm Error         |            -           
   2.725 | 4  |         Comm Error         |            -           
   2.725 | 5  |    0.978   -0.079    0.234 |   -19.1   -75.2    55.4
   2.763 | 0  |    0.763   -0.030   -0.672 |  -178.2   -48.5  -154.6
   2.763 | 1  |         Comm Error         |            -           
   2.763 | 2  |    0.210   -0.962    0.351 |   -69.4   -14.8   -56.7
   2.763 | 3  |         Comm Error         |            -           
   2.763 | 4  |         Comm Error         |            -           
   2.763 | 5  |    0.971   -0.092    0.224 |   -20.1   -75.2    56.3
   2.802 | 0  |    0.785   -0.027   -0.669 |  -177.9   -48.5  -154.7
   2.802 | 1  |         Comm Error         |            -           
   2.802 | 2  |    0.196   -0.939    0.371 |   -67.2   -14.1   -57.7
   2.802 | 3  |         Comm Error         |            -           
   2.802 | 4  |         Comm Error         |            -           
   2.802 | 5  |    0.970   -0.096    0.222 |   -21.2   -75.2    57.5
   2.842 | 0  |    0.741   -0.021   -0.664 |  -177.8   -48.4  -154.7
   2.842 | 1  |         Comm Error         |            -           
   2.842 | 2  |    0.189   -0.921    0.388 |   -65.2   -13.2   -58.6
   2.842 | 3  |         Comm Error         |            -           
   2.842 | 4  |         Comm Error         |            -           
   2.842 | 5  |    0.983   -0.081    0.233 |   -21.3   -75.0    57.7
   2.880 | 0  |    0.748   -0.018   -0.676 |  -177.6   -48.2  -154.8
   2.880 | 1  |         Comm Error         |            -           
   2.880 | 2  |    0.175   -0.897    0.379 |   -63.6   -12.3   -59.4
   2.880 | 3  |         Comm Error         |            -           
   2.880 | 4  |         Comm Error         |            -           
   2.880 | 5  |    0.975   -0.090    0.231 |   -21.6   -75.0    58.0
   2.920 | 0  |    0.756   -0.022   -0.695 |  -177.4   -47.8  -154.9
   2.920 | 1  |         Comm Error         |            -           
   2.920 | 2  |    0.172   -0.902    0.403 |   -62.2   -11.5   -60.1
   2.920 | 3  |         Comm Error         |            -           
   2.920 | 4  |         Comm Error         |            -           
   2.920 | 5  |    0.969   -0.101    0.224 |   -22.2   -74.9    58.7
   2.957 | 0  |    0.771   -0.035   -0.707 |  -177.1   -47.4  -155.1
   2.957 | 1  |         Comm Error         |            -           
   2.957 | 2  |    0.169   -0.865    0.467 |   -59.9   -10.5   -61.0
   2.957 | 3  |         Comm Error         |            -           
   2.957 | 4  |         Comm Error         |            -           
   2.957 | 5  |    0.976   -0.101    0.222 |   -22.9   -74.8    59.3
   2.996 | 0  |    0.766   -0.042   -0.714 |  -176.8   -47.1  -155.4
   2.996 | 1  |         Comm Error         |            -           
   2.996 | 2  |    0.151   -0.849    0.479 |   -58.0    -9.9   -61.5
   2.996 | 3  |         Comm Error         |            -           
   2.996 | 4  |         Comm Error         |            -           
   2.996 | 5  |    0.975   -0.100    0.237 |   -23.1   -74.7    59.6
   3.033 | 0  |    0.741   -0.052   -0.695 |  -176.3   -47.1  -155.8
   3.033 | 1  |         Comm Error         |            -           
   3.033 | 2  |    0.185   -0.812    0.519 |   -55.6    -9.5   -62.0
   3.033 | 3  |         Comm Error         |            -           
   3.033 | 4  |         Comm Error         |            -           
   3.033 | 5  |    0.973   -0.104    0.228 |   -23.5   -74.6    60.0
   3.071 | 0  |    0.749   -0.062   -0.690 |  -175.9   -47.0  -156.3
   3.071 | 1  |         Comm Error         |            -           
   3.071 | 2  |    0.181   -0.786    0.556 |   -52.7    -8.8   -63.0
   3.071 | 3  |         Comm Error         |            -           
   3.071 | 4  |         Comm Error         |            -           
   3.071 | 5  |    0.976   -0.108    0.234 |   -23.8   -74.5    60.5
   3.110 | 0  |    0.763   -0.063   -0.700 |  -175.4   -47.0  -156.5
   3.110 | 1  |         Comm Error         |            -           
   3.110 | 2  |    0.132   -0.753    0.619 |   -50.4    -7.8   -63.7
   3.110 | 3  |         Comm Error         |            -           
   3.110 | 4  |         Comm Error         |            -           
   3.110 | 5  |    0.969   -0.104    0.229 |   -24.0   -74.5    60.7
   3.148 | 0  |    0.752   -0.066   -0.701 |  -175.1   -46.8  -156.7
   3.148 | 1  |         Comm Error         |            -           
   3.148 | 2  |    0.131   -0.716    0.651 |   -47.9    -7.4   -63.7
   3.148 | 3  |         Comm Error         |            -           
   3.148 | 4  |         Comm Error         |            -           
   3.148 | 5  |    0.971   -0.105    0.234 |   -24.2   -74.4    61.1
   3.186 | 0  |    0.751   -0.061   -0.691 |  -174.8   -46.9  -156.9
   3.186 | 1  |         Comm Error         |            -           
   3.186 | 2  |    0.147   -0.716    0.653 |   -46.5    -7.4   -63.5
   3.186 | 3  |         Comm Error         |            -           
   3.186 | 4  |         Comm Error         |            -           
   3.186 | 5  |    0.972   -0.106    0.231 |   -24.4   -74.4    61.3
   3.225 | 0  |    0.745   -0.061   -0.682 |  -174.6   -47.1  -157.0
   3.225 | 1  |         Comm Error         |            -           
   3.225 | 2  |    0.145   -0.692    0.691 |   -45.3    -7.4   -63.4
   3.225 | 3  |         Comm Error         |            -           
   3.225 | 4  |         Comm Error         |            -           
   3.225 | 5  |    0.974   -0.105    0.233 |   -24.6   -74.3    61.6
   3.263 | 0  |    0.748   -0.066   -0.687 |  -174.5   -47.0  -157.1
   3.263 | 1  |         Comm Error         |            -           
   3.263 | 2  |    0.125   -0.672    0.724 |   -43.6    -7.4   -63.1
   3.263 | 3  |         Comm Error         |            -           
   3.263 | 4  |         Comm Error         |            -           
   3.263 | 5  |    0.967   -0.102    0.238 |   -24.5   -74.3    61.6
   3.301 | 0  |    0.752   -0.069   -0.694 |  -174.3   -46.9  -157.2
   3.301 | 1  |         Comm Error         |            -           
   3.301 | 2  |    0.138   -0.655    0.730 |   -42.2    -7.8   -62.7
   3.301 | 3  |         Comm Error         |            -           
   3.301 | 4  |         Comm Error         |            -           
   3.301 | 5  |    0.970   -0.109    0.237 |   -24.5   -74.2    61.6
   3.339 | 0  |    0.750   -0.069   -0.695 |  -174.3   -46.9  -157.2
   3.339 | 1  |         Comm Error         |            -           
   3.339 | 2  |    0.151   -0.641    0.730 |   -41.3    -8.0   -62.5
   3.339 | 3  |         Comm Error         |            -           
   3.339 | 4  |         Comm Error         |            -           
   3.339 | 5  |    0.970   -0.110    0.239 |   -24.6   -74.1    61.8
   3.378 | 0  |    0.751   -0.069   -0.691 |  -174.2   -47.0  -157.2
   3.378 | 1  |         Comm Error         |            -           
   3.378 | 2  |    0.145   -0.618    0.738 |   -39.7    -7.7   -62.6
   3.378 | 3  |         Comm Error         |            -           
   3.378 | 4  |         Comm Error         |            -           
   3.378 | 5  |    0.972   -0.105    0.240 |   -24.5   -74.0    61.7
   3.415 | 0  |    0.748   -0.066   -0.685 |  -174.3   -47.0  -157.2
   3.415 | 1  |         Comm Error         |            -           
   3.415 | 2  |    0.113   -0.590    0.768 |   -37.9    -7.0   -62.9
   3.415 | 3  |         Comm Error         |            -           
   3.415 | 4  |         Comm Error         |            -           
   3.415 | 5  |    0.965   -0.105    0.245 |   -24.5   -74.0    61.8
   3.455 | 0  |    0.750   -0.066   -0.691 |  -174.3   -47.0  -157.1
   3.455 | 1  |         Comm Error         |            -           
   3.455 | 2  |    0.102   -0.580    0.773 |   -36.2    -6.5   -63.0
   3.455 | 3  |         Comm Error         |            -           
   3.455 | 4  |         Comm Error         |            -           
   3.455 | 5  |    0.972   -0.115    0.234 |   -24.8   -73.9    62.1
   3.492 | 0  |    0.751   -0.063   -0.688 |  -174.4   -47.0  -157.1
   3.492 | 1  |         Comm Error         |            -           
   3.492 | 2  |    0.114   -0.553    0.810 |   -34.4    -6.2   -63.1
   3.492 | 3  |         Comm Error         |            -           
   3.492 | 4  |         Comm Error         |            -           
   3.492 | 5  |    0.966   -0.113    0.243 |   -25.0   -73.9    62.2
   3.530 | 0  |    0.758   -0.064   -0.696 |  -174.4   -47.1  -157.1
   3.530 | 1  |         Comm Error         |            -           
   3.530 | 2  |    0.103   -0.542    0.806 |   -32.9    -5.6   -63.3
   3.530 | 3  |         Comm Error         |            -           
   3.530 | 4  |         Comm Error         |            -           
   3.530 | 5  |    0.963   -0.106    0.252 |   -24.9   -73.8    62.1
   3.568 | 0  |    0.751   -0.069   -0.690 |  -174.3   -47.1  -157.2
   3.568 | 1  |         Comm Error         |            -           
   3.568 | 2  |    0.062   -0.510    0.835 |   -31.4    -4.7   -63.6
   3.568 | 3  |         Comm Error         |            -           
   3.568 | 4  |         Comm Error         |            -           
   3.568 | 5  |    0.973   -0.131    0.216 |   -25.1   -73.8    62.3
   3.606 | 0  |    0.757   -0.068   -0.687 |  -174.3   -47.2  -157.2
   3.606 | 1  |         Comm Error         |            -           
   3.606 | 2  |    0.049   -0.505    0.862 |   -29.5    -3.9   -64.0
   3.606 | 3  |         Comm Error         |            -           
   3.606 | 4  |         Comm Error         |            -           
   3.606 | 5  |    0.977   -0.129    0.243 |   -25.6   -73.8    62.8
   3.646 | 0  |    0.750   -0.069   -0.688 |  -174.3   -47.2  -157.3
   3.646 | 1  |         Comm Error         |            -           
   3.646 | 2  |    0.061   -0.451    0.855 |   -27.8    -3.3   -64.0
   3.646 | 3  |         Comm Error         |            -           
   3.646 | 4  |         Comm Error         |            -           
   3.646 | 5  |    0.974   -0.117    0.239 |   -25.7   -73.8    62.9
   3.684 | 0  |    0.749   -0.074   -0.688 |  -174.1   -47.2  -157.4
   3.684 | 1  |         Comm Error         |            -           
   3.684 | 2  |    0.063   -0.431    0.864 |   -26.1    -2.9   -64.1
   3.684 | 3  |         Comm Error         |            -           
   3.684 | 4  |         Comm Error         |            -           
   3.684 | 5  |    0.961   -0.116    0.233 |   -25.9   -73.8    63.1
   3.722 | 0  |    0.756   -0.075   -0.691 |  -174.0   -47.2  -157.5
   3.722 | 1  |         Comm Error         |            -           
   3.722 | 2  |    0.033   -0.411    0.881 |   -24.4    -2.1   -64.2
   3.722 | 3  |         Comm Error         |            -           
   3.722 | 4  |         Comm Error         |            -           
   3.722 | 5  |    0.967   -0.123    0.240 |   -26.2   -73.7    63.4
   3.762 | 0  |    0.747   -0.072   -0.688 |  -174.1   -47.2  -157.5
   3.762 | 1  |         Comm Error         |            -           
   3.762 | 2  |    0.012   -0.380    0.907 |   -22.3    -1.0   -64.3
   3.762 | 3  |         Comm Error         |            -           
   3.762 | 4  |         Comm Error         |            -           
   3.762 | 5  |    0.970   -0.123    0.233 |   -26.5   -73.7    63.8
   3.800 | 0  |    0.749   -0.070   -0.688 |  -174.1   -47.2  -157.4
   3.800 | 1  |         Comm Error         |            -           
   3.800 | 2  |    0.009   -0.348    0.922 |   -20.5    -0.3   -64.3
   3.800 | 3  |         Comm Error         |            -           
   3.800 | 4  |         Comm Error         |            -           
   3.800 | 5  |    0.969   -0.124    0.243 |   -26.6   -73.7    63.9

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
----------------------------------------------------------------------------------------
   3.840 | 0  |    0.751   -0.070   -0.686 |  -174.0   -47.3  -157.4
   3.840 | 1  |         Comm Error         |            -           
   3.840 | 2  |    0.007   -0.322    0.927 |   -19.1     0.0   -64.2
   3.840 | 3  |         Comm Error         |            -           
   3.840 | 4  |         Comm Error         |            -           
   3.840 | 5  |    0.965   -0.125    0.236 |   -26.8   -73.6    64.2
   3.878 | 0  |    0.751   -0.072   -0.688 |  -174.0   -47.2  -157.4
   3.878 | 1  |         Comm Error         |            -           
   3.878 | 2  |    0.001   -0.308    0.941 |   -18.2     0.2   -64.0
   3.878 | 3  |         Comm Error         |            -           
   3.878 | 4  |         Comm Error         |            -           
   3.878 | 5  |    0.970   -0.127    0.245 |   -26.9   -73.5    64.4
   3.916 | 0  |    0.751   -0.075   -0.689 |  -173.9   -47.2  -157.5
   3.916 | 1  |         Comm Error         |            -           
   3.916 | 2  |   -0.000   -0.295    0.956 |   -17.3     0.5   -63.9
   3.916 | 3  |         Comm Error         |            -           
   3.916 | 4  |         Comm Error         |            -           
   3.916 | 5  |    0.966   -0.118    0.239 |   -26.9   -73.5    64.4
   3.954 | 0  |    0.754   -0.076   -0.692 |  -173.8   -47.2  -157.5
   3.954 | 1  |         Comm Error         |            -           
   3.954 | 2  |   -0.019   -0.273    0.971 |   -15.9     1.0   -63.9
   3.954 | 3  |         Comm Error         |            -           
   3.954 | 4  |         Comm Error         |            -           
   3.954 | 5  |    0.967   -0.126    0.242 |   -27.0   -73.5    64.5
   3.992 | 0  |    0.749   -0.073   -0.689 |  -173.8   -47.2  -157.5
   3.992 | 1  |         Comm Error         |            -           
   3.992 | 2  |   -0.023   -0.256    0.971 |   -14.7     1.4   -63.8
   3.992 | 3  |         Comm Error         |            -           
   3.992 | 4  |         Comm Error         |            -           
   3.992 | 5  |    0.970   -0.129    0.240 |   -27.2   -73.4    64.7
   4.030 | 0  |    0.750   -0.071   -0.688 |  -173.8   -47.3  -157.4
   4.030 | 1  |         Comm Error         |            -           
   4.030 | 2  |   -0.029   -0.238    0.969 |   -13.4     1.8   -63.7
   4.030 | 3  |         Comm Error         |            -           
   4.030 | 4  |         Comm Error         |            -           
   4.030 | 5  |    0.968   -0.129    0.246 |   -27.3   -73.4    64.9
   4.069 | 0  |    0.755   -0.066   -0.694 |  -173.9   -47.3  -157.3
   4.069 | 1  |         Comm Error         |            -           
   4.069 | 2  |   -0.041   -0.214    0.959 |   -12.3     2.4   -63.7
   4.069 | 3  |         Comm Error         |            -           
   4.069 | 4  |         Comm Error         |            -           
   4.069 | 5  |    0.968   -0.125    0.242 |   -27.5   -73.3    65.1
   4.108 | 0  |    0.748   -0.067   -0.690 |  -174.0   -47.2  -157.2
   4.108 | 1  |         Comm Error         |            -           
   4.108 | 2  |   -0.051   -0.180    0.966 |   -10.8     2.8   -63.6
   4.108 | 3  |         Comm Error         |            -           
   4.108 | 4  |         Comm Error         |            -           
   4.108 | 5  |    0.967   -0.127    0.246 |   -27.5   -73.3    65.1
   4.146 | 0  |    0.749   -0.068   -0.689 |  -174.1   -47.3  -157.2
   4.146 | 1  |         Comm Error         |            -           
   4.146 | 2  |   -0.054   -0.166    0.969 |    -9.7     3.1   -63.5
   4.146 | 3  |         Comm Error         |            -           
   4.146 | 4  |         Comm Error         |            -           
   4.146 | 5  |    0.965   -0.128    0.243 |   -27.5   -73.2    65.2
   4.184 | 0  |    0.757   -0.065   -0.691 |  -174.2   -47.3  -157.1
   4.184 | 1  |         Comm Error         |            -           
   4.184 | 2  |   -0.059   -0.147    0.985 |    -8.7     3.4   -63.4
   4.184 | 3  |         Comm Error         |            -           
   4.184 | 4  |         Comm Error         |            -           
   4.184 | 5  |    0.965   -0.131    0.247 |   -27.6   -73.1    65.3
   4.222 | 0  |    0.752   -0.066   -0.689 |  -174.3   -47.3  -157.1
   4.222 | 1  |         Comm Error         |            -           
   4.222 | 2  |   -0.062   -0.132    0.980 |    -7.7     3.7   -63.2
   4.222 | 3  |         Comm Error         |            -           
   4.222 | 4  |         Comm Error         |            -           
   4.222 | 5  |    0.966   -0.137    0.251 |   -27.8   -73.0    65.5
   4.260 | 0  |    0.751   -0.072   -0.686 |  -174.2   -47.3  -157.2
   4.260 | 1  |         Comm Error         |            -           
   4.260 | 2  |   -0.055   -0.122    0.982 |    -6.8     3.9   -63.0
   4.260 | 3  |         Comm Error         |            -           
   4.260 | 4  |         Comm Error         |            -           
   4.260 | 5  |    0.962   -0.135    0.246 |   -28.1   -73.0    65.8
   4.298 | 0  |    0.755   -0.072   -0.679 |  -174.1   -47.4  -157.3
   4.298 | 1  |         Comm Error         |            -           
   4.298 | 2  |   -0.060   -0.110    0.985 |    -6.3     4.0   -62.9
   4.298 | 3  |         Comm Error         |            -           
   4.298 | 4  |         Comm Error         |            -           
   4.298 | 5  |    0.962   -0.134    0.243 |   -28.2   -73.0    66.0
   4.336 | 0  |    0.753   -0.072   -0.675 |  -174.1   -47.5  -157.4
   4.336 | 1  |         Comm Error         |            -           
   4.336 | 2  |   -0.061   -0.104    0.989 |    -5.8     4.1   -62.8
   4.336 | 3  |         Comm Error         |            -           
   4.336 | 4  |         Comm Error         |            -           
   4.336 | 5  |    0.960   -0.135    0.251 |   -28.2   -72.8    66.1
   4.375 | 0  |    0.760   -0.075   -0.679 |  -174.0   -47.6  -157.5
   4.375 | 1  |         Comm Error         |            -           
   4.375 | 2  |   -0.066   -0.090    0.993 |    -5.1     4.2   -62.8
   4.375 | 3  |         Comm Error         |            -           
   4.375 | 4  |         Comm Error         |            -           
   4.375 | 5  |    0.961   -0.131    0.244 |   -28.2   -72.8    66.1
   4.413 | 0  |    0.759   -0.074   -0.679 |  -173.9   -47.6  -157.5
   4.413 | 1  |         Comm Error         |            -           
   4.413 | 2  |   -0.080   -0.076    0.985 |    -4.5     4.3   -62.8
   4.413 | 3  |         Comm Error         |            -           
   4.413 | 4  |         Comm Error         |            -           
   4.413 | 5  |    0.965   -0.134    0.266 |   -28.1   -72.7    66.1
   4.451 | 0  |    0.759   -0.071   -0.678 |  -173.8   -47.7  -157.6
   4.451 | 1  |         Comm Error         |            -           
   4.451 | 2  |   -0.066   -0.068    1.007 |    -3.8     4.4   -62.7
   4.451 | 3  |         Comm Error         |            -           
   4.451 | 4  |         Comm Error         |            -           
   4.451 | 5  |    0.964   -0.133    0.237 |   -28.3   -72.7    66.3
   4.488 | 0  |    0.760   -0.076   -0.678 |  -173.7   -47.8  -157.8
   4.488 | 1  |         Comm Error         |            -           
   4.488 | 2  |   -0.088   -0.061    0.987 |    -3.3     4.6   -62.7
   4.488 | 3  |         Comm Error         |            -           
   4.488 | 4  |         Comm Error         |            -           
   4.488 | 5  |    0.959   -0.136    0.260 |   -28.3   -72.6    66.3
   4.526 | 0  |    0.757   -0.076   -0.675 |  -173.7   -47.8  -157.8
   4.526 | 1  |         Comm Error         |            -           
   4.526 | 2  |   -0.068   -0.044    0.992 |    -2.6     4.6   -62.7
   4.526 | 3  |         Comm Error         |            -           
   4.526 | 4  |         Comm Error         |            -           
   4.526 | 5  |    0.965   -0.137    0.256 |   -28.2   -72.5    66.3
   4.564 | 0  |    0.757   -0.071   -0.680 |  -173.7   -47.8  -157.8
   4.564 | 1  |         Comm Error         |            -           
   4.564 | 2  |   -0.074   -0.028    0.996 |    -1.9     4.6   -62.6
   4.564 | 3  |         Comm Error         |            -           
   4.564 | 4  |         Comm Error         |            -           
   4.564 | 5  |    0.967   -0.139    0.251 |   -28.4   -72.5    66.5
   4.602 | 0  |    0.761   -0.067   -0.683 |  -173.8   -47.8  -157.8
   4.602 | 1  |         Comm Error         |            -           
   4.602 | 2  |   -0.091   -0.023    0.989 |    -1.2     4.9   -62.6
   4.602 | 3  |         Comm Error         |            -           
   4.602 | 4  |         Comm Error         |            -           
   4.602 | 5  |    0.961   -0.141    0.257 |   -28.5   -72.4    66.6
   4.640 | 0  |    0.762   -0.069   -0.684 |  -173.8   -47.8  -157.8
   4.640 | 1  |         Comm Error         |            -           
   4.640 | 2  |   -0.094   -0.011    0.991 |    -0.5     5.1   -62.6
   4.640 | 3  |         Comm Error         |            -           
   4.640 | 4  |         Comm Error         |            -           
   4.640 | 5  |    0.954   -0.141    0.259 |   -28.6   -72.3    66.7
   4.679 | 0  |    0.759   -0.073   -0.683 |  -173.8   -47.8  -158.0
   4.679 | 1  |         Comm Error         |            -           
   4.679 | 2  |   -0.096   -0.009    0.985 |    -0.1     5.3   -62.6
   4.679 | 3  |         Comm Error         |            -           
   4.679 | 4  |         Comm Error         |            -           
   4.679 | 5  |    0.962   -0.141    0.256 |   -28.7   -72.2    66.8
   4.717 | 0  |    0.759   -0.075   -0.684 |  -173.7   -47.8  -158.1
   4.717 | 1  |         Comm Error         |            -           
   4.717 | 2  |   -0.095    0.002    0.991 |     0.3     5.3   -62.6
   4.717 | 3  |         Comm Error         |            -           
   4.717 | 4  |         Comm Error         |            -           
   4.717 | 5  |    0.959   -0.144    0.253 |   -28.9   -72.2    67.0
   4.756 | 0  |    0.759   -0.077   -0.682 |  -173.6   -47.8  -158.2
   4.756 | 1  |         Comm Error         |            -           
   4.756 | 2  |   -0.107    0.010    0.978 |     0.7     5.5   -62.6
   4.756 | 3  |         Comm Error         |            -           
   4.756 | 4  |         Comm Error         |            -           
   4.756 | 5  |    0.956   -0.147    0.255 |   -29.2   -72.1    67.3
   4.793 | 0  |    0.759   -0.082   -0.680 |  -173.5   -47.8  -158.4
   4.793 | 1  |         Comm Error         |            -           
   4.793 | 2  |   -0.104    0.019    1.000 |     1.2     5.6   -62.6
   4.793 | 3  |         Comm Error         |            -           
   4.793 | 4  |         Comm Error         |            -           
   4.793 | 5  |    0.956   -0.146    0.255 |   -29.5   -72.1    67.5
   4.832 | 0  |    0.757   -0.080   -0.678 |  -173.3   -47.8  -158.6
   4.832 | 1  |         Comm Error         |            -           
   4.832 | 2  |   -0.105    0.023    0.990 |     1.6     5.8   -62.6
   4.832 | 3  |         Comm Error         |            -           
   4.832 | 4  |         Comm Error         |            -           
   4.832 | 5  |    0.961   -0.148    0.258 |   -29.6   -72.1    67.7
   4.872 | 0  |    0.759   -0.083   -0.677 |  -173.2   -47.8  -158.8
   4.872 | 1  |         Comm Error         |            -           
   4.872 | 2  |   -0.112    0.033    0.990 |     2.1     6.0   -62.6
   4.872 | 3  |         Comm Error         |            -           
   4.872 | 4  |         Comm Error         |            -           
   4.872 | 5  |    0.958   -0.148    0.257 |   -29.7   -72.0    67.8
   4.910 | 0  |    0.762   -0.091   -0.675 |  -173.0   -47.9  -159.1
   4.910 | 1  |         Comm Error         |            -           
   4.910 | 2  |   -0.113    0.042    0.998 |     2.6     6.2   -62.6
   4.910 | 3  |         Comm Error         |            -           
   4.910 | 4  |         Comm Error         |            -           
   4.910 | 5  |    0.959   -0.148    0.260 |   -29.8   -72.0    67.9
   4.948 | 0  |    0.762   -0.094   -0.674 |  -172.7   -47.9  -159.3
   4.948 | 1  |         Comm Error         |            -           
   4.948 | 2  |   -0.116    0.042    0.992 |     2.9     6.3   -62.5
   4.948 | 3  |         Comm Error         |            -           
   4.948 | 4  |         Comm Error         |            -           
   4.948 | 5  |    0.960   -0.152    0.262 |   -29.9   -71.9    68.1
   4.987 | 0  |    0.759   -0.092   -0.673 |  -172.6   -47.9  -159.3
   4.987 | 1  |         Comm Error         |            -           
   4.987 | 2  |   -0.116    0.055    0.987 |     3.4     6.5   -62.5
   4.987 | 3  |         Comm Error         |            -           
   4.987 | 4  |         Comm Error         |            -           
   4.987 | 5  |    0.961   -0.153    0.256 |   -30.0   -71.9    68.2
   5.025 | 0  |    0.762   -0.085   -0.672 |  -172.6   -48.0  -159.3
   5.025 | 1  |         Comm Error         |            -           
   5.025 | 2  |   -0.114    0.056    0.973 |     3.8     6.5   -62.4
   5.025 | 3  |         Comm Error         |            -           
   5.025 | 4  |         Comm Error         |            -           
   5.025 | 5  |    0.955   -0.153    0.257 |   -30.2   -71.8    68.4
   5.063 | 0  |    0.758   -0.087   -0.672 |  -172.5   -48.0  -159.3
   5.063 | 1  |         Comm Error         |            -           
   5.063 | 2  |   -0.113    0.065    0.960 |     4.2     6.5   -62.3
   5.063 | 3  |         Comm Error         |            -           
   5.063 | 4  |         Comm Error         |            -           
   5.063 | 5  |    0.947   -0.147    0.255 |   -30.3   -71.8    68.5
   5.101 | 0  |    0.757   -0.081   -0.672 |  -172.6   -48.0  -159.2
   5.101 | 1  |         Comm Error         |            -           
   5.101 | 2  |   -0.126    0.080    0.963 |     4.4     6.5   -62.3
   5.101 | 3  |         Comm Error         |            -           
   5.101 | 4  |         Comm Error         |            -           
   5.101 | 5  |    0.959   -0.151    0.263 |   -30.2   -71.8    68.5
   5.139 | 0  |    0.755   -0.078   -0.673 |  -172.7   -48.0  -159.1
   5.139 | 1  |         Comm Error         |            -           
   5.139 | 2  |   -0.105    0.087    0.979 |     4.7     6.3   -62.1
   5.139 | 3  |         Comm Error         |            -           
   5.139 | 4  |         Comm Error         |            -           
   5.139 | 5  |    0.953   -0.162    0.253 |   -30.5   -71.7    68.8
   5.181 | 0  |    0.761   -0.083   -0.674 |  -172.8   -47.9  -159.0
   5.181 | 1  |         Comm Error         |            -           
   5.181 | 2  |   -0.110    0.092    0.999 |     5.0     6.3   -61.9
   5.181 | 3  |         Comm Error         |            -           
   5.181 | 4  |         Comm Error         |            -           
   5.181 | 5  |    0.960   -0.158    0.268 |   -30.7   -71.7    69.0
   5.219 | 0  |    0.760   -0.086   -0.676 |  -172.7   -47.8  -159.0
   5.219 | 1  |         Comm Error         |            -           
   5.219 | 2  |   -0.095    0.088    1.006 |     5.1     6.1   -61.8
   5.219 | 3  |         Comm Error         |            -           
   5.219 | 4  |         Comm Error         |            -           
   5.219 | 5  |    0.955   -0.156    0.246 |   -31.0   -71.8    69.3
