
IMU Data Stream (50Hz)

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
    2.263 | 4  |    1.011   -0.029   -0.011 |    -68.9    -85.0   -137.6
    2.263 | 5  |    1.018   -0.102   -0.142 |   -147.2    -79.3    -23.8
    2.297 | 1  |    0.918   -0.315    0.424 |    -47.9    -56.6     37.0
    2.297 | 2  |    1.321    0.078   -0.250 |    108.2    -74.1     -7.5
    2.297 | 3  |    0.988   -0.029    0.253 |     -4.4    -74.8   -167.0
    2.297 | 4  |    1.009    0.009   -0.014 |    -68.8    -85.1   -134.7
    2.297 | 5  |    1.003   -0.136   -0.144 |   -146.0    -78.8    -24.1
    2.331 | 1  |    0.998   -0.313    0.429 |    -46.9    -57.7     36.6
    2.331 | 2  |    1.095   -0.039   -0.375 |    131.5    -76.8    -32.7
    2.331 | 3  |    0.994   -0.018    0.245 |     -3.9    -74.9   -167.2
    2.331 | 4  |    1.008   -0.023   -0.019 |    -73.1    -85.1   -130.0
    2.331 | 5  |    0.995   -0.203   -0.040 |   -142.0    -78.4    -26.6
    2.366 | 1  |    0.956   -0.312    0.407 |    -45.8    -58.4     35.9
    2.366 | 2  |    1.073   -0.037   -0.420 |    165.7    -75.6    -68.6
    2.366 | 3  |    0.983   -0.006    0.208 |     -3.2    -75.2   -167.6
    2.366 | 4  |    1.002   -0.022   -0.042 |    -79.6    -85.1   -122.8
    2.366 | 5  |    0.979   -0.185    0.043 |   -136.5    -78.2    -29.0
    2.400 | 1  |    0.972   -0.301    0.387 |    -45.2    -59.3     35.5
    2.400 | 2  |    0.992   -0.065   -0.420 |   -179.3    -73.3    -85.3
    2.400 | 3  |    0.961   -0.023    0.196 |     -2.9    -75.5   -167.6
    2.400 | 4  |    1.003   -0.050    0.013 |    -74.1    -85.0   -131.4
    2.400 | 5  |    1.030   -0.136   -0.192 |   -140.4    -77.3    -22.6
    2.433 | 1  |    0.953   -0.344    0.373 |    -43.6    -60.0     34.8
    2.433 | 2  |    0.876   -0.080   -0.439 |   -170.1    -70.3    -99.1
    2.433 | 3  |    0.967   -0.074    0.230 |     -4.2    -75.8   -166.0
    2.433 | 4  |    1.015   -0.032    0.046 |    -61.8    -84.9   -146.6
    2.433 | 5  |    1.054   -0.264   -0.338 |   -144.3    -75.2    -17.1
    2.467 | 1  |    0.943   -0.402    0.360 |    -42.9    -60.5     34.7
    2.467 | 2  |    0.937   -0.127   -0.469 |   -162.7    -65.8   -106.0
    2.467 | 3  |    1.038   -0.076    0.299 |     -6.1    -75.5   -163.7
    2.467 | 4  |    1.019   -0.043    0.047 |    -54.6    -84.7   -155.8
    2.467 | 5  |    0.996   -0.423   -0.494 |   -142.7    -71.6    -15.5
    2.502 | 1  |    1.006   -0.417    0.348 |    -42.2    -61.5     35.0
    2.502 | 2  |    0.950   -0.177   -0.519 |   -158.7    -62.8   -111.8
    2.502 | 3  |    1.090   -0.009    0.322 |     -5.4    -75.2   -164.3
    2.502 | 4  |    1.009   -0.056    0.065 |    -48.5    -84.5   -163.5
    2.502 | 5  |    0.976   -0.386   -0.422 |   -139.4    -68.9    -14.8
    2.536 | 1  |    1.039   -0.363    0.340 |    -40.5    -62.6     34.2
    2.536 | 2  |    0.881   -0.265   -0.589 |   -153.6    -58.2   -118.9
    2.536 | 3  |    1.048   -0.004    0.289 |     -4.3    -74.9   -165.2
    2.536 | 4  |    1.003   -0.028    0.045 |    -46.1    -84.4   -166.2
    2.536 | 5  |    0.994   -0.199   -0.375 |   -138.0    -67.3    -12.0
    2.570 | 1  |    1.084   -0.325    0.333 |    -37.3    -65.0     32.7
    2.570 | 2  |    0.907   -0.396   -0.633 |   -149.8    -54.6   -124.0
    2.570 | 3  |    1.015   -0.026    0.251 |     -3.4    -74.8   -166.0
    2.570 | 4  |    1.004   -0.062    0.042 |    -46.6    -84.3   -165.9
    2.570 | 5  |    0.937   -0.264   -0.374 |   -137.3    -66.4    -12.2
    2.604 | 1  |    1.177   -0.276    0.347 |    -34.4    -66.8     30.9
    2.604 | 2  |    0.823   -0.435   -0.657 |   -145.6    -51.4   -128.8
    2.604 | 3  |    0.996   -0.046    0.246 |     -3.6    -74.9   -165.6
    2.604 | 4  |    1.001   -0.045    0.016 |    -49.2    -84.3   -162.8
    2.604 | 5  |    0.897   -0.217   -0.392 |   -137.6    -65.5    -13.1
    2.638 | 1  |    1.154   -0.236    0.344 |    -30.3    -68.5     27.9
    2.638 | 2  |    0.731   -0.449   -0.675 |   -140.7    -47.6   -134.1
    2.638 | 3  |    0.986   -0.057    0.250 |     -4.4    -74.8   -164.7
    2.638 | 4  |    1.014   -0.039   -0.002 |    -52.3    -84.5   -158.9
    2.638 | 5  |    0.884   -0.253   -0.397 |   -138.2    -64.2    -15.1
    2.672 | 1  |    1.184   -0.165    0.297 |    -18.0    -72.6     17.9
    2.672 | 2  |    0.704   -0.442   -0.643 |   -137.2    -45.7   -137.5
    2.672 | 3  |    0.994   -0.052    0.252 |     -5.2    -74.8   -163.9
    2.672 | 4  |    1.005   -0.013   -0.003 |    -54.8    -84.7   -155.1
    2.672 | 5  |    0.894   -0.212   -0.373 |   -137.8    -63.3    -16.8
    2.706 | 1  |    1.196   -0.125    0.310 |     -4.2    -74.7      5.7
    2.706 | 2  |    0.643   -0.469   -0.626 |   -133.5    -44.4   -141.1
    2.706 | 3  |    1.005   -0.044    0.252 |     -5.9    -74.8   -163.2
    2.706 | 4  |    1.003   -0.012    0.017 |    -51.8    -84.9   -157.3
    2.706 | 5  |    0.948   -0.104   -0.403 |   -139.2    -63.2    -16.9
    2.741 | 1  |    1.052   -0.068    0.286 |     17.6    -75.2    -14.0
    2.741 | 2  |    0.552   -0.547   -0.607 |   -129.5    -43.1   -144.6
    2.741 | 3  |    1.021   -0.036    0.247 |     -6.0    -74.8   -163.2
    2.741 | 4  |    1.011   -0.026    0.037 |    -45.7    -84.9   -164.0
    2.741 | 5  |    0.934   -0.061   -0.341 |   -140.9    -64.0    -16.9
    2.775 | 1  |    1.072    0.017    0.221 |     34.7    -74.8    -29.6
    2.775 | 2  |    0.449   -0.644   -0.583 |   -125.4    -41.6   -147.9
    2.775 | 3  |    0.999   -0.056    0.227 |     -6.3    -74.9   -162.8
    2.775 | 4  |    1.014   -0.036    0.028 |    -43.0    -85.0   -166.7
    2.775 | 5  |    0.988   -0.093   -0.288 |   -142.6    -66.1    -18.2
    2.809 | 1  |    0.966    0.091    0.220 |     45.5    -73.8    -43.4
    2.809 | 2  |    0.418   -0.617   -0.475 |   -120.5    -39.8   -150.6
    2.809 | 3  |    1.003   -0.084    0.218 |     -8.0    -75.1   -161.0
    2.809 | 4  |    1.015   -0.056    0.028 |    -43.1    -85.0   -166.2
    2.809 | 5  |    1.087    0.060   -0.132 |   -144.9    -69.4    -18.7
    2.843 | 1  |    0.835    0.193    0.156 |     64.1    -70.5    -55.3
    2.843 | 2  |    0.587   -0.575   -0.360 |   -116.6    -40.8   -152.4
    2.843 | 3  |    1.019   -0.100    0.220 |     -9.9    -75.3   -159.0
    2.843 | 4  |    1.016   -0.023    0.018 |    -38.2    -85.1   -171.4
    2.843 | 5  |    0.957   -0.307   -0.326 |   -144.1    -71.1    -21.8
    2.878 | 1  |    0.830    0.263    0.110 |     72.1    -68.3    -62.0
    2.878 | 2  |    0.649   -0.574   -0.271 |   -109.2    -44.6   -156.9
    2.878 | 3  |    1.014   -0.088    0.206 |    -12.5    -75.6   -156.2
    2.878 | 4  |    1.015   -0.031    0.021 |    -25.5    -85.2    173.2
    2.878 | 5  |    1.019   -0.220   -0.180 |   -141.7    -72.0    -23.9
    2.912 | 1  |    0.715    0.376    0.031 |     83.7    -62.4    -70.9
    2.912 | 2  |    0.438   -0.494   -0.098 |   -102.1    -47.0   -161.3
    2.912 | 3  |    0.993   -0.056    0.215 |    -13.7    -75.8   -154.9
    2.912 | 4  |    1.001    0.011    0.018 |      5.1    -85.2    128.3
    2.912 | 5  |    0.989   -0.319   -0.230 |   -139.1    -72.4    -26.4
    2.946 | 1  |    0.600    0.433   -0.006 |     89.8    -57.4    -74.9
    2.946 | 2  |    0.524   -0.333   -0.028 |    -96.4    -49.5   -163.2
    2.946 | 3  |    0.980   -0.027    0.210 |    -13.8    -76.0   -154.8
    2.946 | 4  |    1.011    0.030    0.021 |     43.7    -85.2     84.3
    2.946 | 5  |    1.019   -0.221   -0.202 |   -138.0    -73.5    -28.4
    2.980 | 1  |    0.529    0.448   -0.043 |     95.6    -50.9    -77.6
    2.980 | 2  |    0.734   -0.319    0.168 |    -89.5    -53.9   -166.2
    2.980 | 3  |    0.970   -0.036    0.209 |    -13.8    -76.2   -154.8
    2.980 | 4  |    1.012    0.050    0.006 |     73.1    -84.9     61.7
    2.980 | 5  |    0.987   -0.183   -0.209 |   -137.4    -74.0    -29.1
    3.015 | 1  |    0.422    0.451   -0.125 |    100.0    -46.3    -79.2
    3.015 | 2  |    0.544   -0.282    0.081 |    -81.7    -57.3   -170.1
    3.015 | 3  |    0.941   -0.070    0.229 |    -14.8    -76.2   -153.7
    3.015 | 4  |    1.003    0.157   -0.038 |     88.5    -84.3     50.2
    3.015 | 5  |    1.020   -0.091   -0.277 |   -141.6    -75.1    -24.7
    3.048 | 1  |    0.394    0.400   -0.160 |    104.4    -42.8    -79.8
    3.048 | 2  |    0.696   -0.225    0.137 |    -74.2    -62.4   -172.6
    3.048 | 3  |    0.940   -0.050    0.289 |    -15.7    -75.9   -152.9
    3.048 | 4  |    1.007    0.137   -0.014 |     95.6    -83.0     43.4
    3.048 | 5  |    0.990   -0.277   -0.313 |   -142.2    -75.1    -24.9
    3.083 | 1  |    0.363    0.466   -0.253 |    111.0    -38.4    -80.5
    3.083 | 2  |    0.861   -0.244    0.300 |    -65.4    -65.5   -177.8
    3.083 | 3  |    0.982   -0.007    0.270 |    -14.6    -75.5   -154.1
    3.083 | 4  |    1.026   -0.079    0.014 |     94.9    -83.3     42.6
    3.083 | 5  |    1.007   -0.216   -0.187 |   -140.2    -75.5    -27.0
    3.117 | 1  |    0.414    0.598   -0.354 |    115.8    -35.2    -81.0
    3.117 | 2  |    0.799   -0.214    0.331 |    -54.2    -67.2    174.6
    3.117 | 3  |    1.004    0.023    0.187 |    -12.6    -75.7   -156.2
    3.117 | 4  |    1.061    0.132   -0.084 |    101.1    -82.9     37.2
    3.117 | 5  |    1.020   -0.130   -0.074 |   -136.6    -77.4    -30.3
    3.151 | 1  |    0.360    0.721   -0.493 |    120.9    -30.8    -80.4
    3.151 | 2  |    0.946   -0.077    0.451 |    -36.6    -69.1    161.5
    3.151 | 3  |    1.014    0.053    0.212 |    -10.2    -76.2   -158.6
    3.151 | 4  |    1.022    0.129   -0.073 |    106.8    -81.8     32.0
    3.151 | 5  |    0.994   -0.097   -0.060 |   -134.7    -79.0    -32.1
    3.186 | 1  |    0.307    0.787   -0.591 |    124.5    -27.2    -80.0
    3.186 | 2  |    0.909   -0.022    0.506 |    -21.5    -69.4    149.3
    3.186 | 3  |    1.011    0.038    0.255 |     -7.0    -76.3   -161.6
    3.186 | 4  |    1.011    0.066   -0.015 |    107.1    -81.4     31.5
    3.186 | 5  |    1.008   -0.086   -0.039 |   -131.0    -80.7    -35.4
    3.220 | 1  |    0.320    0.825   -0.656 |    128.9    -23.3    -79.3
    3.220 | 2  |    0.913    0.068    0.523 |     -2.6    -68.6    133.5
    3.220 | 3  |    0.996    0.079    0.242 |     -4.2    -76.3   -164.2
    3.220 | 4  |    0.982   -0.053   -0.037 |    110.5    -82.1     27.8
    3.220 | 5  |    1.007   -0.099   -0.042 |   -128.6    -81.5    -37.7
    3.254 | 1  |    0.250    0.783   -0.685 |    131.7    -20.8    -78.3
    3.254 | 2  |    0.950    0.176    0.514 |      9.4    -67.3    123.4
    3.254 | 3  |    0.976    0.147    0.233 |      0.5    -76.4   -171.0
    3.254 | 4  |    1.015   -0.009   -0.060 |    120.5    -82.4     18.4
    3.254 | 5  |    1.019   -0.099   -0.056 |   -126.0    -82.1    -40.3
    3.288 | 1  |    0.276    0.764   -0.755 |    134.6    -18.2    -77.0
    3.288 | 2  |    0.922    0.201    0.489 |     18.0    -65.5    116.4
    3.288 | 3  |    0.990    0.151    0.257 |      7.5    -76.0   -176.3
    3.288 | 4  |    0.998   -0.292   -0.048 |    144.2    -83.5     -3.5
    3.288 | 5  |    1.011   -0.113   -0.062 |   -124.7    -82.4    -41.5
    3.323 | 1  |    0.192    0.688   -0.764 |    138.2    -16.5    -75.8
    3.323 | 2  |    0.952    0.184    0.456 |     25.5    -63.7    110.3
    3.323 | 3  |    1.003    0.116    0.232 |     11.2    -75.8    179.9
    3.323 | 4  |    1.038   -0.095   -0.100 |   -173.9    -83.4    -39.6
    3.323 | 5  |    1.025   -0.096   -0.075 |   -123.9    -82.5    -42.1
    3.357 | 1  |    0.212    0.578   -0.765 |    141.1    -15.2    -74.7
    3.357 | 2  |    0.992    0.236    0.440 |     29.6    -62.6    107.1
    3.357 | 3  |    1.012    0.080    0.263 |     14.3    -75.6    176.8
    3.357 | 4  |    1.012    0.068   -0.199 |   -163.5    -82.2    -47.9
    3.357 | 5  |    1.012   -0.137   -0.077 |   -123.7    -82.5    -42.4
    3.391 | 1  |    0.228    0.509   -0.788 |    145.2    -15.0    -73.1
    3.391 | 2  |    0.904    0.280    0.397 |     33.9    -60.3    104.0
    3.391 | 3  |    0.994    0.045    0.274 |     14.9    -75.3    176.3
    3.391 | 4  |    0.971    0.035   -0.227 |   -163.4    -80.3    -50.2
    3.391 | 5  |    1.010   -0.127   -0.051 |   -121.7    -82.2    -44.2
    3.425 | 1  |    0.153    0.457   -0.792 |    148.3    -14.9    -71.8
    3.425 | 2  |    0.803    0.313    0.361 |     37.4    -58.8    101.3
    3.425 | 3  |    0.960    0.018    0.275 |     13.7    -74.9    177.7
    3.425 | 4  |    0.944   -0.122   -0.135 |   -152.9    -79.0    -63.4
    3.425 | 5  |    1.012   -0.132   -0.029 |   -120.3    -82.2    -45.2
    3.460 | 1  |    0.227    0.373   -0.761 |    152.2    -15.6    -70.5
    3.460 | 2  |    0.834    0.320    0.323 |     41.6    -57.9     97.8
    3.460 | 3  |    0.939    0.030    0.258 |     12.7    -74.7    178.8
    3.460 | 4  |    0.887    0.027   -0.020 |   -145.6    -78.7    -74.1
    3.460 | 5  |    1.004   -0.101   -0.005 |   -118.6    -82.3    -46.4
    3.494 | 1  |    0.313    0.311   -0.816 |    155.2    -17.5    -69.6
    3.494 | 2  |    0.869    0.355    0.302 |     45.8    -57.2     94.4
    3.494 | 3  |    0.895    0.097    0.242 |     13.4    -74.4    177.5
    3.494 | 4  |    0.917    0.178    0.018 |   -146.0    -80.3    -74.8
    3.494 | 5  |    1.015   -0.060   -0.013 |   -120.4    -82.5    -44.5
    3.528 | 1  |    0.205    0.349   -0.895 |    157.8    -18.4    -68.2
    3.528 | 2  |    0.854    0.382    0.305 |     49.2    -56.2     92.0
    3.528 | 3  |    0.892    0.091    0.260 |     14.7    -73.7    176.5
    3.528 | 4  |    0.986    0.273   -0.098 |   -158.3    -83.4    -59.5
    3.528 | 5  |    1.008   -0.133   -0.089 |   -124.9    -82.1    -40.7
    3.562 | 1  |    0.381    0.346   -1.011 |    160.7    -19.2    -68.0
    3.562 | 2  |    0.937    0.421    0.362 |     52.1    -55.3     89.9
    3.562 | 3  |    0.992    0.044    0.259 |     14.5    -73.4    176.6
    3.562 | 4  |    1.394    1.056   -0.192 |    146.6    -81.9     -5.9
    3.562 | 5  |    1.028    0.026   -0.069 |   -133.2    -82.5    -32.8
    3.596 | 1  |    0.422    0.444   -1.155 |    162.3    -20.2    -67.6
    3.596 | 2  |    1.025    0.465    0.452 |     52.5    -54.9     89.5
    3.596 | 3  |    1.231   -0.073    0.264 |     11.8    -73.8    179.3
    3.596 | 4  |    1.069   -0.098    0.057 |    129.4    -83.1      7.2
    3.596 | 5  |    1.064   -0.043   -0.238 |   -145.2    -81.8    -22.4
    3.631 | 1  |    0.417    0.476   -1.216 |    163.3    -20.8    -67.6
    3.631 | 2  |    1.177    0.360    0.532 |     51.7    -55.5     89.9
    3.631 | 3  |    1.093   -0.068    0.114 |      9.0    -74.8   -178.0
    3.631 | 4  |    0.963   -0.037   -0.058 |    147.3    -84.4     -4.5
    3.631 | 5  |    1.037   -0.023   -0.370 |   -156.4    -80.4    -12.4
    3.665 | 1  |    0.472    0.423   -1.109 |    163.6    -21.3    -67.7
    3.665 | 2  |    1.128    0.375    0.492 |     50.7    -56.8     90.6
    3.665 | 3  |    0.915    0.032    0.121 |      9.0    -76.1   -178.4
    3.665 | 4  |    0.980    0.130   -0.181 |    140.8    -83.3      1.8
    3.665 | 5  |    1.008   -0.103   -0.244 |   -158.0    -78.9    -11.2
    3.699 | 1  |    0.483    0.359   -0.981 |    163.4    -22.4    -67.9
    3.699 | 2  |    1.012    0.447    0.470 |     49.6    -57.3     91.4
    3.699 | 3  |    0.969    0.073    0.351 |     10.8    -75.7    179.6
    3.699 | 4  |    1.014   -0.272   -0.116 |    173.8    -83.4    -32.3
    3.699 | 5  |    1.038   -0.108   -0.131 |   -155.6    -78.9    -13.4
    3.733 | 1  |    0.503    0.281   -0.929 |    163.1    -22.8    -68.2
    3.733 | 2  |    0.889    0.489    0.420 |     48.7    -57.7     91.5
    3.733 | 3  |    1.052   -0.018    0.353 |     10.1    -74.9   -178.6
    3.733 | 4  |    1.028    0.016   -0.089 |   -176.9    -83.6    -40.2
    3.733 | 5  |    1.015   -0.115   -0.146 |   -152.1    -79.1    -16.5
    3.768 | 1  |    0.473    0.285   -0.902 |    162.6    -23.0    -68.3
    3.768 | 2  |    0.849    0.448    0.337 |     48.5    -58.0     91.0
    3.768 | 3  |    1.027   -0.025    0.174 |      7.7    -75.4   -176.6
    3.768 | 4  |    1.019    0.112   -0.002 |    164.8    -84.2    -23.3
    3.768 | 5  |    1.017   -0.096   -0.185 |   -151.1    -79.1    -17.5
    3.801 | 1  |    0.404    0.321   -0.832 |    161.2    -22.7    -68.1
    3.801 | 2  |    0.876    0.408    0.278 |     48.6    -58.7     90.3
    3.801 | 3  |    0.999    0.047    0.170 |      7.5    -76.0   -176.5
    3.801 | 4  |    0.967   -0.046    0.149 |    160.5    -84.8    -19.8
    3.801 | 5  |    1.013   -0.085   -0.181 |   -151.1    -79.1    -17.8
    3.836 | 1  |    0.396    0.318   -0.776 |    160.1    -22.5    -68.0
    3.836 | 2  |    0.892    0.349    0.261 |     47.7    -59.9     90.3
    3.836 | 3  |    0.950    0.093    0.206 |     10.2    -76.3   -179.2
    3.836 | 4  |    0.963    0.031    0.073 |    163.1    -85.0    -20.9
    3.836 | 5  |    1.017   -0.043   -0.102 |   -150.0    -79.7    -18.1
    3.871 | 1  |    0.399    0.300   -0.779 |    159.1    -22.5    -68.0
    3.871 | 2  |    0.924    0.364    0.299 |     46.3    -60.9     90.9
    3.871 | 3  |    0.939    0.083    0.222 |     12.2    -76.2    178.6
    3.871 | 4  |    1.006    0.136   -0.088 |    155.6    -84.5    -13.9
    3.871 | 5  |    1.016   -0.091   -0.080 |   -147.6    -80.3    -20.3
    3.905 | 1  |    0.364    0.313   -0.845 |    158.6    -22.2    -68.1
    3.905 | 2  |    0.996    0.400    0.363 |     43.0    -62.2     92.7
    3.905 | 3  |    0.978    0.058    0.234 |     12.9    -76.1    177.7
    3.905 | 4  |    1.018    0.085   -0.022 |    157.3    -83.6    -17.3
    3.905 | 5  |    1.018   -0.087   -0.070 |   -144.0    -80.7    -23.5
    3.940 | 1  |    0.310    0.396   -0.946 |    157.8    -20.6    -68.3
    3.940 | 2  |    1.029    0.456    0.448 |     38.5    -62.6     95.7
    3.940 | 3  |    1.008    0.020    0.257 |     12.1    -75.8    178.4
    3.940 | 4  |    1.022    0.245   -0.179 |    154.1    -82.0    -13.2
    3.940 | 5  |    1.019   -0.055   -0.017 |   -140.3    -81.3    -26.8
    3.974 | 1  |    0.294    0.526   -1.056 |    156.4    -18.9    -68.6
    3.974 | 2  |    1.025    0.333    0.484 |     32.6    -64.4    100.7
    3.974 | 3  |    1.006    0.002    0.262 |     10.3    -75.4   -179.7
    3.974 | 4  |    1.034    0.266   -0.206 |    146.8    -80.2     -6.1
    3.974 | 5  |    1.015   -0.085   -0.083 |   -138.5    -81.5    -28.4
    4.009 | 1  |    0.306    0.551   -1.071 |    153.9    -16.7    -69.1
    4.009 | 2  |    1.179    0.264    0.409 |     23.9    -66.4    105.0
    4.009 | 3  |    1.046    0.015    0.279 |      9.0    -75.1   -178.2
    4.009 | 4  |    1.042    0.216   -0.213 |    142.5    -78.3     -0.9
    4.009 | 5  |    1.025   -0.065   -0.102 |   -139.0    -81.4    -27.8
    4.043 | 1  |    0.263    0.533   -1.022 |    151.9    -15.6    -69.6
    4.043 | 2  |    1.125    0.175    0.358 |     15.7    -68.5    110.9
    4.043 | 3  |    1.060    0.077    0.279 |      9.3    -74.3   -178.4
    4.043 | 4  |    1.039    0.261   -0.225 |    138.3    -76.7      4.4
    4.043 | 5  |    1.026   -0.081   -0.121 |   -139.9    -81.1    -26.8
    4.077 | 1  |    0.196    0.509   -0.987 |    150.1    -14.2    -70.2
    4.077 | 2  |    1.087    0.117    0.338 |      3.2    -70.5    120.9
    4.077 | 3  |    1.023    0.081    0.273 |     10.5    -74.4   -178.9
    4.077 | 4  |    1.031    0.190   -0.198 |    133.0    -75.1     10.7
    4.077 | 5  |    1.030   -0.087   -0.163 |   -142.0    -80.7    -25.0
    4.111 | 1  |    0.221    0.484   -0.905 |    147.7    -12.7    -71.5
    4.111 | 2  |    1.023    0.060    0.338 |     -3.7    -70.9    126.7
    4.111 | 3  |    1.003    0.056    0.250 |     10.6    -74.3   -178.8
    4.111 | 4  |    1.021    0.112   -0.158 |    130.9    -74.7     13.4
    4.111 | 5  |    1.017   -0.111   -0.165 |   -142.2    -80.1    -25.4
    4.146 | 1  |    0.186    0.508   -0.874 |    145.8    -12.1    -72.5
    4.146 | 2  |    0.950    0.009    0.320 |    -13.7    -70.9    138.0
    4.146 | 3  |    0.969    0.069    0.254 |     10.4    -74.4   -178.2
    4.146 | 4  |    1.028    0.043   -0.139 |    127.5    -74.8     17.8
    4.146 | 5  |    1.018   -0.119   -0.122 |   -139.9    -79.8    -27.0
    4.180 | 1  |    0.180    0.528   -0.830 |    143.0    -11.4    -74.0
    4.180 | 2  |    0.882   -0.046    0.295 |    -26.4    -70.5    145.9
    4.180 | 3  |    0.967    0.090    0.271 |     10.6    -74.3   -178.1
    4.180 | 4  |    1.015    0.032   -0.085 |    124.3    -75.2     21.7
    4.180 | 5  |    1.022   -0.151   -0.118 |   -137.1    -79.5    -29.6
    4.214 | 1  |    0.217    0.527   -0.822 |    140.9    -11.4    -75.2
    4.214 | 2  |    0.863   -0.092    0.267 |    -35.2    -70.1    153.3
    4.214 | 3  |    0.972    0.105    0.263 |     11.7    -74.2   -178.7
    4.214 | 4  |    0.965   -0.060   -0.031 |    120.5    -76.8     25.9
    4.214 | 5  |    1.006   -0.149   -0.139 |   -134.1    -78.8    -31.7
    4.249 | 1  |    0.264    0.509   -0.773 |    138.9    -12.4    -76.3
    4.249 | 2  |    0.856   -0.141    0.260 |    -46.2    -69.1    162.2
    4.249 | 3  |    0.951    0.125    0.240 |     13.0    -74.2   -179.7
    4.249 | 4  |    0.961   -0.122   -0.001 |    119.1    -78.5     27.2
    4.249 | 5  |    1.026   -0.042   -0.127 |   -134.0    -78.7    -30.9
    4.283 | 1  |    0.232    0.526   -0.641 |    136.5    -13.9    -77.0
    4.283 | 2  |    0.796   -0.123    0.252 |    -52.3    -67.9    166.6
    4.283 | 3  |    0.933    0.119    0.260 |     14.2    -74.0    179.5
    4.283 | 4  |    0.960   -0.023   -0.064 |    117.7    -79.8     28.7
    4.283 | 5  |    1.031   -0.066   -0.118 |   -134.8    -78.8    -29.4
    4.317 | 1  |    0.191    0.554   -0.584 |    134.0    -15.2    -77.5
    4.317 | 2  |    0.773   -0.116    0.234 |    -58.2    -66.1    169.9
    4.317 | 3  |    0.950    0.125    0.289 |     14.8    -73.5    179.3
    4.317 | 4  |    0.911   -0.164   -0.284 |    130.6    -81.8     16.3
    4.317 | 5  |    1.027   -0.071   -0.089 |   -134.1    -78.7    -29.7
    4.352 | 1  |    0.273    0.602   -0.497 |    130.1    -17.1    -78.3
    4.352 | 2  |    0.730   -0.256    0.164 |    -63.6    -64.0    172.9
    4.352 | 3  |    0.988    0.122    0.292 |     15.3    -73.2    178.2
    4.352 | 4  |    0.958   -0.128   -0.380 |    155.6    -81.8     -6.2
    4.352 | 5  |    1.016   -0.140   -0.073 |   -131.8    -78.4    -33.0
    4.386 | 1  |    0.323    0.627   -0.472 |    128.2    -18.7    -78.6
    4.386 | 2  |    0.719   -0.403    0.077 |    -70.9    -61.3    177.3
    4.386 | 3  |    0.989    0.089    0.242 |     15.9    -73.0    179.0
    4.386 | 4  |    0.972    0.184   -0.247 |    163.2    -80.5    -12.3
    4.386 | 5  |    1.015   -0.165   -0.132 |   -128.7    -77.6    -34.9
    4.420 | 1  |    0.317    0.769   -0.459 |    124.2    -21.6    -78.5
    4.420 | 2  |    0.746   -0.561   -0.054 |    -81.5    -57.4   -176.2
    4.420 | 3  |    0.960    0.091    0.237 |     16.2    -73.1    179.0
    4.420 | 4  |    1.090    0.067   -0.175 |    163.3    -80.6    -12.9
    4.420 | 5  |    1.018   -0.166   -0.147 |   -127.7    -76.9    -36.1
    4.454 | 1  |    0.365    0.797   -0.367 |    120.8    -23.6    -78.0
    4.454 | 2  |    0.714   -0.646   -0.146 |    -88.7    -54.1   -172.0
    4.454 | 3  |    1.025    0.099    0.250 |     16.9    -73.2    178.7
    4.454 | 4  |    1.153    0.104   -0.019 |    164.5    -82.3    -11.8
    4.454 | 5  |    1.043   -0.145   -0.146 |   -127.4    -76.1    -36.9
    4.488 | 1  |    0.492    0.768   -0.348 |    116.5    -27.7    -76.8
    4.488 | 2  |    0.684   -0.696   -0.208 |    -94.9    -49.5   -167.4
    4.488 | 3  |    1.108    0.008    0.222 |     16.1    -73.7    179.9
    4.488 | 4  |    1.008    0.209    0.040 |    150.1    -83.5      0.7
    4.488 | 5  |    1.031   -0.162   -0.187 |   -127.6    -75.6    -36.9
    4.523 | 1  |    0.503    0.752   -0.258 |    114.1    -30.0    -75.8
    4.523 | 2  |    0.629   -0.728   -0.291 |   -101.8    -46.2   -164.5
    4.523 | 3  |    0.994   -0.059    0.183 |     12.4    -74.7   -176.0
    4.523 | 4  |    0.958    0.135    0.064 |    130.1    -84.3     18.1
    4.523 | 5  |    1.006   -0.228   -0.232 |   -127.7    -73.9    -36.9
    4.557 | 1  |    0.526    0.715   -0.239 |    110.5    -33.0    -74.2
    4.557 | 2  |    0.616   -0.713   -0.316 |   -106.4    -42.9   -161.8
    4.557 | 3  |    0.941   -0.021    0.210 |     10.0    -75.3   -173.4
    4.557 | 4  |    1.015    0.173   -0.044 |    105.1    -84.5     41.1
    4.557 | 5  |    0.994   -0.197   -0.138 |   -126.6    -73.3    -37.7
    4.591 | 1  |    0.755    0.611   -0.143 |    106.5    -38.1    -73.1
    4.591 | 2  |    0.586   -0.673   -0.305 |   -110.8    -39.4   -159.7
    4.591 | 3  |    0.992   -0.022    0.254 |      8.3    -75.5   -170.5
    4.591 | 4  |    1.007    0.034   -0.039 |    100.1    -84.7     44.1
    4.591 | 5  |    1.001   -0.247   -0.053 |   -123.3    -72.9    -40.0
    4.625 | 1  |    0.667    0.627   -0.074 |    102.2    -41.7    -71.0
    4.625 | 2  |    0.474   -0.646   -0.333 |   -113.6    -36.9   -158.7
    4.625 | 3  |    1.002   -0.079    0.229 |      4.7    -75.8   -167.4
