
IMU Data Stream (50Hz)

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
    2.360 | 2  |    0.994    0.095    0.059 |     56.7    -81.8    175.3
    2.360 | 3  |    0.998   -0.006    0.221 |     -0.5    -76.8    118.6
    2.360 | 4  |    1.009    0.003   -0.014 |   -143.1    -85.3    127.1
    2.360 | 5  |    1.022   -0.068   -0.127 |   -152.1    -80.7     15.6
    2.394 | 1  |    0.982   -0.104    0.083 |    -51.5    -81.5    155.7
    2.394 | 2  |    0.984    0.094    0.063 |     56.0    -81.9    176.0
    2.394 | 3  |    0.995    0.004    0.223 |     -0.6    -76.8    118.7
    2.394 | 4  |    1.008   -0.001   -0.010 |   -143.0    -85.3    126.6
    2.394 | 5  |    1.020   -0.064   -0.121 |   -151.8    -80.7     15.3
    2.428 | 1  |    0.986   -0.103    0.071 |    -52.2    -81.4    156.4
    2.428 | 2  |    0.973    0.090    0.063 |     54.6    -82.0    177.4
    2.428 | 3  |    0.996    0.001    0.216 |     -0.6    -76.8    118.7
    2.428 | 4  |    1.007   -0.001   -0.004 |   -135.2    -85.3    119.0
    2.428 | 5  |    1.020   -0.069   -0.122 |   -151.5    -80.8     15.0
    2.463 | 1  |    1.005   -0.104    0.068 |    -53.2    -81.3    157.5
    2.463 | 2  |    0.972    0.083    0.061 |     53.9    -82.1    178.1
    2.463 | 3  |    1.001    0.004    0.216 |     -0.6    -76.8    118.7
    2.463 | 4  |    1.008    0.000   -0.003 |   -124.0    -85.3    108.2
    2.463 | 5  |    1.022   -0.065   -0.125 |   -151.5    -80.8     14.9
    2.497 | 1  |    1.011   -0.112    0.066 |    -54.3    -81.2    158.6
    2.497 | 2  |    0.977    0.080    0.058 |     53.2    -82.2    178.8
    2.497 | 3  |    1.003    0.003    0.220 |     -0.5    -76.8    118.7
    2.497 | 4  |    1.011    0.004   -0.008 |   -126.0    -85.3    109.6
    2.497 | 5  |    1.021   -0.070   -0.129 |   -151.4    -80.8     14.7
    2.531 | 1  |    1.017   -0.111    0.063 |    -55.3    -81.2    159.7
    2.531 | 2  |    0.980    0.088    0.060 |     53.1    -82.3    178.9
    2.531 | 3  |    1.001    0.007    0.219 |     -0.3    -76.8    118.4
    2.531 | 4  |    1.010   -0.010   -0.008 |   -121.5    -85.3    106.1
    2.531 | 5  |    1.021   -0.065   -0.131 |   -151.6    -80.8     14.9
    2.565 | 1  |    1.015   -0.106    0.054 |    -56.2    -81.2    160.5
    2.565 | 2  |    0.992    0.094    0.068 |     52.8    -82.2    179.2
    2.565 | 3  |    1.004    0.012    0.213 |      0.1    -76.8    118.0
    2.565 | 4  |    1.010   -0.005   -0.013 |   -121.9    -85.3    106.9
    2.565 | 5  |    1.021   -0.067   -0.129 |   -151.7    -80.7     14.9
    2.599 | 1  |    1.011   -0.101    0.057 |    -57.0    -81.3    161.7
    2.599 | 2  |    0.991    0.089    0.068 |     52.1    -82.1    180.0
    2.599 | 3  |    0.999    0.002    0.225 |      0.2    -76.7    117.9
    2.599 | 4  |    1.009   -0.003   -0.009 |   -121.8    -85.3    106.9
    2.599 | 5  |    1.020   -0.065   -0.128 |   -151.8    -80.7     15.0
    2.633 | 1  |    0.998   -0.105    0.055 |    -58.1    -81.4    162.5
    2.633 | 2  |    1.010    0.096    0.068 |     52.2    -82.1    179.9
    2.633 | 3  |    1.002   -0.008    0.219 |     -0.1    -76.7    118.2
    2.633 | 4  |    1.010   -0.002   -0.006 |   -119.1    -85.3    104.4
    2.633 | 5  |    1.021   -0.072   -0.131 |   -151.7    -80.7     14.8
    2.667 | 1  |    0.991   -0.108    0.063 |    -58.4    -81.4    162.9
    2.667 | 2  |    1.026    0.096    0.068 |     52.3    -82.1    179.9
    2.667 | 3  |    1.008   -0.004    0.214 |     -0.3    -76.7    118.3
    2.667 | 4  |    1.011   -0.002   -0.006 |   -118.7    -85.3    103.9
    2.667 | 5  |    1.019   -0.083   -0.138 |   -151.3    -80.6     14.4
    2.702 | 1  |    0.984   -0.104    0.071 |    -58.3    -81.4    162.6
    2.702 | 2  |    1.020    0.091    0.064 |     52.2    -82.1    179.9
    2.702 | 3  |    0.999   -0.005    0.215 |     -0.5    -76.7    118.4
    2.702 | 4  |    1.010   -0.001   -0.009 |   -119.9    -85.3    106.6
    2.702 | 5  |    1.020   -0.078   -0.134 |   -150.8    -80.5     14.1
    2.736 | 1  |    0.988   -0.113    0.068 |    -58.6    -81.3    162.8
    2.736 | 2  |    1.032    0.088    0.066 |     52.6    -82.2    179.5
    2.736 | 3  |    1.001   -0.007    0.213 |     -0.6    -76.8    118.6
    2.736 | 4  |    1.008   -0.005   -0.011 |   -124.3    -85.3    109.2
    2.736 | 5  |    1.023   -0.052   -0.136 |   -151.7    -80.6     15.1
    2.770 | 1  |    0.992   -0.113    0.069 |    -58.8    -81.2    163.1
    2.770 | 2  |    1.009    0.087    0.067 |     51.7    -82.3   -179.6
    2.770 | 3  |    1.004   -0.010    0.213 |     -1.0    -76.8    119.0
    2.770 | 4  |    1.008   -0.007   -0.013 |   -125.4    -85.3    110.5
    2.770 | 5  |    1.021   -0.069   -0.135 |   -151.9    -80.5     15.3
    2.804 | 1  |    1.006   -0.113    0.065 |    -59.1    -81.1    163.3
    2.804 | 2  |    0.977    0.088    0.065 |     51.4    -82.3   -179.3
    2.804 | 3  |    0.995    0.004    0.220 |     -0.9    -76.8    119.0
    2.804 | 4  |    1.007   -0.006   -0.017 |   -129.6    -85.2    114.8
    2.804 | 5  |    1.018   -0.079   -0.139 |   -152.0    -80.5     15.4
    2.838 | 1  |    1.006   -0.112    0.063 |    -59.3    -81.1    163.4
    2.838 | 2  |    0.993    0.085    0.064 |     51.5    -82.4   -179.5
    2.838 | 3  |    0.998    0.004    0.220 |     -0.7    -76.7    118.7
    2.838 | 4  |    1.009   -0.001   -0.014 |   -133.3    -85.2    118.4
    2.838 | 5  |    1.018   -0.078   -0.134 |   -151.3    -80.4     14.8
    2.871 | 1  |    1.008   -0.116    0.066 |    -59.4    -81.0    163.5
    2.871 | 2  |    0.981    0.082    0.063 |     50.4    -82.3   -178.3
    2.871 | 3  |    1.004   -0.000    0.215 |     -0.6    -76.7    118.7
    2.871 | 4  |    1.008   -0.002   -0.010 |   -134.4    -85.2    119.0
    2.871 | 5  |    1.022   -0.061   -0.132 |   -151.4    -80.5     15.2
    2.905 | 1  |    1.007   -0.120    0.063 |    -59.5    -80.9    163.6
    2.905 | 2  |    0.991    0.083    0.063 |     50.1    -82.3   -178.1
    2.905 | 3  |    0.999    0.001    0.215 |     -0.5    -76.8    118.6
    2.905 | 4  |    1.009   -0.005   -0.009 |   -132.0    -85.2    117.2
    2.905 | 5  |    1.022   -0.059   -0.131 |   -152.0    -80.5     15.7
    2.939 | 1  |    1.009   -0.114    0.062 |    -59.5    -80.9    163.8
    2.939 | 2  |    0.998    0.080    0.063 |     50.1    -82.4   -177.9
    2.939 | 3  |    1.001    0.001    0.218 |     -0.4    -76.7    118.5
    2.939 | 4  |    1.011   -0.000   -0.014 |   -134.9    -85.2    120.0
    2.939 | 5  |    1.021   -0.063   -0.133 |   -152.3    -80.5     16.0
    2.973 | 1  |    1.005   -0.117    0.059 |    -59.7    -81.0    163.9
    2.973 | 2  |    1.004    0.087    0.057 |     50.4    -82.4   -178.4
    2.973 | 3  |    1.001    0.000    0.220 |     -0.3    -76.7    118.4
    2.973 | 4  |    1.009   -0.003   -0.019 |   -141.2    -85.2    126.2
    2.973 | 5  |    1.021   -0.068   -0.132 |   -152.4    -80.5     16.0
    3.008 | 1  |    0.991   -0.113    0.058 |    -59.8    -81.0    164.0
    3.008 | 2  |    1.003    0.085    0.058 |     50.6    -82.4   -178.6
    3.008 | 3  |    1.000    0.003    0.219 |     -0.2    -76.7    118.3
    3.008 | 4  |    1.010   -0.000   -0.016 |   -142.8    -85.2    127.9
    3.008 | 5  |    1.023   -0.063   -0.135 |   -152.5    -80.5     16.1
    3.042 | 1  |    0.984   -0.111    0.054 |    -59.9    -81.1    164.3
    3.042 | 2  |    0.995    0.085    0.053 |     50.8    -82.4   -178.9
    3.042 | 3  |    1.001    0.002    0.219 |     -0.1    -76.7    118.2
    3.042 | 4  |    1.008   -0.003   -0.014 |   -142.8    -85.2    127.8
    3.042 | 5  |    1.021   -0.067   -0.134 |   -152.5    -80.5     16.1
    3.077 | 1  |    0.976   -0.112    0.051 |    -60.4    -81.1    164.8
    3.077 | 2  |    0.993    0.088    0.052 |     51.5    -82.4   -179.6
    3.077 | 3  |    0.998    0.002    0.219 |      0.0    -76.6    118.1
    3.077 | 4  |    1.010   -0.003   -0.015 |   -141.8    -85.2    126.7
    3.077 | 5  |    1.023   -0.057   -0.131 |   -152.7    -80.6     16.3
    3.111 | 1  |    0.973   -0.107    0.051 |    -61.2    -81.1    165.6
    3.111 | 2  |    0.989    0.081    0.055 |     51.5    -82.4   -179.6
    3.111 | 3  |    0.997   -0.004    0.224 |     -0.2    -76.6    118.3
    3.111 | 4  |    1.008   -0.006   -0.017 |   -140.1    -85.2    125.3
    3.111 | 5  |    1.022   -0.062   -0.137 |   -153.1    -80.6     16.4
    3.145 | 1  |    0.983   -0.114    0.053 |    -61.9    -81.0    166.3
    3.145 | 2  |    0.987    0.087    0.058 |     52.1    -82.3    179.9
    3.145 | 3  |    0.998   -0.005    0.227 |     -0.5    -76.5    118.6
    3.145 | 4  |    1.011   -0.003   -0.014 |   -140.0    -85.2    125.2
    3.145 | 5  |    1.020   -0.072   -0.134 |   -152.9    -80.6     16.1
    3.179 | 1  |    0.986   -0.116    0.058 |    -62.1    -80.9    166.5
    3.179 | 2  |    0.992    0.087    0.052 |     52.5    -82.3    179.5
    3.179 | 3  |    1.002   -0.001    0.222 |     -0.7    -76.5    118.8
    3.179 | 4  |    1.010   -0.003   -0.015 |   -140.2    -85.2    125.4
    3.179 | 5  |    1.019   -0.079   -0.139 |   -152.4    -80.5     15.5
    3.214 | 1  |    1.001   -0.129    0.068 |    -62.3    -80.8    166.5
    3.214 | 2  |    1.001    0.087    0.050 |     53.1    -82.3    179.0
    3.214 | 3  |    1.003    0.004    0.212 |     -0.6    -76.5    118.7
    3.214 | 4  |    1.005   -0.002   -0.013 |   -138.1    -85.2    123.3
    3.214 | 5  |    1.019   -0.066   -0.132 |   -151.8    -80.5     14.9
    3.248 | 1  |    1.011   -0.127    0.068 |    -62.5    -80.6    166.7
    3.248 | 2  |    0.996    0.082    0.050 |     53.4    -82.3    178.7
    3.248 | 3  |    0.992   -0.004    0.215 |     -0.7    -76.5    118.9
    3.248 | 4  |    1.007   -0.005   -0.007 |   -134.1    -85.2    119.3
    3.248 | 5  |    1.018   -0.067   -0.130 |   -151.8    -80.5     15.0
    3.283 | 1  |    0.999   -0.115    0.083 |    -61.7    -80.5    165.9
    3.283 | 2  |    1.010    0.083    0.061 |     53.9    -82.3    178.3
    3.283 | 3  |    1.001   -0.006    0.212 |     -1.0    -76.5    119.1
    3.283 | 4  |    1.012   -0.003   -0.011 |   -131.5    -85.2    116.8
    3.283 | 5  |    1.021   -0.063   -0.128 |   -151.9    -80.6     15.0
    3.318 | 1  |    0.994   -0.126    0.101 |    -61.1    -80.5    165.3
    3.318 | 2  |    1.004    0.088    0.067 |     54.4    -82.3    178.0
    3.318 | 3  |    1.001   -0.004    0.212 |     -1.3    -76.6    119.4
    3.318 | 4  |    1.012    0.001   -0.017 |   -135.3    -85.2    120.4
    3.318 | 5  |    1.020   -0.066   -0.132 |   -152.0    -80.6     15.1
    3.353 | 1  |    0.995   -0.133    0.089 |    -61.4    -80.4    165.8
    3.353 | 2  |    0.995    0.097    0.073 |     55.6    -82.2    176.9
    3.353 | 3  |    0.986   -0.005    0.230 |     -1.5    -76.5    119.7
    3.353 | 4  |    1.008   -0.003   -0.025 |   -141.9    -85.2    126.9
    3.353 | 5  |    1.019   -0.065   -0.134 |   -152.1    -80.6     15.1
    3.388 | 1  |    0.952   -0.131    0.071 |    -60.6    -80.3    165.1
    3.388 | 2  |    1.000    0.084    0.060 |     56.4    -82.3    176.1
    3.388 | 3  |    0.999   -0.002    0.230 |     -1.6    -76.4    119.8
    3.388 | 4  |    1.007   -0.006   -0.019 |   -143.0    -85.2    127.9
    3.388 | 5  |    1.020   -0.068   -0.138 |   -152.1    -80.6     15.1
    3.423 | 1  |    0.992   -0.146    0.043 |    -62.9    -80.2    167.7
    3.423 | 2  |    1.041    0.094    0.066 |     56.8    -82.3    175.9
    3.423 | 3  |    1.008    0.005    0.226 |     -1.4    -76.4    119.5
    3.423 | 4  |    1.011   -0.004   -0.005 |   -135.1    -85.2    120.0
    3.423 | 5  |    1.021   -0.070   -0.135 |   -151.9    -80.5     14.8
    3.458 | 1  |    1.015   -0.145    0.024 |    -65.2    -80.1    170.2
    3.458 | 2  |    1.015    0.109    0.069 |     55.8    -82.1    177.2
    3.458 | 3  |    1.013   -0.008    0.233 |     -1.4    -76.3    119.5
    3.458 | 4  |    1.010    0.000    0.002 |   -128.1    -85.3    112.9
    3.458 | 5  |    1.024   -0.068   -0.132 |   -151.8    -80.5     14.6
    3.493 | 1  |    1.048   -0.145    0.025 |    -67.9    -80.0    173.0
    3.493 | 2  |    1.013    0.102    0.081 |     55.3    -82.1    178.1
    3.493 | 3  |    1.002   -0.029    0.233 |     -2.2    -76.3    120.3
    3.493 | 4  |    1.007   -0.007    0.004 |   -107.5    -85.3     93.8
    3.493 | 5  |    1.018   -0.074   -0.132 |   -151.5    -80.5     14.2
    3.527 | 1  |    1.047   -0.146    0.027 |    -68.7    -80.0    173.7
    3.527 | 2  |    0.995    0.096    0.063 |     53.9    -82.0    179.2
    3.527 | 3  |    0.995   -0.002    0.226 |     -2.2    -76.2    120.4
    3.527 | 4  |    1.008   -0.010   -0.001 |    -98.4    -85.3     85.5
    3.527 | 5  |    1.020   -0.078   -0.130 |   -150.9    -80.5     13.7
    3.560 | 1  |    1.031   -0.139    0.045 |    -68.5    -80.1    173.6
    3.560 | 2  |    0.989    0.090    0.053 |     53.8    -82.1    179.2
    3.560 | 3  |    1.003    0.014    0.232 |     -1.4    -76.2    119.7
    3.560 | 4  |    1.009   -0.006   -0.010 |   -102.7    -85.3     89.6
    3.560 | 5  |    1.021   -0.067   -0.130 |   -150.9    -80.5     13.7
    3.595 | 1  |    1.011   -0.138    0.051 |    -67.9    -80.2    173.0
    3.595 | 2  |    0.981    0.096    0.055 |     53.6    -82.1    179.4
    3.595 | 3  |    1.001    0.004    0.237 |     -1.1    -76.1    119.4
    3.595 | 4  |    1.011   -0.004   -0.016 |   -110.5    -85.3     96.8
    3.595 | 5  |    1.021   -0.067   -0.133 |   -151.0    -80.5     13.9
    3.629 | 1  |    0.990   -0.136    0.060 |    -66.3    -80.2    171.5
    3.629 | 2  |    0.988    0.089    0.053 |     53.3    -82.1    179.7
    3.629 | 3  |    0.994   -0.007    0.232 |     -1.2    -75.9    119.5
    3.629 | 4  |    1.009   -0.002   -0.018 |   -118.4    -85.2    104.2
    3.629 | 5  |    1.020   -0.065   -0.129 |   -151.3    -80.5     14.1
    3.664 | 1  |    0.962   -0.143    0.070 |    -65.0    -80.1    170.1
    3.664 | 2  |    0.987    0.089    0.055 |     52.5    -82.0   -179.2
    3.664 | 3  |    0.992   -0.006    0.230 |     -1.3    -75.9    119.5
    3.664 | 4  |    1.007   -0.002   -0.012 |   -121.0    -85.2    106.6
    3.664 | 5  |    1.019   -0.066   -0.128 |   -151.3    -80.6     14.1
    3.698 | 1  |    0.970   -0.143    0.068 |    -64.3    -80.0    169.5
    3.698 | 2  |    0.989    0.071    0.062 |     51.1    -82.1   -178.0
    3.698 | 3  |    0.998   -0.007    0.232 |     -1.4    -75.9    119.6
    3.698 | 4  |    1.009   -0.001   -0.006 |   -118.6    -85.3    103.0
    3.698 | 5  |    1.022   -0.073   -0.131 |   -151.2    -80.6     14.0
    3.733 | 1  |    0.983   -0.143    0.056 |    -64.3    -79.9    169.6
    3.733 | 2  |    0.988    0.080    0.072 |     49.8    -82.1   -176.6
    3.733 | 3  |    1.001   -0.012    0.231 |     -1.6    -75.9    119.7
    3.733 | 4  |    1.010    0.000   -0.007 |   -115.8    -85.3    101.4
    3.733 | 5  |    1.019   -0.070   -0.135 |   -151.1    -80.5     13.8
    3.767 | 1  |    1.005   -0.143    0.046 |    -65.1    -79.8    170.4
    3.767 | 2  |    0.994    0.085    0.078 |     48.9    -81.9   -175.5
    3.767 | 3  |    0.999   -0.014    0.238 |     -1.9    -75.8    120.0
    3.767 | 4  |    1.012   -0.015   -0.008 |   -110.1    -85.3     96.2
    3.767 | 5  |    1.021   -0.069   -0.138 |   -151.2    -80.5     13.8
    3.801 | 1  |    1.019   -0.134    0.042 |    -65.7    -79.9    171.0
    3.801 | 2  |    1.015    0.099    0.093 |     48.1    -81.7   -174.6
    3.801 | 3  |    0.999   -0.009    0.237 |     -2.0    -75.7    120.0
    3.801 | 4  |    1.010   -0.007   -0.010 |   -107.1    -85.3     93.5
    3.801 | 5  |    1.021   -0.074   -0.139 |   -151.3    -80.4     13.9
    3.835 | 1  |    1.015   -0.141    0.054 |    -65.7    -79.9    170.9
    3.835 | 2  |    1.015    0.103    0.093 |     47.3    -81.5   -173.8
    3.835 | 3  |    1.002   -0.008    0.237 |     -2.0    -75.7    120.0
    3.835 | 4  |    1.008   -0.009   -0.010 |   -106.8    -85.2     93.2
    3.835 | 5  |    1.020   -0.074   -0.138 |   -151.3    -80.4     13.8
    3.868 | 1  |    1.013   -0.142    0.061 |    -65.2    -79.9    170.4
    3.868 | 2  |    1.024    0.099    0.085 |     46.5    -81.4   -173.0
    3.868 | 3  |    1.000   -0.003    0.236 |     -1.9    -75.7    119.8
    3.868 | 4  |    1.009   -0.009   -0.007 |   -104.5    -85.2     91.2
    3.868 | 5  |    1.019   -0.070   -0.129 |   -151.2    -80.4     13.6
    3.903 | 1  |    1.011   -0.140    0.071 |    -64.3    -79.9    169.4
    3.903 | 2  |    1.026    0.096    0.078 |     46.3    -81.4   -172.8
    3.903 | 3  |    1.000   -0.010    0.239 |     -1.9    -75.7    119.8
    3.903 | 4  |    1.011   -0.004   -0.005 |   -101.1    -85.2     88.0
    3.903 | 5  |    1.021   -0.070   -0.130 |   -150.9    -80.5     13.5
    3.937 | 1  |    0.992   -0.141    0.071 |    -63.3    -79.9    168.3
    3.937 | 2  |    1.019    0.098    0.078 |     46.0    -81.4   -172.6
    3.937 | 3  |    0.999   -0.014    0.233 |     -2.3    -75.7    120.1
    3.937 | 4  |    1.011   -0.004   -0.007 |   -102.2    -85.3     89.0
    3.937 | 5  |    1.018   -0.080   -0.136 |   -150.6    -80.4     13.2
    3.971 | 1  |    0.982   -0.137    0.074 |    -61.9    -79.9    166.8
    3.971 | 2  |    1.020    0.097    0.083 |     45.5    -81.4   -172.1
    3.971 | 3  |    0.998   -0.011    0.236 |     -2.5    -75.7    120.3
    3.971 | 4  |    1.008   -0.006   -0.011 |   -105.0    -85.3     91.6
    3.971 | 5  |    1.022   -0.065   -0.132 |   -150.9    -80.5     13.5
    4.005 | 1  |    0.974   -0.135    0.070 |    -61.1    -79.9    166.0
    4.005 | 2  |    1.016    0.091    0.088 |     44.7    -81.4   -171.3
    4.005 | 3  |    0.997   -0.013    0.234 |     -2.7    -75.7    120.5
    4.005 | 4  |    1.009   -0.004   -0.014 |   -108.4    -85.3     94.7
    4.005 | 5  |    1.022   -0.070   -0.137 |   -151.1    -80.5     13.7
    4.039 | 1  |    0.975   -0.137    0.074 |    -60.4    -79.8    165.3
    4.039 | 2  |    1.014    0.091    0.084 |     43.2    -81.4   -169.9
    4.039 | 3  |    0.994   -0.014    0.230 |     -3.2    -75.7    120.8
    4.039 | 4  |    1.010   -0.005   -0.014 |   -112.9    -85.3     98.9
    4.039 | 5  |    1.020   -0.068   -0.140 |   -151.4    -80.4     14.0
    4.073 | 1  |    0.986   -0.133    0.081 |    -59.7    -79.7    164.5
    4.073 | 2  |    1.001    0.086    0.087 |     42.2    -81.4   -168.9
    4.073 | 3  |    0.995   -0.010    0.229 |     -3.3    -75.8    120.9
    4.073 | 4  |    1.009   -0.003   -0.011 |   -115.1    -85.3    101.0
    4.073 | 5  |    1.020   -0.070   -0.138 |   -151.6    -80.4     14.1
    4.108 | 1  |    0.987   -0.141    0.084 |    -59.0    -79.6    163.8
    4.108 | 2  |    1.000    0.085    0.091 |     40.6    -81.4   -167.3
    4.108 | 3  |    0.995   -0.018    0.236 |     -3.6    -75.7    121.2
    4.108 | 4  |    1.008   -0.005   -0.008 |   -114.0    -85.3     99.9
    4.108 | 5  |    1.022   -0.064   -0.135 |   -151.8    -80.5     14.3
    4.142 | 1  |    0.990   -0.139    0.098 |    -58.0    -79.5    162.7
    4.142 | 2  |    0.982    0.076    0.099 |     39.5    -81.5   -166.1
    4.142 | 3  |    0.990   -0.011    0.237 |     -3.8    -75.7    121.4
    4.142 | 4  |    1.009   -0.002   -0.012 |   -115.2    -85.3    101.0
    4.142 | 5  |    1.020   -0.066   -0.131 |   -151.8    -80.5     14.3
    4.177 | 1  |    0.982   -0.139    0.106 |    -56.9    -79.3    161.6
    4.177 | 2  |    1.021    0.080    0.113 |     38.1    -81.3   -163.7
    4.177 | 3  |    0.989   -0.009    0.236 |     -3.6    -75.7    121.2
    4.177 | 4  |    1.008   -0.004   -0.011 |   -115.5    -85.3    101.8
    4.177 | 5  |    1.019   -0.065   -0.131 |   -151.9    -80.5     14.3
    4.211 | 1  |    0.980   -0.138    0.112 |    -55.6    -79.1    160.3
    4.211 | 2  |    0.931    0.097    0.125 |     35.2    -81.0   -161.8
    4.211 | 3  |    0.989   -0.012    0.231 |     -3.6    -75.7    121.2
    4.211 | 4  |    1.008   -0.006   -0.007 |   -114.2    -85.3    100.0
    4.211 | 5  |    1.020   -0.066   -0.135 |   -151.9    -80.5     14.2
    4.245 | 1  |    0.989   -0.141    0.109 |    -54.8    -79.0    159.5
    4.245 | 2  |    0.996    0.091    0.109 |     35.5    -81.0   -162.3
    4.245 | 3  |    0.998   -0.010    0.239 |     -3.5    -75.7    121.1
    4.245 | 4  |    1.008   -0.005   -0.004 |   -109.0    -85.3     95.2
    4.245 | 5  |    1.021   -0.071   -0.135 |   -151.7    -80.5     14.0
    4.280 | 1  |    1.001   -0.145    0.095 |    -55.0    -78.9    159.9
    4.280 | 2  |    1.001    0.084    0.095 |     35.6    -81.0   -162.7
    4.280 | 3  |    1.001   -0.003    0.240 |     -3.3    -75.7    120.9
    4.280 | 4  |    1.010   -0.004   -0.007 |   -103.7    -85.3     90.3
    4.280 | 5  |    1.021   -0.074   -0.134 |   -151.4    -80.5     13.6
    4.314 | 1  |    1.030   -0.146    0.074 |    -55.6    -78.9    160.6
    4.314 | 2  |    1.000    0.075    0.060 |     36.4    -81.3   -163.8
