
IMU Data Stream (50Hz)

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
    0.583 | 2  |    0.999    0.085    0.081 |     44.0    -81.9   -169.3
    0.583 | 3  |    0.994   -0.021    0.246 |     -3.7    -75.6    123.1
    0.583 | 4  |    1.011   -0.007    0.000 |    -61.0    -85.3     51.5
    0.583 | 5  |    1.023   -0.070   -0.123 |   -149.0    -81.0     13.0
    0.617 | 1  |    1.001   -0.163    0.105 |    -53.5    -77.4    156.7
    0.617 | 2  |    1.001    0.083    0.088 |     43.5    -81.8   -168.9
    0.617 | 3  |    0.998   -0.011    0.238 |     -3.7    -75.6    123.1
    0.617 | 4  |    1.011    0.000   -0.001 |    -58.8    -85.3     49.5
    0.617 | 5  |    1.025   -0.076   -0.127 |   -148.9    -81.0     12.9
    0.651 | 1  |    0.999   -0.165    0.102 |    -53.7    -77.5    157.0
    0.651 | 2  |    1.004    0.085    0.086 |     43.2    -81.8   -168.6
    0.651 | 3  |    1.000   -0.014    0.234 |     -3.6    -75.6    123.0
    0.651 | 4  |    1.008   -0.003   -0.002 |    -59.2    -85.3     50.1
    0.651 | 5  |    1.022   -0.066   -0.122 |   -149.0    -81.0     13.0
    0.685 | 1  |    0.991   -0.161    0.109 |    -53.9    -77.5    157.1
    0.685 | 2  |    1.002    0.086    0.086 |     43.1    -81.7   -168.5
    0.685 | 3  |    0.996   -0.019    0.234 |     -3.7    -75.6    123.1
    0.685 | 4  |    1.007   -0.003   -0.002 |    -60.1    -85.3     51.1
    0.685 | 5  |    1.022   -0.068   -0.119 |   -149.1    -81.0     13.0
    0.719 | 1  |    0.987   -0.162    0.116 |    -53.9    -77.6    157.0
    0.719 | 2  |    0.994    0.086    0.085 |     43.1    -81.7   -168.6
    0.719 | 3  |    0.993   -0.009    0.236 |     -3.6    -75.6    122.9
    0.719 | 4  |    1.009   -0.003   -0.000 |    -61.2    -85.3     52.1
    0.719 | 5  |    1.021   -0.071   -0.126 |   -149.1    -81.0     13.0
    0.753 | 1  |    0.983   -0.158    0.123 |    -53.3    -77.6    156.3
    0.753 | 2  |    0.997    0.089    0.083 |     43.2    -81.7   -168.7
    0.753 | 3  |    0.997   -0.009    0.234 |     -3.3    -75.7    122.7
    0.753 | 4  |    1.009   -0.002   -0.008 |    -68.1    -85.3     58.7
    0.753 | 5  |    1.021   -0.066   -0.120 |   -149.2    -81.0     13.2
    0.788 | 1  |    0.975   -0.159    0.130 |    -52.8    -77.5    155.7
    0.788 | 2  |    1.002    0.086    0.089 |     43.5    -81.6   -169.0
    0.788 | 3  |    0.992   -0.018    0.221 |     -3.4    -75.7    122.7
    0.788 | 4  |    1.009    0.002   -0.006 |    -74.3    -85.3     64.7
    0.788 | 5  |    1.022   -0.066   -0.116 |   -149.3    -81.0     13.3
    0.822 | 1  |    0.981   -0.159    0.129 |    -52.5    -77.5    155.4
    0.822 | 2  |    1.015    0.090    0.091 |     43.6    -81.6   -169.1
    0.822 | 3  |    0.993   -0.018    0.228 |     -3.6    -75.8    122.9
    0.822 | 4  |    1.009    0.001    0.000 |    -70.3    -85.3     61.3
    0.822 | 5  |    1.022   -0.065   -0.120 |   -149.5    -81.0     13.4
    0.856 | 1  |    0.987   -0.160    0.133 |    -52.3    -77.5    155.2
    0.856 | 2  |    1.029    0.095    0.092 |     43.5    -81.6   -169.1
    0.856 | 3  |    0.996   -0.008    0.239 |     -3.4    -75.8    122.7
    0.856 | 4  |    1.011    0.000    0.001 |    -63.8    -85.3     55.6
    0.856 | 5  |    1.024   -0.068   -0.120 |   -149.6    -81.0     13.5
    0.890 | 1  |    0.990   -0.163    0.126 |    -52.3    -77.5    155.2
    0.890 | 2  |    0.995    0.089    0.079 |     43.2    -81.6   -168.9
    0.890 | 3  |    1.002   -0.010    0.241 |     -3.2    -75.8    122.6
    0.890 | 4  |    1.010   -0.005   -0.005 |    -67.1    -85.3     58.4
    0.890 | 5  |    1.023   -0.073   -0.126 |   -149.7    -81.0     13.7
    0.924 | 1  |    0.994   -0.157    0.122 |    -52.3    -77.5    155.2
    0.924 | 2  |    1.001    0.086    0.073 |     44.0    -81.7   -169.7
    0.924 | 3  |    1.001   -0.010    0.240 |     -3.1    -75.7    122.4
    0.924 | 4  |    1.011    0.000   -0.016 |    -86.1    -85.3     75.2
    0.924 | 5  |    1.023   -0.068   -0.127 |   -149.8    -80.9     13.8
    0.958 | 1  |    0.996   -0.154    0.105 |    -52.5    -77.7    155.5
    0.958 | 2  |    0.988    0.091    0.065 |     45.0    -81.8   -170.9
    0.958 | 3  |    0.993   -0.004    0.242 |     -2.8    -75.7    122.1
    0.958 | 4  |    1.010   -0.003   -0.017 |   -111.0    -85.3     96.9
    0.958 | 5  |    1.023   -0.067   -0.124 |   -150.0    -80.9     13.9
    0.992 | 1  |    0.995   -0.148    0.099 |    -53.1    -77.9    156.2
    0.992 | 2  |    0.976    0.086    0.063 |     45.8    -81.9   -171.8
    0.992 | 3  |    0.993   -0.011    0.238 |     -2.7    -75.7    122.0
    0.992 | 4  |    1.008   -0.003   -0.006 |   -110.0    -85.3     96.0
    0.992 | 5  |    1.022   -0.068   -0.125 |   -150.1    -80.9     13.9
    1.027 | 1  |    0.987   -0.152    0.099 |    -53.5    -78.0    156.5
    1.027 | 2  |    0.976    0.085    0.060 |     47.5    -82.0   -173.5
    1.027 | 3  |    0.993   -0.009    0.239 |     -2.7    -75.7    122.0
    1.027 | 4  |    1.009   -0.001   -0.003 |   -101.6    -85.3     86.9
    1.027 | 5  |    1.023   -0.072   -0.123 |   -149.9    -80.9     13.7
    1.060 | 1  |    0.982   -0.150    0.104 |    -53.8    -78.1    156.8
    1.060 | 2  |    0.995    0.083    0.059 |     48.6    -82.0   -174.7
    1.060 | 3  |    0.997   -0.010    0.233 |     -2.6    -75.7    121.9
    1.060 | 4  |    1.009   -0.001   -0.003 |    -94.9    -85.3     82.8
    1.060 | 5  |    1.022   -0.069   -0.124 |   -149.8    -80.9     13.7
    1.095 | 1  |    0.989   -0.153    0.112 |    -53.9    -78.2    156.9
    1.095 | 2  |    0.986    0.090    0.063 |     49.3    -82.0   -175.4
    1.095 | 3  |    1.001   -0.011    0.230 |     -2.6    -75.8    121.9
    1.095 | 4  |    1.011   -0.000   -0.002 |    -86.4    -85.3     75.6
    1.095 | 5  |    1.022   -0.068   -0.124 |   -149.8    -80.9     13.7
    1.129 | 1  |    0.984   -0.159    0.119 |    -53.8    -78.2    156.8
    1.129 | 2  |    1.015    0.089    0.064 |     50.8    -82.0   -177.0
    1.129 | 3  |    0.997   -0.020    0.233 |     -2.8    -75.8    122.1
    1.129 | 4  |    1.007   -0.000   -0.004 |    -83.6    -85.3     73.4
    1.129 | 5  |    1.021   -0.063   -0.124 |   -150.1    -81.0     14.0
    1.163 | 1  |    1.014   -0.164    0.128 |    -54.0    -78.1    156.9
    1.163 | 2  |    1.006    0.073    0.060 |     50.9    -82.1   -177.0
    1.163 | 3  |    0.996   -0.013    0.234 |     -2.9    -75.9    122.2
    1.163 | 4  |    1.010   -0.002   -0.003 |    -82.4    -85.3     72.2
    1.163 | 5  |    1.022   -0.068   -0.125 |   -150.1    -80.9     14.1
    1.197 | 1  |    1.017   -0.166    0.126 |    -54.0    -78.0    157.0
    1.197 | 2  |    1.005    0.081    0.059 |     51.0    -82.2   -177.3
    1.197 | 3  |    1.002   -0.007    0.230 |     -2.6    -75.9    122.0
    1.197 | 4  |    1.010   -0.001   -0.006 |    -91.3    -85.3     80.0
    1.197 | 5  |    1.024   -0.065   -0.129 |   -150.2    -80.9     14.2
    1.231 | 1  |    1.029   -0.164    0.124 |    -54.0    -78.1    157.0
    1.231 | 2  |    0.979    0.085    0.057 |     51.5    -82.3   -177.7
    1.231 | 3  |    1.001   -0.001    0.224 |     -2.2    -76.0    121.4
    1.231 | 4  |    1.008    0.001   -0.015 |   -109.7    -85.3     96.0
    1.231 | 5  |    1.022   -0.061   -0.124 |   -150.4    -80.9     14.4
    1.266 | 1  |    1.032   -0.166    0.117 |    -54.0    -78.2    157.0
    1.266 | 2  |    0.984    0.082    0.064 |     52.1    -82.3   -178.2
    1.266 | 3  |    1.000   -0.005    0.230 |     -1.6    -76.1    121.1
    1.266 | 4  |    1.007   -0.002   -0.012 |   -121.4    -85.3    106.6
    1.266 | 5  |    1.023   -0.064   -0.124 |   -150.6    -81.0     14.7
    1.300 | 1  |    1.022   -0.162    0.101 |    -54.0    -78.4    157.2
    1.300 | 2  |    0.977    0.085    0.073 |     52.1    -82.2   -178.1
    1.300 | 3  |    1.000   -0.004    0.225 |     -1.3    -76.2    120.7
    1.300 | 4  |    1.009    0.000   -0.005 |   -121.1    -85.3    106.3
    1.300 | 5  |    1.020   -0.068   -0.117 |   -150.5    -81.0     14.6
    1.334 | 1  |    1.035   -0.145    0.087 |    -54.0    -78.8    157.3
    1.334 | 2  |    0.988    0.099    0.073 |     53.0    -82.0   -179.0
    1.334 | 3  |    1.004    0.005    0.227 |     -0.6    -76.2    120.0
    1.334 | 4  |    1.008    0.001   -0.005 |   -120.1    -85.3    105.2
    1.334 | 5  |    1.020   -0.065   -0.119 |   -150.3    -81.1     14.3
    1.367 | 1  |    1.035   -0.132    0.086 |    -52.8    -79.1    156.2
    1.367 | 2  |    1.014    0.093    0.075 |     54.2    -81.9    179.8
    1.367 | 3  |    0.994    0.005    0.223 |      0.0    -76.3    119.3
    1.367 | 4  |    1.011   -0.002   -0.006 |   -118.6    -85.3    103.9
    1.367 | 5  |    1.020   -0.073   -0.125 |   -150.1    -81.0     14.1
    1.401 | 1  |    1.002   -0.132    0.091 |    -50.6    -79.5    154.0
    1.401 | 2  |    1.035    0.111    0.071 |     55.3    -81.8    178.7
    1.401 | 3  |    0.996   -0.003    0.225 |      0.4    -76.3    118.9
    1.401 | 4  |    1.009   -0.000   -0.008 |   -121.9    -85.3    106.9
    1.401 | 5  |    1.023   -0.062   -0.119 |   -150.2    -81.0     14.2
    1.436 | 1  |    0.990   -0.108    0.085 |    -49.5    -80.0    153.1
    1.436 | 2  |    1.037    0.111    0.070 |     56.0    -81.7    178.0
    1.436 | 3  |    1.006   -0.003    0.230 |      0.4    -76.3    118.8
    1.436 | 4  |    1.013    0.000   -0.011 |   -129.5    -85.3    113.8
    1.436 | 5  |    1.023   -0.070   -0.125 |   -150.4    -81.0     14.3
    1.470 | 1  |    0.973   -0.086    0.081 |    -48.2    -80.5    151.9
    1.470 | 2  |    1.023    0.116    0.070 |     56.2    -81.7    177.8
    1.470 | 3  |    1.000    0.005    0.229 |      0.6    -76.4    118.6
    1.470 | 4  |    1.008   -0.004   -0.011 |   -130.2    -85.3    114.6
    1.470 | 5  |    1.022   -0.064   -0.127 |   -150.7    -81.0     14.7
    1.504 | 1  |    0.943   -0.092    0.076 |    -47.3    -81.1    151.1
    1.504 | 2  |    1.004    0.121    0.069 |     56.5    -81.6    177.6
    1.504 | 3  |    0.995    0.003    0.227 |      0.9    -76.4    118.3
    1.504 | 4  |    1.009   -0.003   -0.012 |   -128.9    -85.3    113.7
    1.504 | 5  |    1.022   -0.072   -0.127 |   -150.6    -80.9     14.5
    1.538 | 1  |    0.939   -0.089    0.073 |    -47.2    -81.4    151.2
    1.538 | 2  |    0.992    0.108    0.068 |     56.5    -81.5    177.5
    1.538 | 3  |    0.999    0.003    0.224 |      0.8    -76.4    118.3
    1.538 | 4  |    1.011   -0.002   -0.005 |   -124.4    -85.3    109.5
    1.538 | 5  |    1.022   -0.068   -0.127 |   -150.6    -80.9     14.5
    1.572 | 1  |    0.941   -0.087    0.074 |    -47.5    -81.7    151.6
    1.572 | 2  |    0.984    0.106    0.062 |     56.5    -81.5    177.5
    1.572 | 3  |    0.996    0.005    0.224 |      0.8    -76.5    118.2
    1.572 | 4  |    1.007   -0.001   -0.005 |   -119.2    -85.3    104.7
    1.572 | 5  |    1.021   -0.065   -0.124 |   -150.7    -80.9     14.6
    1.606 | 1  |    0.951   -0.097    0.072 |    -48.4    -81.7    152.6
    1.606 | 2  |    0.988    0.099    0.056 |     56.6    -81.5    177.4
    1.606 | 3  |    0.997    0.001    0.225 |      0.8    -76.5    118.2
    1.606 | 4  |    1.011    0.001   -0.008 |   -118.5    -85.3    103.9
    1.606 | 5  |    1.023   -0.066   -0.122 |   -150.6    -80.9     14.5
    1.640 | 1  |    0.975   -0.099    0.064 |    -50.4    -81.7    154.8
    1.640 | 2  |    0.988    0.095    0.050 |     57.1    -81.6    176.8
    1.640 | 3  |    0.998   -0.005    0.227 |      0.5    -76.5    118.5
    1.640 | 4  |    1.010    0.000   -0.007 |   -118.1    -85.3    103.2
    1.640 | 5  |    1.022   -0.064   -0.127 |   -150.8    -80.9     14.7
    1.674 | 1  |    0.983   -0.079    0.084 |    -50.4    -81.7    154.7
    1.674 | 2  |    0.993    0.096    0.048 |     57.3    -81.6    176.5
    1.674 | 3  |    1.005    0.006    0.224 |      0.4    -76.5    118.5
    1.674 | 4  |    1.010   -0.001   -0.009 |   -118.4    -85.3    103.5
    1.674 | 5  |    1.022   -0.064   -0.122 |   -150.9    -80.9     14.8
    1.708 | 1  |    1.008   -0.116    0.078 |    -51.7    -81.7    156.1
    1.708 | 2  |    0.994    0.106    0.057 |     57.5    -81.6    176.3
    1.708 | 3  |    1.001    0.009    0.225 |      0.6    -76.5    118.3
    1.708 | 4  |    1.009    0.000   -0.007 |   -121.1    -85.3    105.9
    1.708 | 5  |    1.022   -0.068   -0.124 |   -150.9    -80.9     14.7
    1.742 | 1  |    1.032   -0.111    0.060 |    -53.3    -81.6    157.8
    1.742 | 2  |    1.006    0.111    0.052 |     58.0    -81.5    175.8
    1.742 | 3  |    0.994   -0.000    0.221 |      0.5    -76.5    118.4
    1.742 | 4  |    1.006   -0.003   -0.008 |   -121.5    -85.3    106.4
    1.742 | 5  |    1.021   -0.066   -0.124 |   -150.9    -80.9     14.8
    1.777 | 1  |    1.013   -0.096    0.063 |    -53.2    -81.6    157.7
    1.777 | 2  |    1.011    0.103    0.060 |     58.1    -81.5    175.6
    1.777 | 3  |    1.003    0.007    0.215 |      0.5    -76.5    118.3
    1.777 | 4  |    1.009   -0.000   -0.007 |   -124.0    -85.3    108.7
    1.777 | 5  |    1.021   -0.070   -0.132 |   -151.1    -80.9     14.9
    1.811 | 1  |    1.019   -0.099    0.059 |    -53.4    -81.7    158.0
    1.811 | 2  |    1.009    0.104    0.058 |     57.9    -81.5    176.0
    1.811 | 3  |    1.003    0.003    0.224 |      0.5    -76.5    118.2
    1.811 | 4  |    1.011   -0.002   -0.008 |   -124.8    -85.3    109.4
    1.811 | 5  |    1.023   -0.065   -0.129 |   -151.3    -80.8     15.0
    1.846 | 1  |    0.990   -0.100    0.067 |    -53.3    -81.7    157.8
    1.846 | 2  |    0.988    0.102    0.065 |     57.2    -81.5    176.6
    1.846 | 3  |    1.001    0.004    0.222 |      0.5    -76.5    118.1
    1.846 | 4  |    1.012   -0.002   -0.010 |   -127.8    -85.3    112.4
    1.846 | 5  |    1.021   -0.074   -0.131 |   -151.3    -80.8     14.9
    1.880 | 1  |    0.987   -0.095    0.070 |    -52.8    -81.7    157.1
    1.880 | 2  |    0.995    0.106    0.068 |     56.7    -81.5    177.1
    1.880 | 3  |    1.000    0.000    0.218 |      1.7    -76.5    118.1
    1.880 | 4  |    1.010    0.000   -0.009 |   -130.1    -85.3    114.4
    1.880 | 5  |    1.023   -0.064   -0.125 |   -151.2    -80.7     14.9
    1.914 | 1  |    0.987   -0.091    0.071 |    -52.3    -81.7    156.7
    1.914 | 2  |    0.986    0.108    0.070 |     55.9    -81.3    177.9
    1.914 | 3  |    0.996    0.009    0.214 |      0.7    -76.6    117.8
    1.914 | 4  |    1.009   -0.001   -0.013 |   -135.4    -85.3    120.1
    1.914 | 5  |    1.022   -0.061   -0.128 |   -151.7    -80.8     15.4
    1.948 | 1  |    0.998   -0.091    0.076 |    -51.7    -81.7    156.1
    1.948 | 2  |    0.987    0.112    0.077 |     55.6    -81.2    178.2
    1.948 | 3  |    0.998    0.004    0.221 |      0.8    -76.6    117.6
    1.948 | 4  |    1.010   -0.003   -0.010 |   -135.6    -85.3    120.1
    1.948 | 5  |    1.022   -0.075   -0.128 |   -151.4    -80.7     15.1
    1.982 | 1  |    1.002   -0.085    0.078 |    -50.8    -81.7    155.2
    1.982 | 2  |    0.998    0.108    0.077 |     55.4    -81.1    178.4
    1.982 | 3  |    0.996    0.011    0.218 |      1.1    -76.6    117.3
    1.982 | 4  |    1.012   -0.000   -0.008 |   -135.9    -85.3    120.3
    1.982 | 5  |    1.022   -0.077   -0.128 |   -151.0    -80.7     14.8
    2.016 | 1  |    1.001   -0.091    0.075 |    -50.4    -81.7    154.7
    2.016 | 2  |    1.014    0.122    0.088 |     55.1    -81.0    178.8
    2.016 | 3  |    1.000    0.014    0.210 |      1.4    -76.6    116.9
    2.016 | 4  |    1.005   -0.000   -0.014 |   -140.4    -85.3    124.5
    2.016 | 5  |    1.023   -0.049   -0.127 |   -151.6    -80.7     15.3
    2.051 | 1  |    1.002   -0.079    0.080 |    -49.6    -81.8    153.9
    2.051 | 2  |    1.021    0.125    0.102 |     54.4    -80.8    179.4
    2.051 | 3  |    1.007    0.009    0.213 |      1.5    -76.7    116.7
    2.051 | 4  |    1.012   -0.001   -0.017 |   -143.6    -85.3    127.9
    2.051 | 5  |    1.023   -0.059   -0.130 |   -152.2    -80.8     15.9
    2.085 | 1  |    0.986   -0.100    0.067 |    -49.9    -81.8    154.2
    2.085 | 2  |    1.026    0.112    0.104 |     52.4    -80.6   -178.6
    2.085 | 3  |    0.998    0.002    0.219 |      1.3    -76.7    116.8
    2.085 | 4  |    1.007    0.001   -0.009 |   -143.9    -85.3    127.7
    2.085 | 5  |    1.019   -0.065   -0.129 |   -152.5    -80.7     16.1
    2.120 | 1  |    0.990   -0.107    0.076 |    -50.5    -81.6    154.9
    2.120 | 2  |    0.993    0.117    0.093 |     50.8    -80.5   -177.1
    2.120 | 3  |    0.992   -0.000    0.222 |      1.1    -76.7    116.9
    2.120 | 4  |    1.008    0.000   -0.006 |   -139.2    -85.3    122.9
    2.120 | 5  |    1.022   -0.069   -0.130 |   -152.3    -80.7     15.9
    2.154 | 1  |    1.005   -0.094    0.067 |    -51.9    -81.6    156.3
    2.154 | 2  |    1.002    0.116    0.083 |     50.6    -80.6   -177.2
    2.154 | 3  |    1.007   -0.002    0.213 |      0.8    -76.7    117.1
    2.154 | 4  |    1.012   -0.002   -0.010 |   -135.9    -85.3    120.0
    2.154 | 5  |    1.022   -0.066   -0.126 |   -152.1    -80.7     15.7
    2.188 | 1  |    1.003   -0.080    0.075 |    -51.5    -81.6    155.8
    2.188 | 2  |    1.020    0.139    0.058 |     52.0    -80.6   -178.9
    2.188 | 3  |    1.005    0.003    0.215 |      0.7    -76.7    117.2
    2.188 | 4  |    1.009   -0.005   -0.012 |   -133.0    -85.3    117.7
    2.188 | 5  |    1.022   -0.070   -0.139 |   -152.3    -80.7     15.8
    2.224 | 1  |    1.002   -0.085    0.065 |    -51.2    -81.7    155.5
    2.224 | 2  |    1.036    0.137    0.060 |     53.7    -80.6    178.5
    2.224 | 3  |    0.999    0.005    0.222 |      0.6    -76.7    117.3
    2.224 | 4  |    1.010   -0.005   -0.017 |   -133.8    -85.3    118.9
    2.224 | 5  |    1.021   -0.070   -0.134 |   -152.1    -80.6     15.7
    2.258 | 1  |    0.999   -0.089    0.066 |    -51.3    -81.8    155.6
    2.258 | 2  |    1.039    0.114    0.040 |     55.6    -80.9    176.8
    2.258 | 3  |    1.000    0.009    0.218 |      0.6    -76.7    117.3
    2.258 | 4  |    1.008   -0.004   -0.014 |   -134.5    -85.2    119.8
    2.258 | 5  |    1.022   -0.062   -0.127 |   -152.1    -80.6     15.6
    2.291 | 1  |    0.998   -0.085    0.069 |    -52.0    -81.8    156.3
    2.291 | 2  |    1.013    0.102    0.040 |     56.2    -81.2    176.0
    2.291 | 3  |    1.000    0.005    0.215 |      0.6    -76.8    117.3
    2.291 | 4  |    1.011    0.005   -0.013 |   -138.4    -85.2    123.2
    2.291 | 5  |    1.023   -0.067   -0.134 |   -152.2    -80.7     15.7
    2.325 | 1  |    0.990   -0.092    0.083 |    -51.9    -81.8    156.1
    2.325 | 2  |    0.998    0.098    0.045 |     56.8    -81.6    175.2
    2.325 | 3  |    1.001   -0.009    0.221 |      0.1    -76.8    117.9
    2.325 | 4  |    1.009   -0.002   -0.009 |   -140.0    -85.3    124.4
    2.325 | 5  |    1.022   -0.065   -0.131 |   -152.2    -80.6     15.7
    2.360 | 1  |    0.980   -0.108    0.088 |    -51.7    -81.6    155.9
