nvidia@nvidia-desktop:~/Desktop$ python3 6imu.py
IMU 0 initialized on TCA Channel 0
IMU 1 initialized on TCA Channel 1
IMU 2 initialized on TCA Channel 2
IMU 3 initialized on TCA Channel 3
IMU 4 initialized on TCA Channel 4
IMU 5 initialized on TCA Channel 5

Starting data stream (50Hz)... Press Ctrl+C to stop.

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
   2.613 | 5  |    0.985   -0.030    0.213 |    -7.6   -76.6    52.3
   2.650 | 0  |    0.709   -0.047   -0.732 |  -176.2   -44.2  -179.3
   2.650 | 1  |         Comm Error         |            -           
   2.650 | 2  |    0.837    0.258    0.452 |    30.6   -57.2  -167.7
   2.650 | 3  |         Comm Error         |            -           
   2.650 | 4  |         Comm Error         |            -           
   2.650 | 5  |    0.980   -0.032    0.216 |    -7.6   -76.6    52.4
   2.689 | 0  |    0.717   -0.046   -0.728 |  -176.2   -44.2  -179.3
   2.689 | 1  |         Comm Error         |            -           
   2.689 | 2  |    0.850    0.291    0.462 |    32.0   -56.5  -169.0
   2.689 | 3  |         Comm Error         |            -           
   2.689 | 4  |         Comm Error         |            -           
   2.689 | 5  |    0.979   -0.032    0.213 |    -7.8   -76.6    52.5
   2.727 | 0  |    0.715   -0.048   -0.725 |  -176.2   -44.2  -179.3
   2.727 | 1  |         Comm Error         |            -           
   2.727 | 2  |    0.823    0.312    0.467 |    32.8   -55.7  -169.9
   2.727 | 3  |         Comm Error         |            -           
   2.727 | 4  |         Comm Error         |            -           
   2.727 | 5  |    0.983   -0.030    0.217 |    -7.8   -76.5    52.5
   2.765 | 0  |    0.711   -0.054   -0.729 |  -176.1   -44.2  -179.4
   2.765 | 1  |         Comm Error         |            -           
   2.765 | 2  |    0.812    0.325    0.465 |    33.6   -55.2  -170.8
   2.765 | 3  |         Comm Error         |            -           
   2.765 | 4  |         Comm Error         |            -           
   2.765 | 5  |    0.981   -0.030    0.210 |    -7.8   -76.6    52.5
   2.803 | 0  |    0.714   -0.055   -0.725 |  -176.0   -44.2  -179.5
   2.803 | 1  |         Comm Error         |            -           
   2.803 | 2  |    0.804    0.326    0.490 |    34.0   -54.6  -171.4
   2.803 | 3  |         Comm Error         |            -           
   2.803 | 4  |         Comm Error         |            -           
   2.803 | 5  |    0.979   -0.032    0.210 |    -7.9   -76.6    52.7
   2.842 | 0  |    0.718   -0.052   -0.725 |  -176.0   -44.3  -179.6
   2.842 | 1  |         Comm Error         |            -           
   2.842 | 2  |    0.813    0.337    0.493 |    34.4   -53.9  -172.0
   2.842 | 3  |         Comm Error         |            -           
   2.842 | 4  |         Comm Error         |            -           
   2.842 | 5  |    0.981   -0.034    0.220 |    -8.1   -76.5    52.8
   2.880 | 0  |    0.709   -0.054   -0.727 |  -175.9   -44.3  -179.6
   2.880 | 1  |         Comm Error         |            -           
   2.880 | 2  |    0.809    0.335    0.484 |    34.7   -53.4  -172.6
   2.880 | 3  |         Comm Error         |            -           
   2.880 | 4  |         Comm Error         |            -           
   2.880 | 5  |    0.983   -0.029    0.216 |    -8.0   -76.5    52.8
   2.918 | 0  |    0.713   -0.056   -0.725 |  -175.9   -44.3  -179.7
   2.918 | 1  |         Comm Error         |            -           
   2.918 | 2  |    0.775    0.348    0.485 |    34.8   -52.8  -172.7
   2.918 | 3  |         Comm Error         |            -           
   2.918 | 4  |         Comm Error         |            -           
   2.918 | 5  |    0.979   -0.035    0.222 |    -8.1   -76.5    52.9
   2.957 | 0  |    0.715   -0.053   -0.727 |  -175.8   -44.3  -179.7
   2.957 | 1  |         Comm Error         |            -           
   2.957 | 2  |    0.764    0.356    0.479 |    35.1   -52.4  -173.4
   2.957 | 3  |         Comm Error         |            -           
   2.957 | 4  |         Comm Error         |            -           
   2.957 | 5  |    0.976   -0.037    0.221 |    -8.2   -76.4    53.0
   2.995 | 0  |    0.718   -0.051   -0.732 |  -175.8   -44.3  -179.6
   2.995 | 1  |         Comm Error         |            -           
   2.995 | 2  |    0.769    0.361    0.479 |    36.7   -51.7  -173.3
   2.995 | 3  |         Comm Error         |            -           
   2.995 | 4  |         Comm Error         |            -           
   2.995 | 5  |    0.988   -0.025    0.213 |    -8.1   -76.5    52.9
   3.033 | 0  |    0.716   -0.050   -0.731 |  -175.8   -44.4  -179.6
   3.033 | 1  |         Comm Error         |            -           
   3.033 | 2  |    0.800    0.280    0.384 |    36.7   -51.1  -171.4
   3.033 | 3  |         Comm Error         |            -           
   3.033 | 4  |         Comm Error         |            -           
   3.033 | 5  |    0.980   -0.032    0.224 |    -8.1   -76.5    52.9
   3.072 | 0  |    0.715   -0.054   -0.724 |  -175.8   -44.4  -179.7
   3.072 | 1  |         Comm Error         |            -           
   3.072 | 2  |    0.728    0.348    0.549 |    35.0   -49.3  -171.0
   3.072 | 3  |         Comm Error         |            -           
   3.072 | 4  |         Comm Error         |            -           
   3.072 | 5  |    0.979   -0.033    0.213 |    -8.1   -76.4    52.9
   3.110 | 0  |    0.721   -0.055   -0.721 |  -175.8   -44.5  -179.7
   3.110 | 1  |         Comm Error         |            -           
   3.110 | 2  |    0.784    0.376    0.515 |    35.3   -49.5  -171.1
   3.110 | 3  |         Comm Error         |            -           
   3.110 | 4  |         Comm Error         |            -           
   3.110 | 5  |    0.983   -0.031    0.219 |    -8.0   -76.4    52.8
   3.150 | 0  |    0.713   -0.054   -0.722 |  -175.8   -44.4  -179.7
   3.150 | 1  |         Comm Error         |            -           
   3.150 | 2  |    0.766    0.367    0.507 |    35.5   -49.6  -171.0
   3.150 | 3  |         Comm Error         |            -           
   3.150 | 4  |         Comm Error         |            -           
   3.150 | 5  |    0.982   -0.028    0.220 |    -7.8   -76.4    52.7
   3.188 | 0  |    0.716   -0.052   -0.725 |  -175.7   -44.5  -179.8
   3.188 | 1  |         Comm Error         |            -           
   3.188 | 2  |    0.783    0.369    0.508 |    35.5   -49.8  -170.8
   3.188 | 3  |         Comm Error         |            -           
   3.188 | 4  |         Comm Error         |            -           
   3.188 | 5  |    0.978   -0.032    0.217 |    -7.9   -76.4    52.7
   3.226 | 0  |    0.723   -0.054   -0.721 |  -175.7   -44.5  -179.8
   3.226 | 1  |         Comm Error         |            -           
   3.226 | 2  |    0.802    0.384    0.508 |    35.8   -50.0  -170.9
   3.226 | 3  |         Comm Error         |            -           
   3.226 | 4  |         Comm Error         |            -           
   3.226 | 5  |    0.982   -0.034    0.219 |    -8.0   -76.4    52.8
   3.266 | 0  |    0.717   -0.056   -0.727 |  -175.8   -44.5  -179.8
   3.266 | 1  |         Comm Error         |            -           
   3.266 | 2  |    0.769    0.391    0.524 |    36.0   -49.9  -171.1
   3.266 | 3  |         Comm Error         |            -           
   3.266 | 4  |         Comm Error         |            -           
   3.266 | 5  |    0.982   -0.034    0.220 |    -8.1   -76.4    52.9
   3.304 | 0  |    0.717   -0.058   -0.722 |  -175.7   -44.6  -179.8
   3.304 | 1  |         Comm Error         |            -           
   3.304 | 2  |    0.773    0.388    0.522 |    36.1   -49.9  -171.2
   3.304 | 3  |         Comm Error         |            -           
   3.304 | 4  |         Comm Error         |            -           
   3.304 | 5  |    0.979   -0.033    0.215 |    -8.1   -76.4    53.0
   3.342 | 0  |    0.722   -0.052   -0.724 |  -175.7   -44.6  -179.8
   3.342 | 1  |         Comm Error         |            -           
   3.342 | 2  |    0.755    0.377    0.523 |    35.9   -49.8  -171.1
   3.342 | 3  |         Comm Error         |            -           
   3.342 | 4  |         Comm Error         |            -           
   3.342 | 5  |    0.980   -0.029    0.225 |    -8.1   -76.3    53.0
   3.380 | 0  |    0.718   -0.050   -0.723 |  -175.8   -44.6  -179.8
   3.380 | 1  |         Comm Error         |            -           
   3.380 | 2  |    0.743    0.374    0.523 |    35.8   -49.7  -170.9
   3.380 | 3  |         Comm Error         |            -           
   3.380 | 4  |         Comm Error         |            -           
   3.380 | 5  |    0.980   -0.030    0.217 |    -8.0   -76.3    52.9
   3.417 | 0  |    0.719   -0.046   -0.721 |  -175.8   -44.6  -179.7
   3.417 | 1  |         Comm Error         |            -           
   3.417 | 2  |    0.758    0.364    0.519 |    35.4   -49.9  -170.4
   3.417 | 3  |         Comm Error         |            -           
   3.417 | 4  |         Comm Error         |            -           
   3.417 | 5  |    0.978   -0.031    0.219 |    -8.0   -76.3    52.9
   3.457 | 0  |    0.718   -0.045   -0.721 |  -175.9   -44.6  -179.7
   3.457 | 1  |         Comm Error         |            -           
   3.457 | 2  |    0.748    0.375    0.526 |    35.0   -50.0  -169.8
   3.457 | 3  |         Comm Error         |            -           
   3.457 | 4  |         Comm Error         |            -           
   3.457 | 5  |    0.980   -0.029    0.220 |    -7.9   -76.3    52.7
   3.495 | 0  |    0.714   -0.048   -0.720 |  -175.9   -44.6  -179.8
   3.495 | 1  |         Comm Error         |            -           
   3.495 | 2  |    0.755    0.375    0.525 |    34.6   -50.1  -169.2
   3.495 | 3  |         Comm Error         |            -           
   3.495 | 4  |         Comm Error         |            -           
   3.495 | 5  |    0.981   -0.030    0.220 |    -7.8   -76.3    52.7
   3.532 | 0  |    0.718   -0.059   -0.724 |  -175.9   -44.6  -179.9
   3.532 | 1  |         Comm Error         |            -           
   3.532 | 2  |    0.766    0.360    0.511 |    34.1   -50.4  -168.6
   3.532 | 3  |         Comm Error         |            -           
   3.532 | 4  |         Comm Error         |            -           
   3.532 | 5  |    0.980   -0.030    0.223 |    -7.8   -76.3    52.6
   3.572 | 0  |    0.722   -0.062   -0.727 |  -175.7   -44.6   179.9
   3.572 | 1  |         Comm Error         |            -           
   3.572 | 2  |    0.763    0.350    0.506 |    33.4   -50.8  -167.6
   3.572 | 3  |         Comm Error         |            -           
   3.572 | 4  |         Comm Error         |            -           
   3.572 | 5  |    0.977   -0.032    0.224 |    -7.7   -76.2    52.6
   3.609 | 0  |    0.719   -0.057   -0.727 |  -175.7   -44.6   179.9
   3.609 | 1  |         Comm Error         |            -           
   3.609 | 2  |    0.785    0.332    0.506 |    32.8   -51.3  -166.8
   3.609 | 3  |         Comm Error         |            -           
   3.609 | 4  |         Comm Error         |            -           
   3.609 | 5  |    0.982   -0.032    0.221 |    -7.8   -76.2    52.6
   3.647 | 0  |    0.720   -0.050   -0.726 |  -175.7   -44.6   179.9
   3.647 | 1  |         Comm Error         |            -           
   3.647 | 2  |    0.796    0.318    0.505 |    31.9   -52.0  -165.7
   3.647 | 3  |         Comm Error         |            -           
   3.647 | 4  |         Comm Error         |            -           
   3.647 | 5  |    0.980   -0.033    0.222 |    -7.9   -76.2    52.8
   3.685 | 0  |    0.719   -0.052   -0.724 |  -175.8   -44.5   179.9
   3.685 | 1  |         Comm Error         |            -           
   3.685 | 2  |    0.803    0.314    0.508 |    31.0   -52.7  -164.5
   3.685 | 3  |         Comm Error         |            -           
   3.685 | 4  |         Comm Error         |            -           
   3.685 | 5  |    0.975   -0.034    0.222 |    -8.0   -76.2    52.8
   3.723 | 0  |    0.720   -0.055   -0.718 |  -175.8   -44.6   179.9
   3.723 | 1  |         Comm Error         |            -           
   3.723 | 2  |    0.799    0.300    0.498 |    30.2   -53.3  -163.3
   3.723 | 3  |         Comm Error         |            -           
   3.723 | 4  |         Comm Error         |            -           
   3.723 | 5  |    0.983   -0.035    0.213 |    -8.1   -76.2    53.0
   3.761 | 0  |    0.710   -0.058   -0.718 |  -175.8   -44.5   179.8
   3.761 | 1  |         Comm Error         |            -           
   3.761 | 2  |    0.812    0.285    0.501 |    29.0   -54.0  -162.4
   3.761 | 3  |         Comm Error         |            -           
   3.761 | 4  |         Comm Error         |            -           
   3.761 | 5  |    0.981   -0.029    0.224 |    -8.0   -76.2    52.9
   3.799 | 0  |    0.712   -0.060   -0.725 |  -175.7   -44.4   179.7
   3.799 | 1  |         Comm Error         |            -           
   3.799 | 2  |    0.824    0.260    0.501 |    27.7   -54.7  -161.0
   3.799 | 3  |         Comm Error         |            -           
   3.799 | 4  |         Comm Error         |            -           
   3.799 | 5  |    0.978   -0.033    0.212 |    -8.0   -76.3    52.9

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
----------------------------------------------------------------------------------------
   3.838 | 0  |    0.716   -0.057   -0.723 |  -175.6   -44.4   179.6
   3.838 | 1  |         Comm Error         |            -           
   3.838 | 2  |    0.841    0.244    0.506 |    26.2   -55.4  -159.4
   3.838 | 3  |         Comm Error         |            -           
   3.838 | 4  |         Comm Error         |            -           
   3.838 | 5  |    0.980   -0.034    0.219 |    -8.1   -76.3    53.1
   3.877 | 0  |    0.714   -0.057   -0.725 |  -175.6   -44.4   179.7
   3.877 | 1  |         Comm Error         |            -           
   3.877 | 2  |    0.851    0.224    0.512 |    24.6   -56.1  -157.8
   3.877 | 3  |         Comm Error         |            -           
   3.877 | 4  |         Comm Error         |            -           
   3.877 | 5  |    0.983   -0.030    0.218 |    -8.1   -76.3    53.0
   3.915 | 0  |    0.711   -0.054   -0.726 |  -175.7   -44.4   179.7
   3.915 | 1  |         Comm Error         |            -           
   3.915 | 2  |    0.834    0.228    0.512 |    23.3   -56.6  -156.4
   3.915 | 3  |         Comm Error         |            -           
   3.915 | 4  |         Comm Error         |            -           
   3.915 | 5  |    0.980   -0.036    0.215 |    -8.2   -76.3    53.1
   3.953 | 0  |    0.714   -0.053   -0.727 |  -175.7   -44.3   179.7
   3.953 | 1  |         Comm Error         |            -           
   3.953 | 2  |    0.859    0.207    0.513 |    22.3   -57.0  -155.1
   3.953 | 3  |         Comm Error         |            -           
   3.953 | 4  |         Comm Error         |            -           
   3.953 | 5  |    0.980   -0.032    0.221 |    -8.3   -76.3    53.2
   3.992 | 0  |    0.717   -0.051   -0.729 |  -175.7   -44.3   179.7
   3.992 | 1  |         Comm Error         |            -           
   3.992 | 2  |    0.854    0.199    0.504 |    20.9   -57.6  -154.0
   3.992 | 3  |         Comm Error         |            -           
   3.992 | 4  |         Comm Error         |            -           
   3.992 | 5  |    0.983   -0.030    0.217 |    -8.1   -76.3    53.1
   4.031 | 0  |    0.712   -0.051   -0.727 |  -175.8   -44.3   179.8
   4.031 | 1  |         Comm Error         |            -           
   4.031 | 2  |    0.832    0.197    0.494 |    20.2   -58.0  -153.2
   4.031 | 3  |         Comm Error         |            -           
   4.031 | 4  |         Comm Error         |            -           
   4.031 | 5  |    0.980   -0.036    0.218 |    -8.2   -76.3    53.3
   4.071 | 0  |    0.710   -0.057   -0.727 |  -175.8   -44.3   179.7
   4.071 | 1  |         Comm Error         |            -           
   4.071 | 2  |    0.871    0.179    0.484 |    19.3   -58.6  -152.2
   4.071 | 3  |         Comm Error         |            -           
   4.071 | 4  |         Comm Error         |            -           
   4.071 | 5  |    0.980   -0.028    0.218 |    -8.2   -76.3    53.3
   4.110 | 0  |    0.717   -0.053   -0.728 |  -175.7   -44.3   179.7
   4.110 | 1  |         Comm Error         |            -           
   4.110 | 2  |    0.871    0.149    0.479 |    17.7   -59.2  -150.5
   4.110 | 3  |         Comm Error         |            -           
   4.110 | 4  |         Comm Error         |            -           
   4.110 | 5  |    0.981   -0.029    0.220 |    -8.1   -76.3    53.2
   4.148 | 0  |    0.717   -0.047   -0.726 |  -175.8   -44.3   179.8
   4.148 | 1  |         Comm Error         |            -           
   4.148 | 2  |    0.861    0.143    0.477 |    16.1   -59.7  -148.9
   4.148 | 3  |         Comm Error         |            -           
   4.148 | 4  |         Comm Error         |            -           
   4.148 | 5  |    0.981   -0.032    0.221 |    -8.1   -76.3    53.2
   4.187 | 0  |    0.712   -0.051   -0.726 |  -175.8   -44.3   179.8
   4.187 | 1  |         Comm Error         |            -           
   4.187 | 2  |    0.866    0.135    0.469 |    14.5   -60.2  -147.3
   4.187 | 3  |         Comm Error         |            -           
   4.187 | 4  |         Comm Error         |            -           
   4.187 | 5  |    0.979   -0.031    0.221 |    -8.0   -76.3    53.2
   4.225 | 0  |    0.712   -0.057   -0.726 |  -175.8   -44.3   179.7
   4.225 | 1  |         Comm Error         |            -           
   4.225 | 2  |    0.854    0.118    0.466 |    12.7   -60.6  -145.3
   4.225 | 3  |         Comm Error         |            -           
   4.225 | 4  |         Comm Error         |            -           
   4.225 | 5  |    0.980   -0.030    0.219 |    -8.0   -76.3    53.1
   4.264 | 0  |    0.718   -0.054   -0.725 |  -175.8   -44.3   179.7
   4.264 | 1  |         Comm Error         |            -           
   4.264 | 2  |    0.889    0.083    0.466 |    10.3   -61.1  -142.9
   4.264 | 3  |         Comm Error         |            -           
   4.264 | 4  |         Comm Error         |            -           
   4.264 | 5  |    0.980   -0.032    0.221 |    -8.0   -76.3    53.1
   4.302 | 0  |    0.718   -0.048   -0.724 |  -175.8   -44.4   179.7
   4.302 | 1  |         Comm Error         |            -           
   4.302 | 2  |    0.879    0.065    0.471 |     8.3   -61.4  -140.9
   4.302 | 3  |         Comm Error         |            -           
   4.302 | 4  |         Comm Error         |            -           
   4.302 | 5  |    0.978   -0.039    0.221 |    -8.3   -76.2    53.3
   4.340 | 0  |    0.715   -0.048   -0.724 |  -175.9   -44.4   179.6
   4.340 | 1  |         Comm Error         |            -           
   4.340 | 2  |    0.879    0.054    0.464 |     5.9   -61.8  -138.5
   4.340 | 3  |         Comm Error         |            -           
   4.340 | 4  |         Comm Error         |            -           
   4.340 | 5  |    0.980   -0.037    0.210 |    -8.4   -76.3    53.5
   4.378 | 0  |    0.711   -0.056   -0.723 |  -175.8   -44.4   179.5
   4.378 | 1  |         Comm Error         |            -           
   4.378 | 2  |    0.897    0.020    0.452 |     3.5   -62.3  -136.0
   4.378 | 3  |         Comm Error         |            -           
   4.378 | 4  |         Comm Error         |            -           
   4.378 | 5  |    0.980   -0.032    0.231 |    -8.4   -76.2    53.4
   4.417 | 0  |    0.717   -0.062   -0.727 |  -175.7   -44.4   179.3
   4.417 | 1  |         Comm Error         |            -           
   4.417 | 2  |    0.909    0.000    0.460 |     0.8   -62.8  -133.4
   4.417 | 3  |         Comm Error         |            -           
   4.417 | 4  |         Comm Error         |            -           
   4.417 | 5  |    0.980   -0.034    0.215 |    -8.4   -76.2    53.4
   4.455 | 0  |    0.717   -0.063   -0.726 |  -175.6   -44.4   179.1
   4.455 | 1  |         Comm Error         |            -           
   4.455 | 2  |    0.917   -0.023    0.447 |    -2.2   -63.5  -130.6
   4.455 | 3  |         Comm Error         |            -           
   4.455 | 4  |         Comm Error         |            -           
   4.455 | 5  |    0.979   -0.036    0.224 |    -8.5   -76.2    53.5
   4.493 | 0  |    0.716   -0.062   -0.726 |  -175.5   -44.3   179.0
   4.493 | 1  |         Comm Error         |            -           
   4.493 | 2  |    0.920   -0.036    0.451 |    -3.5   -63.6  -128.7
   4.493 | 3  |         Comm Error         |            -           
   4.493 | 4  |         Comm Error         |            -           
   4.493 | 5  |    0.982   -0.040    0.215 |    -8.8   -76.2    53.8
   4.531 | 0  |    0.712   -0.058   -0.726 |  -175.5   -44.3   179.0
   4.531 | 1  |         Comm Error         |            -           
   4.531 | 2  |    0.923   -0.028    0.445 |    -5.6   -63.8  -127.0
   4.531 | 3  |         Comm Error         |            -           
   4.531 | 4  |         Comm Error         |            -           
   4.531 | 5  |    0.980   -0.040    0.218 |    -9.1   -76.2    54.0
   4.569 | 0  |    0.712   -0.058   -0.726 |  -175.5   -44.3   178.9
   4.569 | 1  |         Comm Error         |            -           
   4.569 | 2  |    0.906   -0.042    0.437 |    -7.5   -63.9  -124.9
   4.569 | 3  |         Comm Error         |            -           
   4.569 | 4  |         Comm Error         |            -           
   4.569 | 5  |    0.980   -0.039    0.221 |    -9.2   -76.2    54.2
   4.608 | 0  |    0.711   -0.061   -0.728 |  -175.4   -44.3   178.8
   4.608 | 1  |         Comm Error         |            -           
   4.608 | 2  |    0.904   -0.059    0.430 |    -9.5   -64.0  -122.7
   4.608 | 3  |         Comm Error         |            -           
   4.608 | 4  |         Comm Error         |            -           
   4.608 | 5  |    0.980   -0.034    0.219 |    -9.1   -76.2    54.1
   4.646 | 0  |    0.717   -0.064   -0.727 |  -175.3   -44.3   178.7
   4.646 | 1  |         Comm Error         |            -           
   4.646 | 2  |    0.901   -0.080    0.414 |   -11.7   -64.0  -120.2
   4.646 | 3  |         Comm Error         |            -           
   4.646 | 4  |         Comm Error         |            -           
   4.646 | 5  |    0.979   -0.042    0.217 |    -9.4   -76.2    54.3
   4.685 | 0  |    0.719   -0.063   -0.726 |  -175.2   -44.3   178.7
   4.685 | 1  |         Comm Error         |            -           
   4.685 | 2  |    0.890   -0.090    0.409 |   -14.3   -63.9  -117.5
   4.685 | 3  |         Comm Error         |            -           
   4.685 | 4  |         Comm Error         |            -           
   4.685 | 5  |    0.980   -0.038    0.218 |    -9.6   -76.2    54.6
   4.723 | 0  |    0.713   -0.058   -0.727 |  -175.3   -44.3   178.7
   4.723 | 1  |         Comm Error         |            -           
   4.723 | 2  |    0.891   -0.124    0.412 |   -16.4   -63.9  -114.5
   4.723 | 3  |         Comm Error         |            -           
   4.723 | 4  |         Comm Error         |            -           
   4.723 | 5  |    0.980   -0.038    0.219 |    -9.7   -76.2    54.7
   4.761 | 0  |    0.711   -0.054   -0.725 |  -175.3   -44.3   178.7
   4.761 | 1  |         Comm Error         |            -           
   4.761 | 2  |    0.883   -0.144    0.401 |   -19.4   -63.8  -112.1
   4.761 | 3  |         Comm Error         |            -           
   4.761 | 4  |         Comm Error         |            -           
   4.761 | 5  |    0.979   -0.037    0.220 |    -9.7   -76.2    54.7
   4.799 | 0  |    0.715   -0.058   -0.727 |  -175.3   -44.3   178.7
   4.799 | 1  |         Comm Error         |            -           
   4.799 | 2  |    0.900   -0.181    0.398 |   -22.9   -63.6  -108.5
   4.799 | 3  |         Comm Error         |            -           
   4.799 | 4  |         Comm Error         |            -           
   4.799 | 5  |    0.981   -0.039    0.219 |    -9.8   -76.2    54.8
   4.838 | 0  |    0.716   -0.065   -0.729 |  -175.3   -44.3   178.6
   4.838 | 1  |         Comm Error         |            -           
   4.838 | 2  |    0.898   -0.200    0.399 |   -26.3   -63.3  -105.0
   4.838 | 3  |         Comm Error         |            -           
   4.838 | 4  |         Comm Error         |            -           
   4.838 | 5  |    0.979   -0.039    0.221 |    -9.9   -76.2    54.9
   4.876 | 0  |    0.716   -0.066   -0.728 |  -175.2   -44.2   178.5
   4.876 | 1  |         Comm Error         |            -           
   4.876 | 2  |    0.902   -0.222    0.388 |   -29.6   -63.0  -101.5
   4.876 | 3  |         Comm Error         |            -           
   4.876 | 4  |         Comm Error         |            -           
   4.876 | 5  |    0.980   -0.041    0.216 |    -9.9   -76.2    54.9
   4.915 | 0  |    0.710   -0.061   -0.726 |  -175.1   -44.2   178.5
   4.915 | 1  |         Comm Error         |            -           
   4.915 | 2  |    0.890   -0.232    0.391 |   -32.5   -62.6   -98.4
   4.915 | 3  |         Comm Error         |            -           
   4.915 | 4  |         Comm Error         |            -           
   4.915 | 5  |    0.980   -0.041    0.222 |   -10.0   -76.2    55.0
   4.954 | 0  |    0.709   -0.059   -0.726 |  -175.1   -44.2   178.5
   4.954 | 1  |         Comm Error         |            -           
   4.954 | 2  |    0.893   -0.259    0.368 |   -35.6   -62.2   -95.2
   4.954 | 3  |         Comm Error         |            -           
   4.954 | 4  |         Comm Error         |            -           
   4.954 | 5  |    0.980   -0.042    0.209 |   -10.2   -76.3    55.2
   4.993 | 0  |    0.713   -0.064   -0.726 |  -175.1   -44.2   178.4
   4.993 | 1  |         Comm Error         |            -           
   4.993 | 2  |    0.880   -0.274    0.365 |   -38.5   -61.6   -92.2
   4.993 | 3  |         Comm Error         |            -           
   4.993 | 4  |         Comm Error         |            -           
   4.993 | 5  |    0.980   -0.036    0.231 |   -10.1   -76.2    55.0
   5.032 | 0  |    0.709   -0.069   -0.730 |  -175.0   -44.1   178.3
   5.032 | 1  |         Comm Error         |            -           
   5.032 | 2  |    0.872   -0.300    0.347 |   -40.9   -61.2   -89.8
   5.032 | 3  |         Comm Error         |            -           
   5.032 | 4  |         Comm Error         |            -           
   5.032 | 5  |    0.981   -0.041    0.210 |   -10.0   -76.3    55.1
   5.070 | 0  |    0.709   -0.071   -0.730 |  -175.0   -44.1   178.2
   5.070 | 1  |         Comm Error         |            -           
   5.070 | 2  |    0.856   -0.334    0.304 |   -44.8   -60.8   -86.0
   5.070 | 3  |         Comm Error         |            -           
   5.070 | 4  |         Comm Error         |            -           
   5.070 | 5  |    0.978   -0.042    0.220 |   -10.2   -76.3    55.2
   5.110 | 0  |    0.715   -0.066   -0.731 |  -174.9   -44.1   178.2
   5.110 | 1  |         Comm Error         |            -           
   5.110 | 2  |    0.841   -0.369    0.295 |   -49.1   -60.2   -81.9
   5.110 | 3  |         Comm Error         |            -           
   5.110 | 4  |         Comm Error         |            -           
   5.110 | 5  |    0.981   -0.039    0.217 |   -10.1   -76.3    55.2
   5.148 | 0  |    0.710   -0.059   -0.731 |  -175.0   -44.0   178.3
   5.148 | 1  |         Comm Error         |            -           
   5.148 | 2  |    0.836   -0.397    0.310 |   -52.2   -59.0   -78.8
   5.148 | 3  |         Comm Error         |            -           
   5.148 | 4  |         Comm Error         |            -           
   5.148 | 5  |    0.980   -0.042    0.217 |   -10.1   -76.3    55.2
   5.187 | 0  |    0.710   -0.055   -0.729 |  -175.1   -44.0   178.3
   5.187 | 1  |         Comm Error         |            -           
   5.187 | 2  |    0.821   -0.438    0.277 |   -55.7   -57.6   -75.4
   5.187 | 3  |         Comm Error         |            -           
   5.187 | 4  |         Comm Error         |            -           
   5.187 | 5  |    0.978   -0.044    0.217 |   -10.2   -76.3    55.3
   5.225 | 0  |    0.713   -0.058   -0.730 |  -175.2   -44.0   178.4
   5.225 | 1  |         Comm Error         |            -           
   5.225 | 2  |    0.822   -0.470    0.271 |   -59.6   -56.1   -71.8
   5.225 | 3  |         Comm Error         |            -           
   5.225 | 4  |         Comm Error         |            -           
   5.225 | 5  |    0.980   -0.038    0.217 |   -10.2   -76.2    55.2
   5.263 | 0  |    0.711   -0.064   -0.727 |  -175.2   -44.0   178.3
   5.263 | 1  |         Comm Error         |            -           
   5.263 | 2  |    0.789   -0.501    0.261 |   -62.0   -54.7   -69.5
   5.263 | 3  |         Comm Error         |            -           
   5.263 | 4  |         Comm Error         |            -           
   5.263 | 5  |    0.978   -0.042    0.216 |   -10.2   -76.3    55.3
   5.302 | 0  |    0.710   -0.064   -0.724 |  -175.1   -44.0   178.1
   5.302 | 1  |         Comm Error         |            -           
   5.302 | 2  |    0.796   -0.546    0.235 |   -64.8   -53.3   -66.7
   5.302 | 3  |         Comm Error         |            -           
   5.302 | 4  |         Comm Error         |            -           
   5.302 | 5  |    0.981   -0.042    0.214 |   -10.4   -76.3    55.4
   5.340 | 0  |    0.709   -0.065   -0.726 |  -175.1   -44.0   178.0
   5.340 | 1  |         Comm Error         |            -           
   5.340 | 2  |    0.788   -0.583    0.253 |   -68.0   -51.2   -63.6
   5.340 | 3  |         Comm Error         |            -           
   5.340 | 4  |         Comm Error         |            -           
   5.340 | 5  |    0.980   -0.042    0.217 |   -10.4   -76.3    55.4
   5.377 | 0  |    0.707   -0.068   -0.726 |  -175.0   -44.0   177.9
   5.377 | 1  |         Comm Error         |            -           
   5.377 | 2  |    0.761   -0.605    0.204 |   -71.2   -49.1   -60.5
   5.377 | 3  |         Comm Error         |            -           
   5.377 | 4  |         Comm Error         |            -           
   5.377 | 5  |    0.979   -0.042    0.214 |   -10.5   -76.3    55.5
   5.416 | 0  |    0.713   -0.072   -0.729 |  -174.8   -44.0   177.8
   5.416 | 1  |         Comm Error         |            -           
   5.416 | 2  |    0.747   -0.650    0.185 |   -73.7   -46.9   -57.9
   5.416 | 3  |         Comm Error         |            -           
   5.416 | 4  |         Comm Error         |            -           
